instance,selection,placement,raises,buried_area,buried_pct,top_waste_pct,exact_fill_pct,mean_residual
C1P1,widest-fit,LM,3,10,2.5,2.5,43.75,3.7777777777777777
C1P1,widest-fit,RM,3,10,2.5,2.5,43.75,3.7777777777777777
C1P1,widest-fit,TN,5,8,2.0,8.0,31.25,2.272727272727273
C1P1,widest-fit,SN,3,10,2.5,2.5,43.75,3.7777777777777777
C1P1,widest-fit,MinD,3,10,2.5,2.5,43.75,3.7777777777777777
C1P1,widest-fit,MaxD,5,8,2.0,8.0,31.25,2.272727272727273
C1P1,first-fit,LM,2,16,4.0,11.0,43.75,3
C1P1,first-fit,RM,2,16,4.0,11.0,43.75,3
C1P1,first-fit,TN,4,13,3.25,6.75,37.5,3.3
C1P1,first-fit,SN,2,16,4.0,11.0,43.75,3
C1P1,first-fit,MinD,5,27,6.75,8.25,25.0,3.1666666666666665
C1P1,first-fit,MaxD,4,20,5.0,5.0,37.5,3.1
C1P1,fitness-number,LM,0,0,0.0,5.0,37.5,5.6
C1P1,fitness-number,RM,0,0,0.0,5.0,37.5,5.6
C1P1,fitness-number,TN,0,0,0.0,5.0,37.5,5.6
C1P1,fitness-number,SN,0,0,0.0,5.0,37.5,5.6
C1P1,fitness-number,MinD,0,0,0.0,5.0,37.5,5.6
C1P1,fitness-number,MaxD,0,0,0.0,5.0,37.5,5.6
C1P1,max-area,LM,2,7,1.75,33.25,43.75,3.3333333333333335
C1P1,max-area,RM,2,7,1.75,33.25,43.75,3.3333333333333335
C1P1,max-area,TN,4,8,2.0,33.0,31.25,2.909090909090909
C1P1,max-area,SN,2,7,1.75,33.25,43.75,3.3333333333333335
C1P1,max-area,MinD,3,10,2.5,32.5,37.5,3.2
C1P1,max-area,MaxD,4,8,2.0,33.0,31.25,2.909090909090909
C1P2,widest-fit,LM,0,0,0.0,25.0,58.8235294117647,2.4285714285714284
C1P2,widest-fit,RM,0,0,0.0,25.0,58.8235294117647,2.4285714285714284
C1P2,widest-fit,TN,0,0,0.0,25.0,58.8235294117647,2.4285714285714284
C1P2,widest-fit,SN,0,0,0.0,25.0,58.8235294117647,2.857142857142857
C1P2,widest-fit,MinD,0,0,0.0,5.0,58.8235294117647,2.142857142857143
C1P2,widest-fit,MaxD,0,0,0.0,25.0,58.8235294117647,2.4285714285714284
C1P2,first-fit,LM,5,12,3.0,7.0,35.294117647058826,2.5454545454545454
C1P2,first-fit,RM,3,11,2.75,7.25,47.05882352941177,3.4444444444444446
C1P2,first-fit,TN,1,10,2.5,7.5,58.8235294117647,2.5714285714285716
C1P2,first-fit,SN,5,20,5.0,10.0,41.1764705882353,3.5
C1P2,first-fit,MinD,6,22,5.5,9.5,35.294117647058826,3.1818181818181817
C1P2,first-fit,MaxD,3,9,2.25,7.75,52.94117647058823,3.125
C1P2,fitness-number,LM,0,0,0.0,20.0,41.1764705882353,5.7
C1P2,fitness-number,RM,0,0,0.0,20.0,41.1764705882353,5.7
C1P2,fitness-number,TN,0,0,0.0,20.0,41.1764705882353,5.7
C1P2,fitness-number,SN,0,0,0.0,20.0,41.1764705882353,5.7
C1P2,fitness-number,MinD,0,0,0.0,20.0,41.1764705882353,5.7
C1P2,fitness-number,MaxD,0,0,0.0,20.0,41.1764705882353,5.7
C1P2,max-area,LM,0,0,0.0,20.0,52.94117647058823,4.625
C1P2,max-area,RM,0,0,0.0,20.0,52.94117647058823,4.625
C1P2,max-area,TN,0,0,0.0,20.0,52.94117647058823,4.625
C1P2,max-area,SN,0,0,0.0,20.0,52.94117647058823,4
C1P2,max-area,MinD,0,0,0.0,20.0,52.94117647058823,4
C1P2,max-area,MaxD,0,0,0.0,20.0,52.94117647058823,4
C1P3,widest-fit,LM,2,5,1.25,18.75,50.0,3.75
C1P3,widest-fit,RM,2,5,1.25,18.75,50.0,3.75
C1P3,widest-fit,TN,3,4,1.0,19.0,43.75,3.7777777777777777
C1P3,widest-fit,SN,2,5,1.25,18.75,50.0,3.75
C1P3,widest-fit,MinD,2,5,1.25,18.75,50.0,3.75
C1P3,widest-fit,MaxD,2,4,1.0,19.0,50.0,4.125
C1P3,first-fit,LM,3,8,2.0,3.0,31.25,4
C1P3,first-fit,RM,3,8,2.0,3.0,31.25,4
C1P3,first-fit,TN,2,2,0.5,9.5,37.5,3.3
C1P3,first-fit,SN,1,3,0.75,4.25,43.75,3
C1P3,first-fit,MinD,1,3,0.75,4.25,50.0,3.125
C1P3,first-fit,MaxD,2,2,0.5,9.5,37.5,3.3
C1P3,fitness-number,LM,3,10,2.5,2.5,18.75,6.769230769230769
C1P3,fitness-number,RM,3,10,2.5,2.5,18.75,6.769230769230769
C1P3,fitness-number,TN,3,10,2.5,2.5,18.75,6.769230769230769
C1P3,fitness-number,SN,3,10,2.5,2.5,18.75,6.769230769230769
C1P3,fitness-number,MinD,3,10,2.5,2.5,18.75,6.769230769230769
C1P3,fitness-number,MaxD,3,10,2.5,2.5,18.75,6.769230769230769
C1P3,max-area,LM,4,17,4.25,5.75,31.25,3.272727272727273
C1P3,max-area,RM,5,17,4.25,5.75,31.25,3.090909090909091
C1P3,max-area,TN,4,8,2.0,3.0,25.0,3.6666666666666665
C1P3,max-area,SN,5,18,4.5,5.5,31.25,3
C1P3,max-area,MinD,5,15,3.75,6.25,31.25,3.090909090909091
C1P3,max-area,MaxD,1,4,1.0,9.0,62.5,4.5
C2P1,widest-fit,LM,5,9,1.5,18.5,40.0,4.666666666666667
C2P1,widest-fit,RM,4,16,2.6666666666666665,17.333333333333332,40.0,4.8
C2P1,widest-fit,TN,0,0,0.0,13.333333333333334,40.0,7.933333333333334
C2P1,widest-fit,SN,6,11,1.8333333333333333,11.5,36.0,5.625
C2P1,widest-fit,MinD,5,7,1.1666666666666667,18.833333333333332,36.0,5.4375
C2P1,widest-fit,MaxD,0,0,0.0,13.333333333333334,40.0,7.933333333333334
C2P1,first-fit,LM,4,7,1.1666666666666667,18.833333333333332,40.0,4.933333333333334
C2P1,first-fit,RM,5,21,3.5,16.5,36.0,4.8125
C2P1,first-fit,TN,6,15,2.5,17.5,24.0,5.368421052631579
C2P1,first-fit,SN,7,28,4.666666666666667,15.333333333333334,24.0,5.052631578947368
C2P1,first-fit,MinD,6,19,3.1666666666666665,16.833333333333332,28.0,5.222222222222222
C2P1,first-fit,MaxD,5,20,3.3333333333333335,16.666666666666668,28.0,5.5
C2P1,fitness-number,LM,0,0,0.0,53.333333333333336,40.0,11.933333333333334
C2P1,fitness-number,RM,0,0,0.0,53.333333333333336,40.0,11.933333333333334
C2P1,fitness-number,TN,0,0,0.0,53.333333333333336,40.0,11.933333333333334
C2P1,fitness-number,SN,0,0,0.0,53.333333333333336,40.0,11.933333333333334
C2P1,fitness-number,MinD,0,0,0.0,53.333333333333336,40.0,11.933333333333334
C2P1,fitness-number,MaxD,0,0,0.0,53.333333333333336,40.0,11.933333333333334
C2P1,max-area,LM,2,6,1.0,32.333333333333336,36.0,6.3125
C2P1,max-area,RM,2,7,1.1666666666666667,45.5,32.0,5.647058823529412
C2P1,max-area,TN,2,5,0.8333333333333334,32.5,32.0,6.176470588235294
C2P1,max-area,SN,4,13,2.1666666666666665,31.166666666666668,32.0,5.764705882352941
C2P1,max-area,MinD,3,7,1.1666666666666667,32.166666666666664,36.0,6.0625
C2P1,max-area,MaxD,3,11,1.8333333333333333,31.5,36.0,5.75
C2P2,widest-fit,LM,0,0,0.0,20.0,48.0,7.461538461538462
C2P2,widest-fit,RM,1,1,0.16666666666666666,19.833333333333332,40.0,7.533333333333333
C2P2,widest-fit,TN,0,0,0.0,13.333333333333334,44.0,4.428571428571429
C2P2,widest-fit,SN,0,0,0.0,20.0,44.0,7.142857142857143
C2P2,widest-fit,MinD,0,0,0.0,20.0,48.0,7.461538461538462
C2P2,widest-fit,MaxD,0,0,0.0,13.333333333333334,48.0,4.461538461538462
C2P2,first-fit,LM,0,0,0.0,13.333333333333334,40.0,6.133333333333334
C2P2,first-fit,RM,0,0,0.0,13.333333333333334,36.0,6.125
C2P2,first-fit,TN,0,0,0.0,6.666666666666667,44.0,4.357142857142857
C2P2,first-fit,SN,0,0,0.0,13.333333333333334,40.0,6.333333333333333
C2P2,first-fit,MinD,0,0,0.0,13.333333333333334,36.0,7.3125
C2P2,first-fit,MaxD,0,0,0.0,6.666666666666667,48.0,4.3076923076923075
C2P2,fitness-number,LM,0,0,0.0,20.0,20.0,13.25
C2P2,fitness-number,RM,0,0,0.0,20.0,20.0,13.25
C2P2,fitness-number,TN,0,0,0.0,20.0,20.0,13.25
C2P2,fitness-number,SN,0,0,0.0,20.0,20.0,13.25
C2P2,fitness-number,MinD,0,0,0.0,20.0,20.0,13.25
C2P2,fitness-number,MaxD,0,0,0.0,20.0,20.0,13.25
C2P2,max-area,LM,0,0,0.0,40.0,36.0,6.5625
C2P2,max-area,RM,0,0,0.0,46.666666666666664,44.0,7.571428571428571
C2P2,max-area,TN,0,0,0.0,26.666666666666668,36.0,4.5625
C2P2,max-area,SN,0,0,0.0,46.666666666666664,44.0,6.785714285714286
C2P2,max-area,MinD,0,0,0.0,20.0,40.0,7.933333333333334
C2P2,max-area,MaxD,0,0,0.0,26.666666666666668,40.0,4.666666666666667
C2P3,widest-fit,LM,0,0,0.0,20.0,48.0,6.461538461538462
C2P3,widest-fit,RM,0,0,0.0,20.0,48.0,6.461538461538462
C2P3,widest-fit,TN,2,6,1.0,19.0,52.0,4.75
C2P3,widest-fit,SN,0,0,0.0,20.0,44.0,6.142857142857143
C2P3,widest-fit,MinD,0,0,0.0,20.0,44.0,6.857142857142857
C2P3,widest-fit,MaxD,2,3,0.5,19.5,52.0,4.833333333333333
C2P3,first-fit,LM,0,0,0.0,6.666666666666667,40.0,5.933333333333334
C2P3,first-fit,RM,0,0,0.0,13.333333333333334,40.0,6
C2P3,first-fit,TN,0,0,0.0,13.333333333333334,36.0,4.875
C2P3,first-fit,SN,0,0,0.0,13.333333333333334,40.0,6
C2P3,first-fit,MinD,0,0,0.0,13.333333333333334,40.0,6
C2P3,first-fit,MaxD,0,0,0.0,6.666666666666667,40.0,4.733333333333333
C2P3,fitness-number,LM,0,0,0.0,20.0,16.0,13.904761904761905
C2P3,fitness-number,RM,0,0,0.0,20.0,16.0,13.904761904761905
C2P3,fitness-number,TN,0,0,0.0,20.0,16.0,13.904761904761905
C2P3,fitness-number,SN,0,0,0.0,20.0,16.0,13.904761904761905
C2P3,fitness-number,MinD,0,0,0.0,20.0,16.0,13.904761904761905
C2P3,fitness-number,MaxD,0,0,0.0,20.0,16.0,13.904761904761905
C2P3,max-area,LM,0,0,0.0,13.333333333333334,32.0,8.117647058823529
C2P3,max-area,RM,0,0,0.0,13.333333333333334,24.0,7.578947368421052
C2P3,max-area,TN,0,0,0.0,13.333333333333334,20.0,7.9
C2P3,max-area,SN,0,0,0.0,13.333333333333334,24.0,7.894736842105263
C2P3,max-area,MinD,0,0,0.0,13.333333333333334,24.0,7.894736842105263
C2P3,max-area,MaxD,0,0,0.0,13.333333333333334,36.0,8.5
C3P1,widest-fit,LM,3,20,1.1111111111111112,5.555555555555555,35.714285714285715,8.333333333333334
C3P1,widest-fit,RM,3,22,1.2222222222222223,5.444444444444445,35.714285714285715,8.666666666666666
C3P1,widest-fit,TN,4,12,0.6666666666666666,9.333333333333334,39.285714285714285,8.529411764705882
C3P1,widest-fit,SN,3,22,1.2222222222222223,5.444444444444445,39.285714285714285,8.647058823529411
C3P1,widest-fit,MinD,4,20,1.1111111111111112,5.555555555555555,35.714285714285715,8.61111111111111
C3P1,widest-fit,MaxD,3,20,1.1111111111111112,5.555555555555555,39.285714285714285,8
C3P1,first-fit,LM,8,59,3.2777777777777777,6.722222222222222,28.571428571428573,6.7
C3P1,first-fit,RM,8,62,3.4444444444444446,6.555555555555555,28.571428571428573,6.55
C3P1,first-fit,TN,7,27,1.5,5.166666666666667,32.142857142857146,6.894736842105263
C3P1,first-fit,SN,8,62,3.4444444444444446,6.555555555555555,28.571428571428573,6.55
C3P1,first-fit,MinD,6,35,1.9444444444444444,8.055555555555555,28.571428571428573,8.1
C3P1,first-fit,MaxD,8,61,3.388888888888889,6.611111111111111,28.571428571428573,6.55
C3P1,fitness-number,LM,1,3,0.16666666666666666,16.5,21.428571428571427,19.545454545454547
C3P1,fitness-number,RM,1,3,0.16666666666666666,16.5,21.428571428571427,19.545454545454547
C3P1,fitness-number,TN,1,3,0.16666666666666666,16.5,21.428571428571427,19.545454545454547
C3P1,fitness-number,SN,1,3,0.16666666666666666,16.5,21.428571428571427,19.545454545454547
C3P1,fitness-number,MinD,1,3,0.16666666666666666,16.5,21.428571428571427,19.545454545454547
C3P1,fitness-number,MaxD,1,3,0.16666666666666666,16.5,21.428571428571427,19.545454545454547
C3P1,max-area,LM,5,52,2.888888888888889,23.77777777777778,32.142857142857146,8.210526315789474
C3P1,max-area,RM,5,54,3.0,23.666666666666668,28.571428571428573,8
C3P1,max-area,TN,5,18,1.0,19.0,28.571428571428573,8.65
C3P1,max-area,SN,7,84,4.666666666666667,22.0,32.142857142857146,8
C3P1,max-area,MinD,6,23,1.2777777777777777,18.72222222222222,28.571428571428573,9.1
C3P1,max-area,MaxD,6,83,4.611111111111111,15.38888888888889,35.714285714285715,7.888888888888889
C3P2,widest-fit,LM,1,1,0.05555555555555555,13.277777777777779,41.37931034482759,15.235294117647058
C3P2,widest-fit,RM,1,1,0.05555555555555555,13.277777777777779,41.37931034482759,15.235294117647058
C3P2,widest-fit,TN,1,1,0.05555555555555555,13.277777777777779,44.827586206896555,10.4375
C3P2,widest-fit,SN,3,12,0.6666666666666666,12.666666666666666,37.93103448275862,10
C3P2,widest-fit,MinD,1,1,0.05555555555555555,13.277777777777779,41.37931034482759,15.235294117647058
C3P2,widest-fit,MaxD,2,8,0.4444444444444444,12.88888888888889,41.37931034482759,10.235294117647058
C3P2,first-fit,LM,5,23,1.2777777777777777,8.722222222222221,48.275862068965516,6.333333333333333
C3P2,first-fit,RM,5,23,1.2777777777777777,8.722222222222221,48.275862068965516,6.266666666666667
C3P2,first-fit,TN,5,22,1.2222222222222223,8.777777777777779,44.827586206896555,6.0625
C3P2,first-fit,SN,6,25,1.3888888888888888,8.61111111111111,48.275862068965516,6.4
C3P2,first-fit,MinD,5,30,1.6666666666666667,8.333333333333334,41.37931034482759,6.529411764705882
C3P2,first-fit,MaxD,9,54,3.0,7.0,37.93103448275862,5.666666666666667
C3P2,fitness-number,LM,2,15,0.8333333333333334,15.833333333333334,24.137931034482758,19.09090909090909
C3P2,fitness-number,RM,2,15,0.8333333333333334,15.833333333333334,24.137931034482758,19.09090909090909
C3P2,fitness-number,TN,2,15,0.8333333333333334,15.833333333333334,24.137931034482758,19.09090909090909
C3P2,fitness-number,SN,2,15,0.8333333333333334,15.833333333333334,24.137931034482758,19.09090909090909
C3P2,fitness-number,MinD,2,15,0.8333333333333334,15.833333333333334,24.137931034482758,19.09090909090909
C3P2,fitness-number,MaxD,2,15,0.8333333333333334,15.833333333333334,24.137931034482758,19.09090909090909
C3P2,max-area,LM,9,39,2.1666666666666665,11.166666666666666,34.48275862068966,7.473684210526316
C3P2,max-area,RM,7,38,2.111111111111111,11.222222222222221,44.827586206896555,8.875
C3P2,max-area,TN,8,35,1.9444444444444444,8.055555555555555,41.37931034482759,8.823529411764707
C3P2,max-area,SN,10,49,2.7222222222222223,7.277777777777778,34.48275862068966,7.315789473684211
C3P2,max-area,MinD,9,72,4.0,6.0,37.93103448275862,8.944444444444445
C3P2,max-area,MaxD,10,83,4.611111111111111,5.388888888888889,37.93103448275862,8.055555555555555
C3P3,widest-fit,LM,3,6,0.3333333333333333,9.666666666666666,50.0,6
C3P3,widest-fit,RM,3,5,0.2777777777777778,16.38888888888889,50.0,6
C3P3,widest-fit,TN,6,28,1.5555555555555556,15.11111111111111,42.857142857142854,5.8125
C3P3,widest-fit,SN,6,44,2.4444444444444446,14.222222222222221,39.285714285714285,7
C3P3,widest-fit,MinD,5,13,0.7222222222222222,15.944444444444445,39.285714285714285,6.588235294117647
C3P3,widest-fit,MaxD,6,28,1.5555555555555556,15.11111111111111,42.857142857142854,5.8125
C3P3,first-fit,LM,5,31,1.7222222222222223,11.61111111111111,35.714285714285715,6.333333333333333
C3P3,first-fit,RM,6,41,2.2777777777777777,11.055555555555555,28.571428571428573,6.05
C3P3,first-fit,TN,4,8,0.4444444444444444,9.555555555555555,42.857142857142854,6.5625
C3P3,first-fit,SN,6,39,2.1666666666666665,11.166666666666666,32.142857142857146,6.2631578947368425
C3P3,first-fit,MinD,6,47,2.611111111111111,10.722222222222221,35.714285714285715,6.333333333333333
C3P3,first-fit,MaxD,4,29,1.6111111111111112,8.38888888888889,32.142857142857146,6.894736842105263
C3P3,fitness-number,LM,0,0,0.0,10.0,21.428571428571427,17.318181818181817
C3P3,fitness-number,RM,0,0,0.0,10.0,21.428571428571427,17.318181818181817
C3P3,fitness-number,TN,0,0,0.0,10.0,21.428571428571427,17.318181818181817
C3P3,fitness-number,SN,0,0,0.0,10.0,21.428571428571427,17.318181818181817
C3P3,fitness-number,MinD,0,0,0.0,10.0,21.428571428571427,17.318181818181817
C3P3,fitness-number,MaxD,0,0,0.0,10.0,21.428571428571427,17.318181818181817
C3P3,max-area,LM,6,42,2.3333333333333335,24.333333333333332,21.428571428571427,7.545454545454546
C3P3,max-area,RM,5,40,2.2222222222222223,24.444444444444443,21.428571428571427,7.818181818181818
C3P3,max-area,TN,7,31,1.7222222222222223,24.944444444444443,17.857142857142858,6.826086956521739
C3P3,max-area,SN,5,42,2.3333333333333335,24.333333333333332,21.428571428571427,7.545454545454546
C3P3,max-area,MinD,4,25,1.3888888888888888,25.27777777777778,25.0,7.857142857142857
C3P3,max-area,MaxD,3,16,0.8888888888888888,25.77777777777778,32.142857142857146,7.368421052631579
C4P1,widest-fit,LM,8,28,0.7777777777777778,4.222222222222222,59.183673469387756,4.4
C4P1,widest-fit,RM,10,40,1.1111111111111112,5.555555555555555,63.265306122448976,4.555555555555555
C4P1,widest-fit,TN,9,27,0.75,5.916666666666667,55.10204081632653,4
C4P1,widest-fit,SN,15,90,2.5,5.833333333333333,48.97959183673469,3.76
C4P1,widest-fit,MinD,12,60,1.6666666666666667,8.333333333333334,55.10204081632653,4.2727272727272725
C4P1,widest-fit,MaxD,10,45,1.25,5.416666666666667,55.10204081632653,4.545454545454546
C4P1,first-fit,LM,13,96,2.6666666666666665,4.0,36.734693877551024,4.903225806451613
C4P1,first-fit,RM,14,102,2.8333333333333335,3.8333333333333335,36.734693877551024,4.67741935483871
C4P1,first-fit,TN,7,37,1.0277777777777777,3.9722222222222223,53.06122448979592,4.608695652173913
C4P1,first-fit,SN,13,136,3.7777777777777777,2.888888888888889,42.857142857142854,4.285714285714286
C4P1,first-fit,MinD,16,117,3.25,5.083333333333333,42.857142857142854,4
C4P1,first-fit,MaxD,16,118,3.2777777777777777,3.388888888888889,44.89795918367347,4.148148148148148
C4P1,fitness-number,LM,1,4,0.1111111111111111,6.555555555555555,28.571428571428573,17.65714285714286
C4P1,fitness-number,RM,1,4,0.1111111111111111,6.555555555555555,28.571428571428573,17.65714285714286
C4P1,fitness-number,TN,1,4,0.1111111111111111,6.555555555555555,28.571428571428573,17.65714285714286
C4P1,fitness-number,SN,1,4,0.1111111111111111,6.555555555555555,28.571428571428573,17.65714285714286
C4P1,fitness-number,MinD,1,4,0.1111111111111111,6.555555555555555,28.571428571428573,17.65714285714286
C4P1,fitness-number,MaxD,1,4,0.1111111111111111,6.555555555555555,28.571428571428573,17.65714285714286
C4P1,max-area,LM,11,79,2.1944444444444446,12.805555555555555,44.89795918367347,6.333333333333333
C4P1,max-area,RM,12,81,2.25,9.416666666666666,46.93877551020408,6.3076923076923075
C4P1,max-area,TN,9,58,1.6111111111111112,16.72222222222222,48.97959183673469,6.8
C4P1,max-area,SN,11,101,2.8055555555555554,15.527777777777779,46.93877551020408,6.3076923076923075
C4P1,max-area,MinD,14,113,3.138888888888889,10.194444444444445,36.734693877551024,5.967741935483871
C4P1,max-area,MaxD,9,89,2.4722222222222223,12.527777777777779,53.06122448979592,6.6521739130434785
C4P2,widest-fit,LM,10,65,1.8055555555555556,9.86111111111111,48.97959183673469,5.44
C4P2,widest-fit,RM,11,55,1.5277777777777777,8.472222222222221,46.93877551020408,5.346153846153846
C4P2,widest-fit,TN,10,57,1.5833333333333333,10.083333333333334,65.3061224489796,4.117647058823529
C4P2,widest-fit,SN,6,31,0.8611111111111112,5.805555555555555,53.06122448979592,8.521739130434783
C4P2,widest-fit,MinD,7,37,1.0277777777777777,5.638888888888889,53.06122448979592,6.043478260869565
C4P2,widest-fit,MaxD,12,99,2.75,8.916666666666666,55.10204081632653,3.772727272727273
C4P2,first-fit,LM,12,97,2.6944444444444446,3.9722222222222223,46.93877551020408,5.615384615384615
C4P2,first-fit,RM,12,92,2.5555555555555554,4.111111111111111,44.89795918367347,5.851851851851852
C4P2,first-fit,TN,11,105,2.9166666666666665,5.416666666666667,57.142857142857146,4.428571428571429
C4P2,first-fit,SN,11,123,3.4166666666666665,4.916666666666667,51.02040816326531,5.666666666666667
C4P2,first-fit,MinD,11,115,3.1944444444444446,3.4722222222222223,51.02040816326531,6.333333333333333
C4P2,first-fit,MaxD,16,189,5.25,3.0833333333333335,42.857142857142854,4.392857142857143
C4P2,fitness-number,LM,0,0,0.0,3.3333333333333335,32.6530612244898,16.666666666666668
C4P2,fitness-number,RM,0,0,0.0,3.3333333333333335,32.6530612244898,16.666666666666668
C4P2,fitness-number,TN,0,0,0.0,3.3333333333333335,32.6530612244898,16.666666666666668
C4P2,fitness-number,SN,0,0,0.0,3.3333333333333335,32.6530612244898,16.666666666666668
C4P2,fitness-number,MinD,0,0,0.0,3.3333333333333335,32.6530612244898,16.666666666666668
C4P2,fitness-number,MaxD,0,0,0.0,3.3333333333333335,32.6530612244898,16.666666666666668
C4P2,max-area,LM,9,79,2.1944444444444446,11.13888888888889,59.183673469387756,8.75
C4P2,max-area,RM,11,80,2.2222222222222223,11.11111111111111,48.97959183673469,7
C4P2,max-area,TN,7,28,0.7777777777777778,19.22222222222222,48.97959183673469,6.96
C4P2,max-area,SN,8,81,2.25,12.75,51.02040816326531,7.583333333333333
C4P2,max-area,MinD,9,53,1.4722222222222223,15.194444444444445,53.06122448979592,7.3478260869565215
C4P2,max-area,MaxD,8,28,0.7777777777777778,15.88888888888889,55.10204081632653,7.545454545454546
C4P3,widest-fit,LM,5,23,0.6388888888888888,2.6944444444444446,48.97959183673469,5.72
C4P3,widest-fit,RM,8,38,1.0555555555555556,3.9444444444444446,53.06122448979592,5.6521739130434785
C4P3,widest-fit,TN,4,29,0.8055555555555556,4.194444444444445,48.97959183673469,6.4
C4P3,widest-fit,SN,7,43,1.1944444444444444,3.8055555555555554,51.02040816326531,5.75
C4P3,widest-fit,MinD,8,43,1.1944444444444444,7.138888888888889,51.02040816326531,5.791666666666667
C4P3,widest-fit,MaxD,3,24,0.6666666666666666,4.333333333333333,57.142857142857146,5
C4P3,first-fit,LM,11,65,1.8055555555555556,4.861111111111111,48.97959183673469,4.2
C4P3,first-fit,RM,9,93,2.5833333333333335,4.083333333333333,51.02040816326531,5.041666666666667
C4P3,first-fit,TN,5,30,0.8333333333333334,4.166666666666667,59.183673469387756,4.7
C4P3,first-fit,SN,10,76,2.111111111111111,4.555555555555555,48.97959183673469,5.04
C4P3,first-fit,MinD,13,59,1.6388888888888888,5.027777777777778,42.857142857142854,5.142857142857143
C4P3,first-fit,MaxD,8,43,1.1944444444444444,2.138888888888889,48.97959183673469,3.88
C4P3,fitness-number,LM,2,7,0.19444444444444445,9.805555555555555,22.448979591836736,15.131578947368421
C4P3,fitness-number,RM,2,7,0.19444444444444445,9.805555555555555,22.448979591836736,15.131578947368421
C4P3,fitness-number,TN,2,7,0.19444444444444445,9.805555555555555,22.448979591836736,15.131578947368421
C4P3,fitness-number,SN,2,7,0.19444444444444445,9.805555555555555,22.448979591836736,15.131578947368421
C4P3,fitness-number,MinD,2,7,0.19444444444444445,9.805555555555555,22.448979591836736,15.131578947368421
C4P3,fitness-number,MaxD,2,7,0.19444444444444445,9.805555555555555,22.448979591836736,15.131578947368421
C4P3,max-area,LM,7,46,1.2777777777777777,17.055555555555557,51.02040816326531,6.291666666666667
C4P3,max-area,RM,4,17,0.4722222222222222,14.527777777777779,51.02040816326531,6.333333333333333
C4P3,max-area,TN,4,10,0.2777777777777778,14.722222222222221,44.89795918367347,7.037037037037037
C4P3,max-area,SN,11,93,2.5833333333333335,17.416666666666668,44.89795918367347,6.074074074074074
C4P3,max-area,MinD,10,82,2.2777777777777777,11.055555555555555,42.857142857142854,6.142857142857143
C4P3,max-area,MaxD,8,38,1.0555555555555556,13.944444444444445,51.02040816326531,6.25
C5P1,widest-fit,LM,19,104,1.9259259259259258,2.5185185185185186,53.42465753424658,3.7058823529411766
C5P1,widest-fit,RM,13,73,1.3518518518518519,1.9814814814814814,63.013698630136986,3.962962962962963
C5P1,widest-fit,TN,14,54,1.0,2.3333333333333335,57.534246575342465,3.870967741935484
C5P1,widest-fit,SN,9,90,1.6666666666666667,2.7777777777777777,64.38356164383562,5.153846153846154
C5P1,widest-fit,MinD,15,88,1.6296296296296295,2.814814814814815,56.16438356164384,4.75
C5P1,widest-fit,MaxD,10,40,0.7407407407407407,1.4814814814814814,60.273972602739725,3.9655172413793105
C5P1,first-fit,LM,13,101,1.8703703703703705,2.574074074074074,58.9041095890411,3.6333333333333333
C5P1,first-fit,RM,13,101,1.8703703703703705,2.574074074074074,58.9041095890411,3.6333333333333333
C5P1,first-fit,TN,15,72,1.3333333333333333,3.111111111111111,56.16438356164384,3.96875
C5P1,first-fit,SN,20,174,3.2222222222222223,3.4444444444444446,50.68493150684932,3.9722222222222223
C5P1,first-fit,MinD,16,86,1.5925925925925926,2.8518518518518516,57.534246575342465,4.838709677419355
C5P1,first-fit,MaxD,20,157,2.9074074074074074,1.537037037037037,53.42465753424658,3.735294117647059
C5P1,fitness-number,LM,1,3,0.05555555555555555,4.388888888888889,21.91780821917808,21.49122807017544
C5P1,fitness-number,RM,1,3,0.05555555555555555,4.388888888888889,21.91780821917808,21.49122807017544
C5P1,fitness-number,TN,1,3,0.05555555555555555,4.388888888888889,21.91780821917808,21.49122807017544
C5P1,fitness-number,SN,1,3,0.05555555555555555,4.388888888888889,21.91780821917808,21.49122807017544
C5P1,fitness-number,MinD,1,3,0.05555555555555555,4.388888888888889,21.91780821917808,21.49122807017544
C5P1,fitness-number,MaxD,1,3,0.05555555555555555,4.388888888888889,21.91780821917808,21.49122807017544
C5P1,max-area,LM,23,244,4.518518518518518,6.592592592592593,50.68493150684932,5.25
C5P1,max-area,RM,25,264,4.888888888888889,5.111111111111111,43.83561643835616,6.804878048780488
C5P1,max-area,TN,24,242,4.481481481481482,6.62962962962963,50.68493150684932,4.888888888888889
C5P1,max-area,SN,20,219,4.055555555555555,3.7222222222222223,53.42465753424658,5.088235294117647
C5P1,max-area,MinD,23,259,4.796296296296297,6.314814814814815,49.31506849315068,5.027027027027027
C5P1,max-area,MaxD,13,89,1.6481481481481481,2.7962962962962963,58.9041095890411,5.8
C5P2,widest-fit,LM,4,11,0.2037037037037037,3.1296296296296298,67.12328767123287,4.333333333333333
C5P2,widest-fit,RM,6,56,1.037037037037037,4.518518518518518,72.6027397260274,3.5
C5P2,widest-fit,TN,4,13,0.24074074074074073,1.9814814814814814,68.4931506849315,4.391304347826087
C5P2,widest-fit,SN,14,147,2.7222222222222223,3.9444444444444446,67.12328767123287,3.5833333333333335
C5P2,widest-fit,MinD,13,82,1.5185185185185186,4.037037037037037,56.16438356164384,4.6875
C5P2,widest-fit,MaxD,5,15,0.2777777777777778,1.9444444444444444,67.12328767123287,4.875
