instance,selection,placement,raises,buried_area,buried_pct,top_waste_pct,exact_fill_pct,mean_residual
N4B,fitness-number,SN,8,266,0.665,9.335,32.6530612244898,32.09090909090909
N4B,fitness-number,MinD,8,266,0.665,9.335,32.6530612244898,32.09090909090909
N4B,fitness-number,MaxD,8,266,0.665,9.335,32.6530612244898,32.09090909090909
N4B,max-area,LM,22,2029,5.0725,15.4275,36.734693877551024,13.225806451612904
N4B,max-area,RM,23,1773,4.4325,15.0675,34.69387755102041,12.09375
N4B,max-area,TN,21,1694,4.235,13.265,36.734693877551024,12.451612903225806
N4B,max-area,SN,22,2407,6.0175,13.9825,34.69387755102041,13.46875
N4B,max-area,MinD,17,919,2.2975,16.7025,44.89795918367347,13.666666666666666
N4B,max-area,MaxD,17,1725,4.3125,15.6875,42.857142857142854,13.071428571428571
N4C,widest-fit,LM,23,826,2.065,9.935,36.734693877551024,8.806451612903226
N4C,widest-fit,RM,23,682,1.705,14.795,34.69387755102041,10.4375
N4C,widest-fit,TN,18,367,0.9175,4.5825,36.734693877551024,8.64516129032258
N4C,widest-fit,SN,27,1600,4.0,10.0,28.571428571428573,8.028571428571428
N4C,widest-fit,MinD,26,1207,3.0175,9.9825,32.6530612244898,8.303030303030303
N4C,widest-fit,MaxD,25,1078,2.695,7.305,28.571428571428573,7.885714285714286
N4C,first-fit,LM,26,1546,3.865,4.135,22.448979591836736,11.526315789473685
N4C,first-fit,RM,23,1050,2.625,2.375,28.571428571428573,12.057142857142857
N4C,first-fit,TN,25,893,2.2325,5.2675,26.53061224489796,10.833333333333334
N4C,first-fit,SN,28,2127,5.3175,8.1825,22.448979591836736,12.236842105263158
N4C,first-fit,MinD,27,1564,3.91,3.09,18.367346938775512,11.825
N4C,first-fit,MaxD,28,1906,4.765,7.735,26.53061224489796,11.11111111111111
N4C,fitness-number,LM,10,567,1.4175,7.5825,30.612244897959183,34.470588235294116
N4C,fitness-number,RM,10,567,1.4175,7.5825,30.612244897959183,34.470588235294116
N4C,fitness-number,TN,10,567,1.4175,7.5825,30.612244897959183,34.470588235294116
N4C,fitness-number,SN,10,567,1.4175,7.5825,30.612244897959183,34.470588235294116
N4C,fitness-number,MinD,10,567,1.4175,7.5825,30.612244897959183,34.470588235294116
N4C,fitness-number,MaxD,10,567,1.4175,7.5825,30.612244897959183,34.470588235294116
N4C,max-area,LM,14,538,1.345,18.155,36.734693877551024,17.548387096774192
N4C,max-area,RM,13,432,1.08,18.42,32.6530612244898,18.12121212121212
N4C,max-area,TN,18,686,1.715,19.285,24.489795918367346,16.37837837837838
N4C,max-area,SN,19,1070,2.675,12.325,30.612244897959183,16.11764705882353
N4C,max-area,MinD,18,803,2.0075,13.4925,26.53061224489796,15.61111111111111
N4C,max-area,MaxD,20,1009,2.5225,14.9775,20.408163265306122,15.666666666666666
N4D,widest-fit,LM,22,417,1.0425,4.9575,34.69387755102041,10.5
N4D,widest-fit,RM,22,417,1.0425,4.9575,34.69387755102041,10.5
N4D,widest-fit,TN,29,1030,2.575,2.425,24.489795918367346,8.08108108108108
N4D,widest-fit,SN,28,1710,4.275,5.725,30.612244897959183,7.823529411764706
N4D,widest-fit,MinD,20,459,1.1475,2.8525,28.571428571428573,11.628571428571428
N4D,widest-fit,MaxD,20,446,1.115,2.385,32.6530612244898,8.727272727272727
N4D,first-fit,LM,30,1581,3.9525,8.5475,24.489795918367346,12.243243243243244
N4D,first-fit,RM,32,1634,4.085,6.915,18.367346938775512,10.025
N4D,first-fit,TN,30,1338,3.345,8.655,22.448979591836736,10.81578947368421
N4D,first-fit,SN,28,1975,4.9375,6.5625,26.53061224489796,10.88888888888889
N4D,first-fit,MinD,30,1523,3.8075,4.6925,22.448979591836736,9.894736842105264
N4D,first-fit,MaxD,27,1701,4.2525,7.7475,28.571428571428573,11.571428571428571
N4D,fitness-number,LM,12,1240,3.1,14.4,32.6530612244898,25.03030303030303
N4D,fitness-number,RM,12,1240,3.1,14.4,32.6530612244898,25.03030303030303
N4D,fitness-number,TN,12,1240,3.1,14.4,32.6530612244898,25.03030303030303
N4D,fitness-number,SN,12,1240,3.1,14.4,32.6530612244898,25.03030303030303
N4D,fitness-number,MinD,12,1240,3.1,14.4,32.6530612244898,25.03030303030303
N4D,fitness-number,MaxD,12,1240,3.1,14.4,32.6530612244898,25.03030303030303
N4D,max-area,LM,23,1045,2.6125,13.3875,24.489795918367346,14.486486486486486
N4D,max-area,RM,24,1059,2.6475,13.3525,22.448979591836736,14.263157894736842
N4D,max-area,TN,25,1203,3.0075,12.9925,24.489795918367346,14.432432432432432
N4D,max-area,SN,24,1771,4.4275,11.5725,26.53061224489796,15.083333333333334
N4D,max-area,MinD,24,1167,2.9175,13.0825,24.489795918367346,14.513513513513514
N4D,max-area,MaxD,20,1020,2.55,13.45,30.612244897959183,16.41176470588235
N4E,widest-fit,LM,17,648,1.62,6.38,40.816326530612244,13.689655172413794
N4E,widest-fit,RM,17,648,1.62,6.38,40.816326530612244,13.689655172413794
N4E,widest-fit,TN,19,561,1.4025,4.0975,38.775510204081634,11.166666666666666
N4E,widest-fit,SN,24,1518,3.795,6.705,32.6530612244898,10.424242424242424
N4E,widest-fit,MinD,20,586,1.465,9.035,40.816326530612244,10.10344827586207
N4E,widest-fit,MaxD,22,910,2.275,5.225,32.6530612244898,10.787878787878787
N4E,first-fit,LM,26,2019,5.0475,13.9525,30.612244897959183,10.470588235294118
N4E,first-fit,RM,26,2060,5.15,13.85,30.612244897959183,10.676470588235293
N4E,first-fit,TN,27,1436,3.59,10.41,28.571428571428573,10.114285714285714
N4E,first-fit,SN,32,3248,8.12,4.38,14.285714285714286,10.071428571428571
N4E,first-fit,MinD,26,1531,3.8275,9.1725,26.53061224489796,9.833333333333334
N4E,first-fit,MaxD,28,2449,6.1225,5.8775,20.408163265306122,9.76923076923077
N4E,fitness-number,LM,12,479,1.1975,12.8025,34.69387755102041,26.875
N4E,fitness-number,RM,12,479,1.1975,12.8025,34.69387755102041,26.875
N4E,fitness-number,TN,12,479,1.1975,12.8025,34.69387755102041,26.875
N4E,fitness-number,SN,12,479,1.1975,12.8025,34.69387755102041,26.875
N4E,fitness-number,MinD,12,479,1.1975,12.8025,34.69387755102041,26.875
N4E,fitness-number,MaxD,12,479,1.1975,12.8025,34.69387755102041,26.875
N4E,max-area,LM,16,695,1.7375,13.2625,36.734693877551024,13.161290322580646
N4E,max-area,RM,15,653,1.6325,13.3675,36.734693877551024,12.32258064516129
N4E,max-area,TN,19,717,1.7925,12.7075,30.612244897959183,11.235294117647058
N4E,max-area,SN,19,1063,2.6575,11.8425,34.69387755102041,11.90625
N4E,max-area,MinD,21,951,2.3775,10.6225,32.6530612244898,11
N4E,max-area,MaxD,16,975,2.4375,11.5625,36.734693877551024,12.935483870967742
N5A,widest-fit,LM,28,1019,2.5475,3.9525,46.57534246575342,7.615384615384615
N5A,widest-fit,RM,28,1019,2.5475,3.9525,46.57534246575342,7.615384615384615
N5A,widest-fit,TN,26,595,1.4875,5.0125,49.31506849315068,7.324324324324325
N5A,widest-fit,SN,27,882,2.205,6.795,46.57534246575342,8.153846153846153
N5A,widest-fit,MinD,28,673,1.6825,9.3175,46.57534246575342,9
N5A,widest-fit,MaxD,31,1598,3.995,10.005,46.57534246575342,7.17948717948718
N5A,first-fit,LM,33,1514,3.785,6.715,41.0958904109589,10.30232558139535
N5A,first-fit,RM,34,1200,3.0,3.5,39.726027397260275,10.090909090909092
N5A,first-fit,TN,42,915,2.2875,4.7125,30.136986301369863,9.450980392156863
N5A,first-fit,SN,37,1642,4.105,5.895,36.986301369863014,9.695652173913043
N5A,first-fit,MinD,46,2248,5.62,5.38,26.027397260273972,9.537037037037036
N5A,first-fit,MaxD,39,1976,4.94,12.56,35.61643835616438,9.76595744680851
N5A,fitness-number,LM,7,266,0.665,8.835,27.397260273972602,44.9622641509434
N5A,fitness-number,RM,7,266,0.665,8.835,27.397260273972602,44.9622641509434
N5A,fitness-number,TN,7,266,0.665,8.835,27.397260273972602,44.9622641509434
N5A,fitness-number,SN,7,266,0.665,8.835,27.397260273972602,44.9622641509434
N5A,fitness-number,MinD,7,266,0.665,8.835,27.397260273972602,44.9622641509434
N5A,fitness-number,MaxD,7,266,0.665,8.835,27.397260273972602,44.9622641509434
N5A,max-area,LM,20,375,0.9375,11.0625,50.68493150684932,10.11111111111111
N5A,max-area,RM,20,414,1.035,10.965,50.68493150684932,10.11111111111111
N5A,max-area,TN,12,111,0.2775,11.7225,56.16438356164384,10.96875
N5A,max-area,SN,20,802,2.005,6.995,47.945205479452056,9.473684210526315
N5A,max-area,MinD,18,527,1.3175,7.6825,53.42465753424658,9.941176470588236
N5A,max-area,MaxD,23,717,1.7925,10.2075,41.0958904109589,9.511627906976743
N5B,widest-fit,LM,21,562,1.405,6.095,53.42465753424658,10.676470588235293
N5B,widest-fit,RM,21,562,1.405,6.095,53.42465753424658,10.676470588235293
N5B,widest-fit,TN,33,474,1.185,2.315,36.986301369863014,8.130434782608695
N5B,widest-fit,SN,28,1038,2.595,3.405,35.61643835616438,13.446808510638299
N5B,widest-fit,MinD,27,964,2.41,5.09,46.57534246575342,8.794871794871796
N5B,widest-fit,MaxD,33,811,2.0275,1.9725,36.986301369863014,7.239130434782608
N5B,first-fit,LM,37,1178,2.945,4.055,34.24657534246575,7.770833333333333
N5B,first-fit,RM,35,1058,2.645,2.355,36.986301369863014,8.130434782608695
N5B,first-fit,TN,40,1309,3.2725,3.2275,26.027397260273972,8.407407407407407
N5B,first-fit,SN,35,1861,4.6525,2.8475,36.986301369863014,8.08695652173913
N5B,first-fit,MinD,37,1510,3.775,3.725,36.986301369863014,8.23913043478261
N5B,first-fit,MaxD,35,1409,3.5225,1.9775,30.136986301369863,8.254901960784315
N5B,fitness-number,LM,8,162,0.405,5.095,35.61643835616438,35.276595744680854
N5B,fitness-number,RM,8,162,0.405,5.095,35.61643835616438,35.276595744680854
N5B,fitness-number,TN,8,162,0.405,5.095,35.61643835616438,35.276595744680854
N5B,fitness-number,SN,8,162,0.405,5.095,35.61643835616438,35.276595744680854
N5B,fitness-number,MinD,8,162,0.405,5.095,35.61643835616438,35.276595744680854
N5B,fitness-number,MaxD,8,162,0.405,5.095,35.61643835616438,35.276595744680854
N5B,max-area,LM,24,789,1.9725,17.5275,41.0958904109589,11.651162790697674
N5B,max-area,RM,24,526,1.315,18.185,39.726027397260275,11.431818181818182
N5B,max-area,TN,26,627,1.5675,10.4325,38.35616438356164,11.044444444444444
N5B,max-area,SN,28,1366,3.415,12.585,39.726027397260275,10.840909090909092
N5B,max-area,MinD,26,705,1.7625,12.7375,38.35616438356164,11.28888888888889
N5B,max-area,MaxD,22,902,2.255,13.745,46.57534246575342,11.743589743589743
N5C,widest-fit,LM,26,929,2.3225,6.6775,47.945205479452056,9.368421052631579
N5C,widest-fit,RM,28,772,1.93,6.57,45.205479452054796,9.225
N5C,widest-fit,TN,21,494,1.235,7.765,52.054794520547944,8.82857142857143
N5C,widest-fit,SN,31,1091,2.7275,9.2725,41.0958904109589,6.953488372093023
N5C,widest-fit,MinD,29,1055,2.6375,7.3625,42.465753424657535,7.190476190476191
N5C,widest-fit,MaxD,24,692,1.73,2.77,43.83561643835616,7.7073170731707314
N5C,first-fit,LM,30,756,1.89,5.11,43.83561643835616,7.975609756097561
N5C,first-fit,RM,31,1216,3.04,2.46,43.83561643835616,8.585365853658537
N5C,first-fit,TN,37,799,1.9975,6.0025,34.24657534246575,7
N5C,first-fit,SN,38,1956,4.89,7.61,38.35616438356164,6.933333333333334
N5C,first-fit,MinD,35,1488,3.72,7.28,39.726027397260275,7.613636363636363
N5C,first-fit,MaxD,38,1616,4.04,3.96,30.136986301369863,7.137254901960785
N5C,fitness-number,LM,9,149,0.3725,6.6275,32.87671232876713,31.06122448979592
N5C,fitness-number,RM,9,149,0.3725,6.6275,32.87671232876713,31.06122448979592
N5C,fitness-number,TN,9,149,0.3725,6.6275,32.87671232876713,31.06122448979592
N5C,fitness-number,SN,9,149,0.3725,6.6275,32.87671232876713,31.06122448979592
N5C,fitness-number,MinD,9,149,0.3725,6.6275,32.87671232876713,31.06122448979592
N5C,fitness-number,MaxD,9,149,0.3725,6.6275,32.87671232876713,31.06122448979592
N5C,max-area,LM,25,1201,3.0025,8.9975,42.465753424657535,14.095238095238095
N5C,max-area,RM,26,1334,3.335,8.665,42.465753424657535,14.023809523809524
N5C,max-area,TN,24,944,2.36,16.14,39.726027397260275,14.522727272727273
N5C,max-area,SN,25,1581,3.9525,15.5475,42.465753424657535,14.857142857142858
N5C,max-area,MinD,27,1063,2.6575,16.3425,36.986301369863014,13.978260869565217
N5C,max-area,MaxD,32,2071,5.1775,15.3225,34.24657534246575,13.75
N5D,widest-fit,LM,32,756,1.89,6.61,41.0958904109589,7.093023255813954
N5D,widest-fit,RM,34,1336,3.34,5.16,38.35616438356164,7.488888888888889
N5D,widest-fit,TN,28,698,1.745,7.255,45.205479452054796,7.6
N5D,widest-fit,SN,37,1463,3.6575,7.3425,35.61643835616438,6.76595744680851
N5D,widest-fit,MinD,35,1285,3.2125,5.7875,34.24657534246575,7.354166666666667
N5D,widest-fit,MaxD,37,1935,4.8375,7.1625,36.986301369863014,7.3478260869565215
N5D,first-fit,LM,41,1761,4.4025,3.5975,28.767123287671232,7.634615384615385
N5D,first-fit,RM,37,1679,4.1975,4.3025,32.87671232876713,7.591836734693878
N5D,first-fit,TN,42,1098,2.745,4.755,26.027397260273972,7.092592592592593
N5D,first-fit,SN,43,2766,6.915,4.085,23.28767123287671,7.482142857142857
N5D,first-fit,MinD,37,2072,5.18,3.32,30.136986301369863,8.156862745098039
N5D,first-fit,MaxD,40,2303,5.7575,4.7425,32.87671232876713,7.795918367346939
N5D,fitness-number,LM,15,934,2.335,6.165,35.61643835616438,32.38297872340426
N5D,fitness-number,RM,15,934,2.335,6.165,35.61643835616438,32.38297872340426
N5D,fitness-number,TN,15,934,2.335,6.165,35.61643835616438,32.38297872340426
N5D,fitness-number,SN,15,934,2.335,6.165,35.61643835616438,32.38297872340426
N5D,fitness-number,MinD,15,934,2.335,6.165,35.61643835616438,32.38297872340426
N5D,fitness-number,MaxD,15,934,2.335,6.165,35.61643835616438,32.38297872340426
N5D,max-area,LM,24,985,2.4625,9.5375,41.0958904109589,13.093023255813954
N5D,max-area,RM,25,1004,2.51,9.49,39.726027397260275,12.818181818181818
N5D,max-area,TN,31,991,2.4775,8.0225,31.506849315068493,12.42
N5D,max-area,SN,32,1416,3.54,6.46,34.24657534246575,11.791666666666666
N5D,max-area,MinD,26,795,1.9875,9.0125,38.35616438356164,13.422222222222222
N5D,max-area,MaxD,29,1386,3.465,10.035,32.87671232876713,12.857142857142858
N5E,widest-fit,LM,28,954,2.385,9.615,47.945205479452056,6.7631578947368425
N5E,widest-fit,RM,25,533,1.3325,4.1675,50.68493150684932,6.944444444444445
N5E,widest-fit,TN,28,515,1.2875,7.2125,46.57534246575342,6.948717948717949
N5E,widest-fit,SN,31,883,2.2075,6.7925,41.0958904109589,6.046511627906977
N5E,widest-fit,MinD,24,792,1.98,7.52,53.42465753424658,7.764705882352941
N5E,widest-fit,MaxD,21,431,1.0775,5.9225,53.42465753424658,7.352941176470588
N5E,first-fit,LM,40,1688,4.22,10.78,35.61643835616438,9.404255319148936
N5E,first-fit,RM,35,1230,3.075,8.425,36.986301369863014,9.108695652173912
N5E,first-fit,TN,37,1337,3.3425,10.6575,38.35616438356164,9.577777777777778
N5E,first-fit,SN,42,2590,6.475,12.025,31.506849315068493,8.3
N5E,first-fit,MinD,38,1658,4.145,4.855,32.87671232876713,9.918367346938776
N5E,first-fit,MaxD,34,1508,3.77,10.73,38.35616438356164,9.422222222222222
N5E,fitness-number,LM,11,299,0.7475,6.7525,24.65753424657534,42.70909090909091
N5E,fitness-number,RM,11,299,0.7475,6.7525,24.65753424657534,42.70909090909091
N5E,fitness-number,TN,11,299,0.7475,6.7525,24.65753424657534,42.70909090909091
N5E,fitness-number,SN,11,299,0.7475,6.7525,24.65753424657534,42.70909090909091
N5E,fitness-number,MinD,11,299,0.7475,6.7525,24.65753424657534,42.70909090909091
N5E,fitness-number,MaxD,11,299,0.7475,6.7525,24.65753424657534,42.70909090909091
N5E,max-area,LM,16,392,0.98,7.02,49.31506849315068,10.405405405405405
N5E,max-area,RM,18,630,1.575,9.425,45.205479452054796,12.025
N5E,max-area,TN,16,281,0.7025,10.7975,49.31506849315068,10.945945945945946
N5E,max-area,SN,19,708,1.77,9.23,41.0958904109589,12.744186046511627
N5E,max-area,MinD,19,442,1.105,14.395,43.83561643835616,11.878048780487806
N5E,max-area,MaxD,16,442,1.105,10.395,45.205479452054796,11.3
N6A,widest-fit,LM,29,461,1.1525,6.3475,53.608247422680414,6.8
N6A,widest-fit,RM,33,787,1.9675,5.0325,51.54639175257732,6.553191489361702
N6A,widest-fit,TN,23,315,0.7875,4.7125,54.63917525773196,7.75
N6A,widest-fit,SN,28,593,1.4825,3.5175,53.608247422680414,8.088888888888889
N6A,widest-fit,MinD,28,565,1.4125,9.5875,54.63917525773196,7.340909090909091
N6A,widest-fit,MaxD,33,647,1.6175,9.3825,46.391752577319586,6.634615384615385
N6A,first-fit,LM,43,1238,3.095,5.905,40.20618556701031,9.862068965517242
N6A,first-fit,RM,40,1391,3.4775,6.0225,43.29896907216495,10.6
N6A,first-fit,TN,32,575,1.4375,4.0625,49.48453608247423,11.183673469387756
N6A,first-fit,SN,40,1849,4.6225,2.3775,41.23711340206186,10.43859649122807
N6A,first-fit,MinD,43,1140,2.85,6.65,41.23711340206186,9.929824561403509
N6A,first-fit,MaxD,39,1619,4.0475,4.4525,43.29896907216495,10.745454545454546
N6A,fitness-number,LM,5,164,0.41,11.59,32.98969072164948,47.55384615384615
N6A,fitness-number,RM,5,164,0.41,11.59,32.98969072164948,47.55384615384615
N6A,fitness-number,TN,5,164,0.41,11.59,32.98969072164948,47.55384615384615
N6A,fitness-number,SN,5,164,0.41,11.59,32.98969072164948,47.55384615384615
N6A,fitness-number,MinD,5,164,0.41,11.59,32.98969072164948,47.55384615384615
N6A,fitness-number,MaxD,5,164,0.41,11.59,32.98969072164948,47.55384615384615
N6A,max-area,LM,27,567,1.4175,14.5825,53.608247422680414,10.911111111111111
N6A,max-area,RM,29,1055,2.6375,13.3625,49.48453608247423,10.612244897959183
N6A,max-area,TN,24,446,1.115,9.885,54.63917525773196,10.272727272727273
N6A,max-area,SN,29,1468,3.67,8.33,52.577319587628864,10.021739130434783
N6A,max-area,MinD,30,1428,3.57,7.43,48.45360824742268,9.96
N6A,max-area,MaxD,33,1243,3.1075,12.8925,46.391752577319586,9.98076923076923
N6B,widest-fit,LM,30,637,1.5925,5.9075,53.608247422680414,7.044444444444444
N6B,widest-fit,RM,29,640,1.6,3.4,52.577319587628864,7.891304347826087
N6B,widest-fit,TN,32,526,1.315,5.185,50.51546391752577,7.166666666666667
N6B,widest-fit,SN,36,1090,2.725,2.775,50.51546391752577,7.145833333333333
N6B,widest-fit,MinD,29,771,1.9275,5.0725,56.70103092783505,7.571428571428571
N6B,widest-fit,MaxD,29,517,1.2925,7.2075,55.670103092783506,7.558139534883721
N6B,first-fit,LM,38,788,1.97,4.53,50.51546391752577,8.4375
N6B,first-fit,RM,40,1045,2.6125,3.3875,46.391752577319586,8.865384615384615
N6B,first-fit,TN,33,487,1.2175,6.7825,51.54639175257732,8.638297872340425
N6B,first-fit,SN,39,1734,4.335,3.165,45.36082474226804,8.660377358490566
N6B,first-fit,MinD,40,854,2.135,4.865,48.45360824742268,8.3
N6B,first-fit,MaxD,35,744,1.86,8.14,47.422680412371136,8.509803921568627
N6B,fitness-number,LM,8,139,0.3475,2.6525,26.804123711340207,42.478873239436616
N6B,fitness-number,RM,8,139,0.3475,2.6525,26.804123711340207,42.478873239436616
N6B,fitness-number,TN,8,139,0.3475,2.6525,26.804123711340207,42.478873239436616
N6B,fitness-number,SN,8,139,0.3475,2.6525,26.804123711340207,42.478873239436616
N6B,fitness-number,MinD,8,139,0.3475,2.6525,26.804123711340207,42.478873239436616
N6B,fitness-number,MaxD,8,139,0.3475,2.6525,26.804123711340207,42.478873239436616
N6B,max-area,LM,27,514,1.285,10.715,46.391752577319586,11.326923076923077
N6B,max-area,RM,24,738,1.845,10.155,52.577319587628864,12.73913043478261
N6B,max-area,TN,27,392,0.98,11.02,50.51546391752577,11.5
N6B,max-area,SN,26,879,2.1975,14.8025,51.54639175257732,12.893617021276595
N6B,max-area,MinD,23,464,1.16,16.34,51.54639175257732,12.382978723404255
N6B,max-area,MaxD,27,501,1.2525,16.7475,50.51546391752577,11
N6C,widest-fit,LM,37,918,2.295,7.705,48.45360824742268,6.34
N6C,widest-fit,RM,31,696,1.74,7.76,50.51546391752577,6.833333333333333
N6C,widest-fit,TN,36,628,1.57,4.93,45.36082474226804,6.660377358490566
N6C,widest-fit,SN,38,1020,2.55,4.95,44.329896907216494,5.925925925925926
N6C,widest-fit,MinD,22,419,1.0475,5.9525,57.7319587628866,7.804878048780488
N6C,widest-fit,MaxD,32,494,1.235,3.265,48.45360824742268,6.84
N6C,first-fit,LM,38,1614,4.035,1.965,47.422680412371136,9.07843137254902
N6C,first-fit,RM,39,1350,3.375,4.125,46.391752577319586,8.788461538461538
N6C,first-fit,TN,35,859,2.1475,3.3525,47.422680412371136,9.980392156862745
N6C,first-fit,SN,34,1282,3.205,5.295,50.51546391752577,9.5625
N6C,first-fit,MinD,28,862,2.155,2.845,56.70103092783505,10.452380952380953
N6C,first-fit,MaxD,31,1259,3.1475,2.3525,55.670103092783506,9.720930232558139
N6C,fitness-number,LM,5,31,0.0775,4.9225,24.742268041237114,44.06849315068493
N6C,fitness-number,RM,5,31,0.0775,4.9225,24.742268041237114,44.06849315068493
N6C,fitness-number,TN,5,31,0.0775,4.9225,24.742268041237114,44.06849315068493
N6C,fitness-number,SN,5,31,0.0775,4.9225,24.742268041237114,44.06849315068493
N6C,fitness-number,MinD,5,31,0.0775,4.9225,24.742268041237114,44.06849315068493
N6C,fitness-number,MaxD,5,31,0.0775,4.9225,24.742268041237114,44.06849315068493
N6C,max-area,LM,21,344,0.86,9.14,46.391752577319586,10.73076923076923
N6C,max-area,RM,23,465,1.1625,11.3375,48.45360824742268,9.42
N6C,max-area,TN,19,299,0.7475,6.2525,48.45360824742268,10.86
N6C,max-area,SN,24,939,2.3475,18.6525,47.422680412371136,10.333333333333334
N6C,max-area,MinD,29,701,1.7525,19.2475,46.391752577319586,9.884615384615385
N6C,max-area,MaxD,21,712,1.78,6.72,49.48453608247423,11.183673469387756
N6D,widest-fit,LM,23,453,1.1325,2.3675,55.670103092783506,8.581395348837209
N6D,widest-fit,RM,25,453,1.1325,3.8675,54.63917525773196,8.75
N6D,widest-fit,TN,19,256,0.64,2.36,58.76288659793814,9.85
N6D,widest-fit,SN,21,496,1.24,2.26,54.63917525773196,9.181818181818182
N6D,widest-fit,MinD,27,420,1.05,3.95,54.63917525773196,7.954545454545454
N6D,widest-fit,MaxD,21,436,1.09,3.41,58.76288659793814,8.05
N6D,first-fit,LM,40,1212,3.03,5.47,43.29896907216495,6.909090909090909
N6D,first-fit,RM,45,1404,3.51,6.49,41.23711340206186,6.87719298245614
N6D,first-fit,TN,36,1073,2.6825,5.3175,50.51546391752577,7.958333333333333
N6D,first-fit,SN,45,2503,6.2575,4.2425,42.2680412371134,7.5
N6D,first-fit,MinD,43,1272,3.18,4.32,44.329896907216494,7.574074074074074
N6D,first-fit,MaxD,42,2086,5.215,4.785,46.391752577319586,7.480769230769231
N6D,fitness-number,LM,8,93,0.2325,6.7675,36.08247422680412,31.967741935483872
N6D,fitness-number,RM,8,93,0.2325,6.7675,36.08247422680412,31.967741935483872
N6D,fitness-number,TN,8,93,0.2325,6.7675,36.08247422680412,31.967741935483872
N6D,fitness-number,SN,8,93,0.2325,6.7675,36.08247422680412,31.967741935483872
N6D,fitness-number,MinD,8,93,0.2325,6.7675,36.08247422680412,31.967741935483872
N6D,fitness-number,MaxD,8,93,0.2325,6.7675,36.08247422680412,31.967741935483872
N6D,max-area,LM,32,1569,3.9225,10.0775,41.23711340206186,11.175438596491228
N6D,max-area,RM,34,1674,4.185,4.815,43.29896907216495,10.49090909090909
N6D,max-area,TN,35,1233,3.0825,12.4175,41.23711340206186,10.210526315789474
N6D,max-area,SN,36,1767,4.4175,20.0825,40.20618556701031,10.482758620689655
N6D,max-area,MinD,35,1850,4.625,6.375,42.2680412371134,10.357142857142858
N6D,max-area,MaxD,37,1680,4.2,10.8,40.20618556701031,9.689655172413794
N6E,widest-fit,LM,25,610,1.525,6.975,55.670103092783506,7.604651162790698
N6E,widest-fit,RM,27,622,1.555,6.945,55.670103092783506,7.953488372093023
N6E,widest-fit,TN,20,293,0.7325,5.2675,57.7319587628866,8.487804878048781
N6E,widest-fit,SN,32,880,2.2,4.3,50.51546391752577,6.833333333333333
N6E,widest-fit,MinD,26,706,1.765,6.735,53.608247422680414,7.555555555555555
N6E,widest-fit,MaxD,30,507,1.2675,7.2325,50.51546391752577,6.875
N6E,first-fit,LM,41,935,2.3375,7.1625,44.329896907216494,8.87037037037037
N6E,first-fit,RM,50,1388,3.47,6.03,36.08247422680412,7.419354838709677
N6E,first-fit,TN,40,795,1.9875,6.5125,47.422680412371136,8.96078431372549
N6E,first-fit,SN,44,1475,3.6875,6.8125,38.144329896907216,8.25
N6E,first-fit,MinD,43,1660,4.15,5.85,44.329896907216494,9.351851851851851
N6E,first-fit,MaxD,37,1186,2.965,7.535,40.20618556701031,8.293103448275861
N6E,fitness-number,LM,4,47,0.1175,13.3825,26.804123711340207,52.647887323943664
N6E,fitness-number,RM,4,47,0.1175,13.3825,26.804123711340207,52.647887323943664
N6E,fitness-number,TN,4,47,0.1175,13.3825,26.804123711340207,52.647887323943664
N6E,fitness-number,SN,4,47,0.1175,13.3825,26.804123711340207,52.647887323943664
N6E,fitness-number,MinD,4,47,0.1175,13.3825,26.804123711340207,52.647887323943664
N6E,fitness-number,MaxD,4,47,0.1175,13.3825,26.804123711340207,52.647887323943664
N6E,max-area,LM,38,1194,2.985,3.015,45.36082474226804,11.075471698113208
N6E,max-area,RM,31,734,1.835,20.665,50.51546391752577,10.9375
N6E,max-area,TN,23,495,1.2375,4.7625,53.608247422680414,14.022222222222222
N6E,max-area,SN,30,771,1.9275,9.5725,50.51546391752577,11.854166666666666
N6E,max-area,MinD,20,314,0.785,7.215,56.70103092783505,13.166666666666666
N6E,max-area,MaxD,26,714,1.785,5.715,55.670103092783506,13.627906976744185
N7A,widest-fit,LM,29,241,0.6025,1.8975,68.02030456852792,7.238095238095238
N7A,widest-fit,RM,29,145,0.3625,3.6375,67.00507614213198,7.030769230769231
N7A,widest-fit,TN,19,107,0.2675,3.2325,68.02030456852792,6.73015873015873
N7A,widest-fit,SN,21,148,0.37,1.13,66.49746192893402,7.212121212121212
N7A,widest-fit,MinD,32,268,0.67,2.33,63.95939086294416,6.690140845070423
N7A,widest-fit,MaxD,21,200,0.5,3.0,70.05076142131979,6.864406779661017
N7A,first-fit,LM,48,1163,2.9075,2.0925,61.421319796954315,6.881578947368421
N7A,first-fit,RM,50,738,1.845,3.155,60.91370558375635,5.8441558441558445
N7A,first-fit,TN,54,776,1.94,3.06,62.43654822335025,6.135135135135135
N7A,first-fit,SN,55,1026,2.565,3.935,61.421319796954315,5.631578947368421
N7A,first-fit,MinD,44,658,1.645,3.355,63.95939086294416,6.676056338028169
N7A,first-fit,MaxD,50,974,2.435,2.565,59.898477157360404,6.012658227848101
N7A,fitness-number,LM,1,2,0.005,1.495,19.289340101522843,55.289308176100626
N7A,fitness-number,RM,1,2,0.005,1.495,19.289340101522843,55.289308176100626
