instance,core,seed,initial,best,lb,gap_pct,elapsed_s,packs
C6P2,stage2-best,7,124,120,120,0.0000,7.3,1937
C6P2,stage2-best,10,124,120,120,0.0000,6.5,1702
C6P2,stage2-best,6,124,120,120,0.0000,16.6,4348
C6P2,stage2-best,5,124,121,120,0.8333,20.0,5221
C6P2,stage2-best,8,124,121,120,0.8333,20.0,5098
C6P2,stage2-best,9,124,121,120,0.8333,20.0,5057
C6P3,classic-bf,1,124,121,120,0.8333,20.0,16449
C6P3,classic-bf,2,124,122,120,1.6667,20.0,16439
C6P3,classic-bf,3,124,122,120,1.6667,20.0,16188
C6P3,classic-bf,4,124,121,120,0.8333,20.0,16275
C6P3,classic-bf,5,124,122,120,1.6667,20.0,16700
C6P3,classic-bf,6,124,122,120,1.6667,20.0,16620
C6P3,classic-bf,7,124,122,120,1.6667,20.0,16761
C6P3,classic-bf,8,124,122,120,1.6667,20.0,16412
C6P3,classic-bf,9,124,122,120,1.6667,20.0,15508
C6P3,classic-bf,10,124,122,120,1.6667,20.0,15609
C6P3,stage1-best,1,123,122,120,1.6667,20.0,16203
C6P3,stage1-best,2,123,122,120,1.6667,20.0,16346
C6P3,stage1-best,3,123,122,120,1.6667,20.0,16461
C6P3,stage1-best,4,123,122,120,1.6667,20.0,16758
C6P3,stage1-best,5,123,122,120,1.6667,20.0,17248
C6P3,stage1-best,6,123,122,120,1.6667,20.0,17273
C6P3,stage1-best,7,123,122,120,1.6667,20.0,17160
C6P3,stage1-best,8,123,122,120,1.6667,20.0,16888
C6P3,stage1-best,9,123,122,120,1.6667,20.0,17310
C6P3,stage1-best,10,123,122,120,1.6667,20.0,17028
C6P3,stage2-best,1,122,121,120,0.8333,20.0,5017
C6P3,stage2-best,2,122,121,120,0.8333,20.0,5026
C6P3,stage2-best,5,122,120,120,0.0000,15.2,3732
C6P3,stage2-best,3,122,121,120,0.8333,20.0,4891
C6P3,stage2-best,4,122,121,120,0.8333,20.0,4977
C6P3,stage2-best,9,122,120,120,0.0000,1.9,472
C6P3,stage2-best,6,122,120,120,0.0000,17.7,4427
C6P3,stage2-best,7,122,121,120,0.8333,20.0,4983
C6P3,stage2-best,8,122,121,120,0.8333,20.0,4905
C6P3,stage2-best,10,122,121,120,0.8333,20.0,4967
C7P1,classic-bf,1,246,243,240,1.2500,20.0,5743
C7P1,classic-bf,2,246,243,240,1.2500,20.0,5721
C7P1,classic-bf,3,246,243,240,1.2500,20.0,5820
C7P1,classic-bf,4,246,243,240,1.2500,20.0,5838
C7P1,classic-bf,5,246,243,240,1.2500,20.0,5981
C7P1,classic-bf,6,246,243,240,1.2500,20.0,6049
C7P1,classic-bf,7,246,243,240,1.2500,20.0,6269
C7P1,classic-bf,8,246,243,240,1.2500,20.0,6142
C7P1,classic-bf,9,246,243,240,1.2500,20.0,6191
C7P1,classic-bf,10,246,244,240,1.6667,20.0,5860
C7P1,stage1-best,1,246,244,240,1.6667,20.0,5840
C7P1,stage1-best,2,246,245,240,2.0833,20.0,5831
C7P1,stage1-best,3,246,244,240,1.6667,20.0,5982
C7P1,stage1-best,4,246,244,240,1.6667,20.0,5839
C7P1,stage1-best,5,246,244,240,1.6667,20.0,6132
C7P1,stage1-best,6,246,244,240,1.6667,20.0,6151
C7P1,stage1-best,7,246,243,240,1.2500,20.0,6368
C7P1,stage1-best,8,246,244,240,1.6667,20.0,6418
C7P1,stage1-best,9,246,244,240,1.6667,20.0,6438
C7P1,stage1-best,10,246,245,240,2.0833,20.0,6305
C7P1,stage2-best,1,242,241,240,0.4167,20.0,1463
C7P1,stage2-best,2,242,241,240,0.4167,20.0,1456
C7P1,stage2-best,3,242,241,240,0.4167,20.0,1449
C7P1,stage2-best,4,242,241,240,0.4167,20.0,1472
C7P1,stage2-best,5,242,241,240,0.4167,20.0,1456
C7P1,stage2-best,6,242,241,240,0.4167,20.0,1444
C7P1,stage2-best,7,242,241,240,0.4167,20.0,1444
C7P1,stage2-best,8,242,242,240,0.8333,20.1,1360
C7P1,stage2-best,9,242,241,240,0.4167,20.0,1300
C7P1,stage2-best,10,242,241,240,0.4167,20.0,1235
C7P2,classic-bf,1,246,243,240,1.2500,20.0,5031
C7P2,classic-bf,2,246,243,240,1.2500,20.0,5041
C7P2,classic-bf,3,246,243,240,1.2500,20.0,4815
C7P2,classic-bf,4,246,243,240,1.2500,20.0,5159
C7P2,classic-bf,5,246,244,240,1.6667,20.0,5202
C7P2,classic-bf,6,246,243,240,1.2500,20.0,5431
C7P2,classic-bf,7,246,243,240,1.2500,20.0,5412
C7P2,classic-bf,8,246,243,240,1.2500,20.0,5458
C7P2,classic-bf,9,246,243,240,1.2500,20.0,5542
C7P2,classic-bf,10,246,243,240,1.2500,20.0,5732
C7P2,stage1-best,1,245,243,240,1.2500,20.0,6155
C7P2,stage1-best,2,245,244,240,1.6667,20.0,6261
C7P2,stage1-best,3,245,244,240,1.6667,20.0,6361
C7P2,stage1-best,4,245,244,240,1.6667,20.0,6260
C7P2,stage1-best,5,245,244,240,1.6667,20.0,6316
C7P2,stage1-best,6,245,244,240,1.6667,20.0,6251
C7P2,stage1-best,7,245,243,240,1.2500,20.0,6295
C7P2,stage1-best,8,245,243,240,1.2500,20.0,6140
C7P2,stage1-best,9,245,244,240,1.6667,20.0,6183
C7P2,stage1-best,10,245,244,240,1.6667,20.0,6042
C7P2,stage2-best,1,242,241,240,0.4167,20.0,1336
C7P2,stage2-best,2,242,241,240,0.4167,20.0,1277
C7P2,stage2-best,3,242,241,240,0.4167,20.0,1254
C7P2,stage2-best,4,242,241,240,0.4167,20.0,1222
C7P2,stage2-best,5,242,241,240,0.4167,20.0,1241
C7P2,stage2-best,6,242,241,240,0.4167,20.0,1225
C7P2,stage2-best,7,242,241,240,0.4167,20.0,1253
C7P2,stage2-best,8,242,241,240,0.4167,20.0,1339
C7P2,stage2-best,9,242,241,240,0.4167,20.0,1327
C7P2,stage2-best,10,242,241,240,0.4167,20.0,1343
C7P3,classic-bf,1,245,243,240,1.2500,20.0,5700
C7P3,classic-bf,2,245,243,240,1.2500,20.0,5789
C7P3,classic-bf,3,245,243,240,1.2500,20.0,5684
C7P3,classic-bf,4,245,244,240,1.6667,20.0,5482
C7P3,classic-bf,5,245,243,240,1.2500,20.0,5438
C7P3,classic-bf,6,245,243,240,1.2500,20.0,5202
C7P3,classic-bf,7,245,243,240,1.2500,20.0,5350
C7P3,classic-bf,8,245,243,240,1.2500,20.0,5177
C7P3,classic-bf,9,245,243,240,1.2500,20.0,5283
C7P3,classic-bf,10,245,243,240,1.2500,20.0,5305
C7P3,stage1-best,1,245,244,240,1.6667,20.0,5462
C7P3,stage1-best,2,245,245,240,2.0833,20.0,5574
C7P3,stage1-best,3,245,244,240,1.6667,20.0,5735
C7P3,stage1-best,4,245,244,240,1.6667,20.0,5615
C7P3,stage1-best,5,245,244,240,1.6667,20.0,5866
C7P3,stage1-best,6,245,244,240,1.6667,20.0,5984
C7P3,stage1-best,7,245,245,240,2.0833,20.0,6122
C7P3,stage1-best,8,245,244,240,1.6667,20.0,6346
C7P3,stage1-best,9,245,244,240,1.6667,20.0,6323
C7P3,stage1-best,10,245,244,240,1.6667,20.0,6206
C7P3,stage2-best,1,243,241,240,0.4167,20.0,1433
C7P3,stage2-best,2,243,241,240,0.4167,20.0,1527
C7P3,stage2-best,3,243,241,240,0.4167,20.0,1532
C7P3,stage2-best,4,243,241,240,0.4167,20.0,1518
C7P3,stage2-best,5,243,241,240,0.4167,20.0,1533
BKW01,classic-bf,1,48,40,40,0.0000,0.0,313
BKW01,classic-bf,2,48,40,40,0.0000,0.0,149
BKW01,classic-bf,3,48,40,40,0.0000,0.0,67
BKW01,classic-bf,4,48,40,40,0.0000,0.0,202
BKW01,classic-bf,5,48,40,40,0.0000,0.0,8
BKW01,classic-bf,6,48,40,40,0.0000,0.0,77
BKW01,classic-bf,7,48,40,40,0.0000,0.0,43
BKW01,classic-bf,8,48,40,40,0.0000,0.0,196
BKW01,classic-bf,9,48,40,40,0.0000,0.0,186
BKW01,classic-bf,10,48,40,40,0.0000,0.0,44
BKW01,stage1-best,1,40,40,40,0.0000,0.0,6
BKW01,stage1-best,2,40,40,40,0.0000,0.0,6
BKW01,stage1-best,3,40,40,40,0.0000,0.0,6
BKW01,stage1-best,4,40,40,40,0.0000,0.0,6
BKW01,stage1-best,5,40,40,40,0.0000,0.0,6
BKW01,stage1-best,6,40,40,40,0.0000,0.0,6
BKW01,stage1-best,7,40,40,40,0.0000,0.0,6
BKW01,stage1-best,8,40,40,40,0.0000,0.0,6
BKW01,stage1-best,9,40,40,40,0.0000,0.0,6
BKW01,stage1-best,10,40,40,40,0.0000,0.0,6
BKW01,stage2-best,1,40,40,40,0.0000,0.0,6
BKW01,stage2-best,2,40,40,40,0.0000,0.0,6
BKW01,stage2-best,3,40,40,40,0.0000,0.0,6
BKW01,stage2-best,4,40,40,40,0.0000,0.0,6
BKW01,stage2-best,5,40,40,40,0.0000,0.0,6
BKW01,stage2-best,6,40,40,40,0.0000,0.0,6
BKW01,stage2-best,7,40,40,40,0.0000,0.0,6
BKW01,stage2-best,8,40,40,40,0.0000,0.0,6
BKW01,stage2-best,9,40,40,40,0.0000,0.0,6
BKW01,stage2-best,10,40,40,40,0.0000,0.0,6
C7P3,stage2-best,6,243,241,240,0.4167,20.0,1521
BKW02,classic-bf,1,54,50,50,0.0000,4.3,24441
BKW02,classic-bf,3,54,50,50,0.0000,1.4,8318
C7P3,stage2-best,7,243,241,240,0.4167,20.0,1546
C7P3,stage2-best,8,243,241,240,0.4167,20.0,1490
C7P3,stage2-best,9,243,241,240,0.4167,20.0,1443
C7P3,stage2-best,10,243,241,240,0.4167,20.0,1376
BKW02,classic-bf,2,54,51,50,2.0000,20.0,100495
BKW02,classic-bf,4,54,51,50,2.0000,20.0,98766
BKW02,classic-bf,5,54,51,50,2.0000,20.0,98964
BKW02,classic-bf,6,54,51,50,2.0000,20.0,102443
BKW02,classic-bf,7,54,51,50,2.0000,20.0,103426
BKW02,classic-bf,8,54,51,50,2.0000,20.0,111549
BKW02,classic-bf,9,54,51,50,2.0000,20.0,112942
BKW02,classic-bf,10,54,51,50,2.0000,20.0,114461
BKW02,stage1-best,1,54,51,50,2.0000,20.0,110453
BKW02,stage1-best,2,54,51,50,2.0000,20.0,115278
BKW02,stage1-best,3,54,51,50,2.0000,20.0,111059
BKW02,stage1-best,4,54,51,50,2.0000,20.0,111663
BKW02,stage1-best,5,54,51,50,2.0000,20.0,112055
BKW02,stage2-best,1,53,50,50,0.0000,0.0,55
BKW02,stage2-best,2,53,50,50,0.0000,0.0,141
BKW02,stage2-best,3,53,50,50,0.0000,0.2,544
BKW02,stage2-best,4,53,50,50,0.0000,0.1,222
BKW02,stage2-best,5,53,50,50,0.0000,0.0,10
BKW02,stage2-best,6,53,50,50,0.0000,0.0,26
BKW02,stage2-best,7,53,50,50,0.0000,0.1,207
BKW02,stage2-best,8,53,50,50,0.0000,0.0,108
BKW02,stage2-best,9,53,50,50,0.0000,0.1,197
BKW02,stage2-best,10,53,50,50,0.0000,0.1,232
BKW02,stage1-best,6,54,51,50,2.0000,20.0,112158
BKW02,stage1-best,7,54,51,50,2.0000,20.0,112467
BKW02,stage1-best,8,54,51,50,2.0000,20.0,111350
BKW02,stage1-best,9,54,51,50,2.0000,20.0,113172
BKW02,stage1-best,10,54,51,50,2.0000,20.0,115184
BKW03,classic-bf,1,54,51,50,2.0000,20.0,82108
BKW03,classic-bf,2,54,51,50,2.0000,20.0,83555
BKW03,classic-bf,3,54,51,50,2.0000,20.0,81995
BKW03,classic-bf,4,54,51,50,2.0000,20.0,84947
BKW03,classic-bf,5,54,51,50,2.0000,20.0,85054
BKW03,classic-bf,6,54,51,50,2.0000,20.0,85595
BKW03,classic-bf,7,54,51,50,2.0000,20.0,86968
BKW03,classic-bf,8,54,51,50,2.0000,20.0,87404
BKW03,classic-bf,9,54,51,50,2.0000,20.0,87248
BKW03,classic-bf,10,54,51,50,2.0000,20.0,86940
BKW03,stage1-best,5,52,50,50,0.0000,7.0,30041
BKW03,stage1-best,1,52,51,50,2.0000,20.0,86405
BKW03,stage1-best,2,52,51,50,2.0000,20.0,87672
BKW03,stage1-best,3,52,51,50,2.0000,20.0,87427
BKW03,stage1-best,4,52,51,50,2.0000,20.0,84182
BKW03,stage2-best,1,52,50,50,0.0000,0.1,248
BKW03,stage2-best,2,52,50,50,0.0000,0.2,465
BKW03,stage2-best,3,52,50,50,0.0000,0.4,524
BKW03,stage2-best,4,52,50,50,0.0000,0.1,134
BKW03,stage2-best,5,52,50,50,0.0000,1.0,1823
BKW03,stage2-best,6,52,50,50,0.0000,0.6,1076
BKW03,stage2-best,7,52,50,50,0.0000,1.2,2229
BKW03,stage2-best,8,52,50,50,0.0000,0.2,323
BKW03,stage2-best,9,52,50,50,0.0000,0.7,1277
BKW03,stage2-best,10,52,50,50,0.0000,0.1,157
BKW03,stage1-best,6,52,51,50,2.0000,20.0,82797
BKW03,stage1-best,7,52,51,50,2.0000,20.0,82305
BKW03,stage1-best,8,52,51,50,2.0000,20.0,80956
BKW03,stage1-best,10,52,50,50,0.0000,17.9,71644
BKW03,stage1-best,9,52,51,50,2.0000,20.0,79096
BKW04,classic-bf,1,103,82,80,2.5000,20.0,48506
BKW04,classic-bf,2,103,82,80,2.5000,20.0,48522
BKW04,classic-bf,3,103,82,80,2.5000,20.0,48517
BKW04,classic-bf,4,103,82,80,2.5000,20.0,48609
BKW04,classic-bf,5,103,82,80,2.5000,20.0,48952
BKW04,classic-bf,6,103,82,80,2.5000,20.0,48533
BKW04,classic-bf,7,103,82,80,2.5000,20.0,45389
BKW04,classic-bf,8,103,82,80,2.5000,20.0,45109
BKW04,classic-bf,9,103,82,80,2.5000,20.0,43536
BKW04,classic-bf,10,103,82,80,2.5000,20.0,43327
BKW04,stage1-best,1,82,81,80,1.2500,20.0,45123
BKW04,stage1-best,2,82,81,80,1.2500,20.0,44459
BKW04,stage1-best,3,82,81,80,1.2500,20.0,47711
BKW04,stage1-best,4,82,81,80,1.2500,20.0,47516
BKW04,stage1-best,5,82,81,80,1.2500,20.0,48146
BKW04,stage1-best,6,82,81,80,1.2500,20.0,47476
BKW04,stage1-best,7,82,81,80,1.2500,20.0,46693
BKW04,stage1-best,8,82,81,80,1.2500,20.0,46485
BKW04,stage2-best,3,83,80,80,0.0000,0.6,613
BKW04,stage2-best,1,83,80,80,0.0000,7.7,7898
BKW04,stage1-best,9,82,81,80,1.2500,20.0,44238
BKW04,stage1-best,10,82,81,80,1.2500,20.0,44219
BKW04,stage2-best,4,83,80,80,0.0000,12.9,13514
BKW04,stage2-best,2,83,81,80,1.2500,20.0,20434
BKW04,stage2-best,5,83,81,80,1.2500,20.0,21113
BKW04,stage2-best,6,83,81,80,1.2500,20.0,21259
BKW04,stage2-best,7,83,81,80,1.2500,20.0,23329
BKW04,stage2-best,8,83,81,80,1.2500,20.0,23611
BKW04,stage2-best,10,83,80,80,0.0000,18.1,21582
BKW04,stage2-best,9,83,81,80,1.2500,20.0,23813
BKW05,classic-bf,1,105,103,100,3.0000,20.0,36583
BKW05,classic-bf,2,105,103,100,3.0000,20.0,36592
BKW05,classic-bf,3,105,103,100,3.0000,20.0,36406
BKW05,classic-bf,4,105,102,100,2.0000,20.0,36131
BKW05,classic-bf,5,105,103,100,3.0000,20.0,35868
BKW05,classic-bf,6,105,103,100,3.0000,20.0,36308
BKW05,classic-bf,7,105,102,100,2.0000,20.0,34417
BKW05,classic-bf,8,105,103,100,3.0000,20.0,34669
BKW05,classic-bf,9,105,102,100,2.0000,20.0,35461
BKW05,classic-bf,10,105,102,100,2.0000,20.0,35684
BKW05,stage1-best,1,106,103,100,3.0000,20.0,38541
BKW05,stage1-best,2,106,103,100,3.0000,20.0,38857
BKW05,stage1-best,3,106,103,100,3.0000,20.0,40412
BKW05,stage1-best,4,106,103,100,3.0000,20.0,40635
BKW05,stage1-best,5,106,103,100,3.0000,20.0,39735
BKW05,stage2-best,1,105,100,100,0.0000,0.2,208
BKW05,stage1-best,6,106,102,100,2.0000,20.0,39224
BKW05,stage1-best,7,106,103,100,3.0000,20.0,39138
BKW05,stage1-best,8,106,103,100,3.0000,20.0,39106
BKW05,stage2-best,3,105,100,100,0.0000,1.6,1122
BKW05,stage2-best,4,105,100,100,0.0000,1.6,1210
BKW05,stage2-best,7,105,100,100,0.0000,1.4,1089
BKW05,stage1-best,9,106,103,100,3.0000,20.0,38378
BKW05,stage1-best,10,106,103,100,3.0000,20.0,38662
BKW05,stage2-best,9,105,100,100,0.0000,6.4,5660
BKW05,stage2-best,8,105,100,100,0.0000,11.7,10271
BKW05,stage2-best,2,105,101,100,1.0000,20.0,16915
BKW05,stage2-best,5,105,101,100,1.0000,20.0,17310
BKW05,stage2-best,6,105,101,100,1.0000,20.0,17267
BKW05,stage2-best,10,105,101,100,1.0000,20.0,17072
BKW06,classic-bf,1,102,101,100,1.0000,20.0,38495
BKW06,classic-bf,2,102,101,100,1.0000,20.0,38559
BKW06,classic-bf,3,102,101,100,1.0000,20.0,37043
BKW06,classic-bf,4,102,101,100,1.0000,20.0,36904
BKW06,classic-bf,5,102,101,100,1.0000,20.0,36184
BKW06,classic-bf,6,102,101,100,1.0000,20.0,34727
BKW06,classic-bf,7,102,101,100,1.0000,20.0,36215
BKW06,classic-bf,8,102,101,100,1.0000,20.0,35984
BKW06,classic-bf,9,102,101,100,1.0000,20.0,37712
BKW06,classic-bf,10,102,101,100,1.0000,20.0,38001
BKW06,stage1-best,1,103,101,100,1.0000,20.0,37542
BKW06,stage1-best,2,103,101,100,1.0000,20.0,38400
BKW06,stage1-best,3,103,101,100,1.0000,20.0,36291
BKW06,stage1-best,4,103,101,100,1.0000,20.0,36146
BKW06,stage1-best,5,103,101,100,1.0000,20.0,34643
BKW06,stage2-best,1,101,100,100,0.0000,1.0,636
BKW06,stage1-best,6,103,101,100,1.0000,20.0,34717
BKW06,stage1-best,7,103,101,100,1.0000,20.0,34118
BKW06,stage2-best,2,101,100,100,0.0000,2.4,1733
BKW06,stage2-best,4,101,100,100,0.0000,2.6,1827
BKW06,stage2-best,6,101,100,100,0.0000,0.8,560
BKW06,stage2-best,5,101,100,100,0.0000,2.9,2033
BKW06,stage2-best,3,101,100,100,0.0000,5.6,3921
BKW06,stage2-best,7,101,100,100,0.0000,1.6,1093
BKW06,stage2-best,10,101,100,100,0.0000,1.2,816
BKW06,stage2-best,8,101,100,100,0.0000,3.0,2030
BKW06,stage2-best,9,101,100,100,0.0000,2.1,1474
BKW06,stage1-best,8,103,101,100,1.0000,20.0,35215
BKW06,stage1-best,9,103,101,100,1.0000,20.0,38022
BKW06,stage1-best,10,103,101,100,1.0000,20.0,37833
BKW07,classic-bf,1,110,104,100,4.0000,20.0,31794
BKW07,classic-bf,2,110,104,100,4.0000,20.0,32028
BKW07,classic-bf,3,110,104,100,4.0000,20.0,31786
BKW07,classic-bf,4,110,103,100,3.0000,20.0,31980
BKW07,classic-bf,5,110,104,100,4.0000,20.0,32318
BKW07,classic-bf,6,110,104,100,4.0000,20.0,32174
BKW07,classic-bf,7,110,102,100,2.0000,20.0,30133
BKW07,classic-bf,8,110,104,100,4.0000,20.0,30110
BKW07,classic-bf,9,110,104,100,4.0000,20.0,30324
BKW07,classic-bf,10,110,104,100,4.0000,20.0,29709
BKW07,stage1-best,1,104,103,100,3.0000,20.0,28740
BKW07,stage1-best,2,104,102,100,2.0000,20.0,28900
BKW07,stage1-best,3,104,102,100,2.0000,20.0,27040
BKW07,stage1-best,4,104,102,100,2.0000,20.0,26593
BKW07,stage1-best,5,104,102,100,2.0000,20.0,27254
BKW07,stage1-best,6,104,102,100,2.0000,20.0,27508
BKW07,stage1-best,7,104,102,100,2.0000,20.0,27366
BKW07,stage1-best,8,104,102,100,2.0000,20.0,27219
BKW07,stage2-best,4,104,100,100,0.0000,2.0,920
BKW07,stage1-best,9,104,102,100,2.0000,20.0,26864
BKW07,stage1-best,10,104,102,100,2.0000,20.0,27769
BKW07,stage2-best,1,104,101,100,1.0000,20.0,9303
BKW07,stage2-best,2,104,101,100,1.0000,20.0,9208
BKW07,stage2-best,3,104,101,100,1.0000,20.0,9261
BKW07,stage2-best,5,104,101,100,1.0000,20.0,9258
BKW07,stage2-best,6,104,101,100,1.0000,20.0,8858
BKW07,stage2-best,7,104,101,100,1.0000,20.0,9136
BKW07,stage2-best,8,104,101,100,1.0000,20.0,9169
BKW07,stage2-best,9,104,101,100,1.0000,20.0,8934
BKW07,stage2-best,10,104,101,100,1.0000,20.0,8772
BKW08,classic-bf,1,83,82,80,2.5000,20.0,20195
BKW08,classic-bf,2,83,81,80,1.2500,20.0,21903
BKW08,classic-bf,3,83,82,80,2.5000,20.0,21855
BKW08,classic-bf,4,83,81,80,1.2500,20.0,22154
BKW08,classic-bf,5,83,82,80,2.5000,20.0,22230
BKW08,classic-bf,6,83,82,80,2.5000,20.0,22511
BKW08,classic-bf,7,83,82,80,2.5000,20.0,22816
BKW08,classic-bf,8,83,81,80,1.2500,20.0,23367
BKW08,classic-bf,9,83,81,80,1.2500,20.0,23217
BKW08,classic-bf,10,83,81,80,1.2500,20.0,23361
BKW08,stage1-best,1,83,82,80,2.5000,20.0,24141
BKW08,stage1-best,2,83,82,80,2.5000,20.0,24593
BKW08,stage1-best,3,83,82,80,2.5000,20.0,25012
BKW08,stage1-best,4,83,82,80,2.5000,20.0,24765
BKW08,stage1-best,5,83,82,80,2.5000,20.0,24951
BKW08,stage1-best,6,83,82,80,2.5000,20.0,25143
BKW08,stage1-best,7,83,82,80,2.5000,20.0,24697
BKW08,stage1-best,8,83,82,80,2.5000,20.0,24373
BKW08,stage1-best,9,83,82,80,2.5000,20.0,24373
BKW08,stage1-best,10,83,81,80,1.2500,20.0,25508
BKW08,stage2-best,1,82,81,80,1.2500,20.0,8085
BKW08,stage2-best,2,82,81,80,1.2500,20.0,8113
BKW08,stage2-best,3,82,81,80,1.2500,20.0,8112
BKW08,stage2-best,4,82,81,80,1.2500,20.0,8054
BKW08,stage2-best,5,82,81,80,1.2500,20.0,7811
BKW08,stage2-best,6,82,81,80,1.2500,20.0,7482
BKW08,stage2-best,7,82,81,80,1.2500,20.0,7418
BKW08,stage2-best,8,82,81,80,1.2500,20.0,7191
BKW08,stage2-best,9,82,81,80,1.2500,20.0,7489
BKW08,stage2-best,10,82,81,80,1.2500,20.0,7476
BKW09,classic-bf,1,154,151,150,0.6667,20.0,21652
BKW09,classic-bf,2,154,151,150,0.6667,20.0,20733
BKW09,classic-bf,3,154,151,150,0.6667,20.0,20644
BKW09,classic-bf,4,154,151,150,0.6667,20.0,20631
BKW09,classic-bf,5,154,151,150,0.6667,20.0,20463
BKW09,classic-bf,6,154,151,150,0.6667,20.0,19909
BKW09,classic-bf,7,154,151,150,0.6667,20.0,19394
BKW09,classic-bf,8,154,151,150,0.6667,20.0,20522
BKW09,classic-bf,9,154,151,150,0.6667,20.0,20762
BKW09,classic-bf,10,154,151,150,0.6667,20.0,20834
BKW09,stage1-best,1,162,152,150,1.3333,20.0,20480
BKW09,stage1-best,2,162,152,150,1.3333,20.0,20589
BKW09,stage1-best,3,162,152,150,1.3333,20.0,20423
BKW09,stage1-best,4,162,152,150,1.3333,20.0,18707
BKW09,stage1-best,5,162,152,150,1.3333,20.0,18678
BKW09,stage1-best,6,162,152,150,1.3333,20.0,18765
BKW09,stage1-best,7,162,152,150,1.3333,20.0,18678
BKW09,stage2-best,2,152,150,150,0.0000,1.5,424
BKW09,stage1-best,8,162,152,150,1.3333,20.0,18918
BKW09,stage2-best,5,152,150,150,0.0000,0.4,127
BKW09,stage2-best,6,152,150,150,0.0000,0.5,144
BKW09,stage2-best,3,152,150,150,0.0000,6.7,1839
BKW09,stage1-best,9,162,152,150,1.3333,20.0,19506
BKW09,stage2-best,4,152,150,150,0.0000,7.1,1913
BKW09,stage2-best,7,152,150,150,0.0000,3.0,840
BKW09,stage2-best,9,152,150,150,0.0000,4.4,1239
BKW09,stage2-best,1,152,150,150,0.0000,13.5,3753
BKW09,stage2-best,8,152,150,150,0.0000,7.1,2021
BKW09,stage1-best,10,162,152,150,1.3333,20.0,21827
BKW09,stage2-best,10,152,150,150,0.0000,10.7,3158
BKW10,classic-bf,1,153,151,150,0.6667,20.0,10031
BKW10,classic-bf,2,153,151,150,0.6667,20.0,10198
BKW10,classic-bf,3,153,151,150,0.6667,20.0,10239
BKW10,classic-bf,4,153,151,150,0.6667,20.0,10309
BKW10,classic-bf,5,153,151,150,0.6667,20.0,10196
BKW10,classic-bf,6,153,151,150,0.6667,20.0,10157
BKW10,classic-bf,7,153,151,150,0.6667,20.0,10435
BKW10,classic-bf,8,153,151,150,0.6667,20.0,10394
BKW10,classic-bf,9,153,151,150,0.6667,20.0,10521
BKW10,classic-bf,10,153,151,150,0.6667,20.0,10509
BKW10,stage1-best,1,153,152,150,1.3333,20.0,11993
BKW10,stage1-best,2,153,151,150,0.6667,20.0,12017
BKW10,stage1-best,3,153,151,150,0.6667,20.0,12230
BKW10,stage1-best,4,153,151,150,0.6667,20.0,12144
BKW10,stage1-best,5,153,151,150,0.6667,20.0,12283
BKW10,stage1-best,6,153,151,150,0.6667,20.0,12259
BKW10,stage2-best,2,151,150,150,0.0000,0.1,12
BKW10,stage2-best,1,151,150,150,0.0000,1.6,154
BKW10,stage2-best,4,151,150,150,0.0000,2.2,205
BKW10,stage2-best,5,151,150,150,0.0000,0.3,24
BKW10,stage2-best,3,151,150,150,0.0000,4.1,393
BKW10,stage1-best,7,153,151,150,0.6667,20.0,12264
BKW10,stage1-best,8,153,151,150,0.6667,20.0,12284
BKW10,stage2-best,8,151,150,150,0.0000,0.3,29
BKW10,stage2-best,6,151,150,150,0.0000,2.5,239
BKW10,stage2-best,9,151,150,150,0.0000,2.2,211
BKW10,stage2-best,10,151,150,150,0.0000,10.6,951
BKW10,stage1-best,9,153,151,150,0.6667,20.0,11963
BKW10,stage2-best,7,151,150,150,0.0000,12.0,1071
BKW10,stage1-best,10,153,151,150,0.6667,20.0,11660
BKW11,classic-bf,1,153,152,150,1.3333,20.0,6703
BKW11,classic-bf,2,153,151,150,0.6667,20.0,6591
BKW11,classic-bf,3,153,152,150,1.3333,20.0,6535
BKW11,classic-bf,4,153,152,150,1.3333,20.0,6586
BKW11,classic-bf,5,153,152,150,1.3333,20.0,6593
BKW11,classic-bf,6,153,152,150,1.3333,20.0,6539
BKW11,classic-bf,7,153,151,150,0.6667,20.0,6618
BKW11,classic-bf,8,153,152,150,1.3333,20.0,6536
BKW11,classic-bf,9,153,152,150,1.3333,20.0,6556
BKW11,classic-bf,10,153,152,150,1.3333,20.0,6493
BKW11,stage1-best,1,152,151,150,0.6667,20.0,7289
BKW11,stage1-best,2,152,152,150,1.3333,20.0,7247
BKW11,stage1-best,3,152,151,150,0.6667,20.0,7324
BKW11,stage1-best,4,152,152,150,1.3333,20.0,7218
BKW11,stage1-best,5,152,151,150,0.6667,20.0,7334
BKW11,stage1-best,6,152,151,150,0.6667,20.0,7330
BKW11,stage1-best,7,152,152,150,1.3333,20.0,7298
BKW11,stage1-best,8,152,151,150,0.6667,20.0,7244
BKW11,stage2-best,2,151,150,150,0.0000,3.1,121
BKW11,stage2-best,1,151,150,150,0.0000,4.9,197
BKW11,stage2-best,4,151,150,150,0.0000,2.7,111
BKW11,stage2-best,5,151,150,150,0.0000,6.0,237
BKW11,stage1-best,9,152,151,150,0.6667,20.0,7194
BKW11,stage2-best,9,151,150,150,0.0000,1.1,46
BKW11,stage1-best,10,152,151,150,0.6667,20.0,7133
BKW11,stage2-best,6,151,150,150,0.0000,13.0,502
