instance,data_set,n_items,algorithm,height,lower_bound,gap_pct
N1C,data/nt,17,bf-SN,227,200,13.5000
N1C,data/nt,17,bbf-best288,214,200,7.0000
N1C,data/nt,17,twbf-best18,217,200,8.5000
N1C,data/nt,17,ish-core,200,200,0.0000
N1C,data/nt,17,sh-greedy,231,200,15.5000
N1C,data/nt,17,ffdh,278,200,39.0000
N1C,data/nt,17,bfdh,278,200,39.0000
N1C,data/nt,17,sas,328,200,64.0000
N1C,data/nt,17,sasm,286,200,43.0000
N1C,data/nt,17,bfs,278,200,39.0000
N1C,data/nt,17,sc,278,200,39.0000
N1C,data/nt,17,scr,278,200,39.0000
N1C,data/nt,17,fh,230,200,15.0000
N1D,data/nt,17,bf-LM,213,200,6.5000
N1D,data/nt,17,bf-TN,213,200,6.5000
N1D,data/nt,17,bf-SN,231,200,15.5000
N1D,data/nt,17,bbf-best288,213,200,6.5000
N1D,data/nt,17,twbf-best18,213,200,6.5000
N1D,data/nt,17,ish-core,247,200,23.5000
N1D,data/nt,17,sh-greedy,228,200,14.0000
N1D,data/nt,17,ffdh,272,200,36.0000
N1D,data/nt,17,bfdh,272,200,36.0000
N1D,data/nt,17,sas,297,200,48.5000
N1D,data/nt,17,sasm,297,200,48.5000
N1D,data/nt,17,bfs,235,200,17.5000
N1D,data/nt,17,sc,235,200,17.5000
N1D,data/nt,17,scr,242,200,21.0000
N1D,data/nt,17,fh,213,200,6.5000
N1E,data/nt,17,bf-LM,232,200,16.0000
N1E,data/nt,17,bf-TN,220,200,10.0000
N1E,data/nt,17,bf-SN,232,200,16.0000
N1E,data/nt,17,bbf-best288,216,200,8.0000
N1E,data/nt,17,twbf-best18,220,200,10.0000
N1E,data/nt,17,ish-core,223,200,11.5000
N1E,data/nt,17,sh-greedy,227,200,13.5000
N1E,data/nt,17,ffdh,238,200,19.0000
N1E,data/nt,17,bfdh,249,200,24.5000
N1E,data/nt,17,sas,258,200,29.0000
N1E,data/nt,17,sasm,258,200,29.0000
N1E,data/nt,17,bfs,240,200,20.0000
N1E,data/nt,17,sc,230,200,15.0000
N1E,data/nt,17,scr,230,200,15.0000
N1E,data/nt,17,fh,216,200,8.0000
N2A,data/nt,25,bf-LM,236,200,18.0000
N2A,data/nt,25,bf-TN,239,200,19.5000
N2A,data/nt,25,bf-SN,247,200,23.5000
N2A,data/nt,25,bbf-best288,213,200,6.5000
N2A,data/nt,25,twbf-best18,216,200,8.0000
N2A,data/nt,25,ish-core,222,200,11.0000
N2A,data/nt,25,sh-greedy,236,200,18.0000
N2A,data/nt,25,ffdh,282,200,41.0000
N2A,data/nt,25,bfdh,282,200,41.0000
N2A,data/nt,25,sas,267,200,33.5000
N2A,data/nt,25,sasm,264,200,32.0000
N2A,data/nt,25,bfs,234,200,17.0000
N2A,data/nt,25,sc,228,200,14.0000
N2A,data/nt,25,scr,238,200,19.0000
N2A,data/nt,25,fh,215,200,7.5000
N2B,data/nt,25,bf-LM,230,200,15.0000
N2B,data/nt,25,bf-TN,223,200,11.5000
N2B,data/nt,25,bf-SN,232,200,16.0000
N2B,data/nt,25,bbf-best288,217,200,8.5000
N2B,data/nt,25,twbf-best18,215,200,7.5000
N2B,data/nt,25,ish-core,220,200,10.0000
N2B,data/nt,25,sh-greedy,238,200,19.0000
N2B,data/nt,25,ffdh,261,200,30.5000
N2B,data/nt,25,bfdh,271,200,35.5000
N2B,data/nt,25,sas,277,200,38.5000
N2B,data/nt,25,sasm,277,200,38.5000
N2B,data/nt,25,bfs,233,200,16.5000
N2B,data/nt,25,sc,233,200,16.5000
N2B,data/nt,25,scr,261,200,30.5000
N2B,data/nt,25,fh,212,200,6.0000
N2C,data/nt,25,bf-LM,237,200,18.5000
N2C,data/nt,25,bf-TN,216,200,8.0000
N2C,data/nt,25,bf-SN,239,200,19.5000
N2C,data/nt,25,bbf-best288,216,200,8.0000
N2C,data/nt,25,twbf-best18,216,200,8.0000
N2C,data/nt,25,ish-core,229,200,14.5000
N2C,data/nt,25,sh-greedy,258,200,29.0000
N2C,data/nt,25,ffdh,263,200,31.5000
N2C,data/nt,25,bfdh,265,200,32.5000
N2C,data/nt,25,sas,271,200,35.5000
N2C,data/nt,25,sasm,271,200,35.5000
N2C,data/nt,25,bfs,263,200,31.5000
N2C,data/nt,25,sc,249,200,24.5000
N2C,data/nt,25,scr,249,200,24.5000
N2C,data/nt,25,fh,212,200,6.0000
N2D,data/nt,25,bf-LM,219,200,9.5000
N2D,data/nt,25,bf-TN,220,200,10.0000
N2D,data/nt,25,bf-SN,224,200,12.0000
N2D,data/nt,25,bbf-best288,214,200,7.0000
N2D,data/nt,25,twbf-best18,213,200,6.5000
N2D,data/nt,25,ish-core,221,200,10.5000
N2D,data/nt,25,sh-greedy,247,200,23.5000
N2D,data/nt,25,ffdh,257,200,28.5000
N2D,data/nt,25,bfdh,257,200,28.5000
N2D,data/nt,25,sas,284,200,42.0000
N2D,data/nt,25,sasm,284,200,42.0000
N2D,data/nt,25,bfs,235,200,17.5000
N2D,data/nt,25,sc,235,200,17.5000
N2D,data/nt,25,scr,257,200,28.5000
N2D,data/nt,25,fh,213,200,6.5000
N2E,data/nt,25,bf-LM,222,200,11.0000
N2E,data/nt,25,bf-TN,218,200,9.0000
N2E,data/nt,25,bf-SN,235,200,17.5000
N2E,data/nt,25,bbf-best288,216,200,8.0000
N2E,data/nt,25,twbf-best18,218,200,9.0000
N2E,data/nt,25,ish-core,214,200,7.0000
N2E,data/nt,25,sh-greedy,223,200,11.5000
N2E,data/nt,25,ffdh,268,200,34.0000
N2E,data/nt,25,bfdh,268,200,34.0000
N2E,data/nt,25,sas,272,200,36.0000
N2E,data/nt,25,sasm,265,200,32.5000
N2E,data/nt,25,bfs,247,200,23.5000
N2E,data/nt,25,sc,242,200,21.0000
N2E,data/nt,25,scr,233,200,16.5000
N2E,data/nt,25,fh,224,200,12.0000
N3A,data/nt,29,bf-LM,215,200,7.5000
N3A,data/nt,29,bf-TN,218,200,9.0000
N3A,data/nt,29,bf-SN,217,200,8.5000
N3A,data/nt,29,bbf-best288,216,200,8.0000
N3A,data/nt,29,twbf-best18,213,200,6.5000
N3A,data/nt,29,ish-core,223,200,11.5000
N3A,data/nt,29,sh-greedy,248,200,24.0000
N3A,data/nt,29,ffdh,263,200,31.5000
N3A,data/nt,29,bfdh,272,200,36.0000
N3A,data/nt,29,sas,304,200,52.0000
N3A,data/nt,29,sasm,284,200,42.0000
N3A,data/nt,29,bfs,244,200,22.0000
N3A,data/nt,29,sc,244,200,22.0000
N3A,data/nt,29,scr,244,200,22.0000
N3A,data/nt,29,fh,216,200,8.0000
N3B,data/nt,29,bf-LM,217,200,8.5000
N3B,data/nt,29,bf-TN,229,200,14.5000
N3B,data/nt,29,bf-SN,217,200,8.5000
N3B,data/nt,29,bbf-best288,213,200,6.5000
N3B,data/nt,29,twbf-best18,217,200,8.5000
N3B,data/nt,29,ish-core,215,200,7.5000
N3B,data/nt,29,sh-greedy,270,200,35.0000
N3B,data/nt,29,ffdh,266,200,33.0000
N3B,data/nt,29,bfdh,271,200,35.5000
N3B,data/nt,29,sas,304,200,52.0000
N3B,data/nt,29,sasm,237,200,18.5000
N3B,data/nt,29,bfs,237,200,18.5000
N3B,data/nt,29,sc,237,200,18.5000
N3B,data/nt,29,scr,266,200,33.0000
N3B,data/nt,29,fh,212,200,6.0000
N3C,data/nt,29,bf-LM,229,200,14.5000
N3C,data/nt,29,bf-TN,214,200,7.0000
N3C,data/nt,29,bf-SN,226,200,13.0000
N3C,data/nt,29,bbf-best288,214,200,7.0000
N3C,data/nt,29,twbf-best18,214,200,7.0000
N3C,data/nt,29,ish-core,220,200,10.0000
N3C,data/nt,29,sh-greedy,238,200,19.0000
N3C,data/nt,29,ffdh,274,200,37.0000
N3C,data/nt,29,bfdh,282,200,41.0000
N3C,data/nt,29,sas,274,200,37.0000
N3C,data/nt,29,sasm,274,200,37.0000
N3C,data/nt,29,bfs,260,200,30.0000
N3C,data/nt,29,sc,253,200,26.5000
N3C,data/nt,29,scr,255,200,27.5000
N3C,data/nt,29,fh,212,200,6.0000
N3D,data/nt,29,bf-LM,230,200,15.0000
N3D,data/nt,29,bf-TN,214,200,7.0000
N3D,data/nt,29,bf-SN,226,200,13.0000
N3D,data/nt,29,bbf-best288,214,200,7.0000
N3D,data/nt,29,twbf-best18,214,200,7.0000
N3D,data/nt,29,ish-core,222,200,11.0000
N3D,data/nt,29,sh-greedy,246,200,23.0000
N3D,data/nt,29,ffdh,299,200,49.5000
N3D,data/nt,29,bfdh,299,200,49.5000
N3D,data/nt,29,sas,313,200,56.5000
N3D,data/nt,29,sasm,265,200,32.5000
N3D,data/nt,29,bfs,256,200,28.0000
N3D,data/nt,29,sc,256,200,28.0000
N3D,data/nt,29,scr,239,200,19.5000
N3D,data/nt,29,fh,216,200,8.0000
N3E,data/nt,29,bf-LM,214,200,7.0000
N3E,data/nt,29,bf-TN,214,200,7.0000
N3E,data/nt,29,bf-SN,219,200,9.5000
N3E,data/nt,29,bbf-best288,210,200,5.0000
N3E,data/nt,29,twbf-best18,214,200,7.0000
N3E,data/nt,29,ish-core,223,200,11.5000
N3E,data/nt,29,sh-greedy,231,200,15.5000
N3E,data/nt,29,ffdh,266,200,33.0000
N3E,data/nt,29,bfdh,268,200,34.0000
N3E,data/nt,29,sas,268,200,34.0000
N3E,data/nt,29,sasm,266,200,33.0000
N3E,data/nt,29,bfs,235,200,17.5000
N3E,data/nt,29,sc,247,200,23.5000
N3E,data/nt,29,scr,246,200,23.0000
N3E,data/nt,29,fh,211,200,5.5000
N4A,data/nt,49,bf-LM,223,200,11.5000
N4A,data/nt,49,bf-TN,219,200,9.5000
N4A,data/nt,49,bf-SN,217,200,8.5000
N4A,data/nt,49,bbf-best288,207,200,3.5000
N4A,data/nt,49,twbf-best18,213,200,6.5000
N4A,data/nt,49,ish-core,214,200,7.0000
N4A,data/nt,49,sh-greedy,231,200,15.5000
N4A,data/nt,49,ffdh,237,200,18.5000
N4A,data/nt,49,bfdh,237,200,18.5000
N4A,data/nt,49,sas,285,200,42.5000
N4A,data/nt,49,sasm,243,200,21.5000
N4A,data/nt,49,bfs,233,200,16.5000
N4A,data/nt,49,sc,224,200,12.0000
N4A,data/nt,49,scr,224,200,12.0000
N4A,data/nt,49,fh,213,200,6.5000
N4B,data/nt,49,bf-LM,213,200,6.5000
N4B,data/nt,49,bf-TN,213,200,6.5000
N4B,data/nt,49,bf-SN,217,200,8.5000
N4B,data/nt,49,bbf-best288,211,200,5.5000
N4B,data/nt,49,twbf-best18,213,200,6.5000
N4B,data/nt,49,ish-core,218,200,9.0000
N4B,data/nt,49,sh-greedy,243,200,21.5000
N4B,data/nt,49,ffdh,265,200,32.5000
N4B,data/nt,49,bfdh,267,200,33.5000
N4B,data/nt,49,sas,281,200,40.5000
N4B,data/nt,49,sasm,272,200,36.0000
N4B,data/nt,49,bfs,237,200,18.5000
N4B,data/nt,49,sc,230,200,15.0000
N4B,data/nt,49,scr,230,200,15.0000
N4B,data/nt,49,fh,213,200,6.5000
N4C,data/nt,49,bf-LM,214,200,7.0000
N4C,data/nt,49,bf-TN,211,200,5.5000
N4C,data/nt,49,bf-SN,228,200,14.0000
N4C,data/nt,49,bbf-best288,209,200,4.5000
N4C,data/nt,49,twbf-best18,211,200,5.5000
N4C,data/nt,49,ish-core,208,200,4.0000
N4C,data/nt,49,sh-greedy,235,200,17.5000
N4C,data/nt,49,ffdh,262,200,31.0000
N4C,data/nt,49,bfdh,263,200,31.5000
N4C,data/nt,49,sas,282,200,41.0000
N4C,data/nt,49,sasm,256,200,28.0000
N4C,data/nt,49,bfs,229,200,14.5000
N4C,data/nt,49,sc,226,200,13.0000
N4C,data/nt,49,scr,227,200,13.5000
N4C,data/nt,49,fh,210,200,5.0000
N4D,data/nt,49,bf-LM,208,200,4.0000
N4D,data/nt,49,bf-TN,210,200,5.0000
N4D,data/nt,49,bf-SN,218,200,9.0000
N4D,data/nt,49,bbf-best288,208,200,4.0000
N4D,data/nt,49,twbf-best18,207,200,3.5000
N4D,data/nt,49,ish-core,214,200,7.0000
N4D,data/nt,49,sh-greedy,240,200,20.0000
N4D,data/nt,49,ffdh,256,200,28.0000
N4D,data/nt,49,bfdh,260,200,30.0000
N4D,data/nt,49,sas,274,200,37.0000
N4D,data/nt,49,sasm,241,200,20.5000
N4D,data/nt,49,bfs,226,200,13.0000
N4D,data/nt,49,sc,221,200,10.5000
N4D,data/nt,49,scr,240,200,20.0000
N4D,data/nt,49,fh,211,200,5.5000
N4E,data/nt,49,bf-LM,216,200,8.0000
N4E,data/nt,49,bf-TN,209,200,4.5000
N4E,data/nt,49,bf-SN,221,200,10.5000
N4E,data/nt,49,bbf-best288,210,200,5.0000
N4E,data/nt,49,twbf-best18,209,200,4.5000
N4E,data/nt,49,ish-core,216,200,8.0000
N4E,data/nt,49,sh-greedy,235,200,17.5000
N4E,data/nt,49,ffdh,267,200,33.5000
N4E,data/nt,49,bfdh,270,200,35.0000
N4E,data/nt,49,sas,286,200,43.0000
N4E,data/nt,49,sasm,248,200,24.0000
N4E,data/nt,49,bfs,232,200,16.0000
N4E,data/nt,49,sc,234,200,17.0000
N4E,data/nt,49,scr,235,200,17.5000
N4E,data/nt,49,fh,209,200,4.5000
N5A,data/nt,73,bf-LM,213,200,6.5000
N5A,data/nt,73,bf-TN,213,200,6.5000
N5A,data/nt,73,bf-SN,210,200,5.0000
N5A,data/nt,73,bbf-best288,211,200,5.5000
N5A,data/nt,73,twbf-best18,210,200,5.0000
N5A,data/nt,73,ish-core,216,200,8.0000
N5A,data/nt,73,sh-greedy,250,200,25.0000
N5A,data/nt,73,ffdh,259,200,29.5000
N5A,data/nt,73,bfdh,268,200,34.0000
N5A,data/nt,73,sas,269,200,34.5000
N5A,data/nt,73,sasm,253,200,26.5000
N5A,data/nt,73,bfs,236,200,18.0000
N5A,data/nt,73,sc,225,200,12.5000
N5A,data/nt,73,scr,224,200,12.0000
N5A,data/nt,73,fh,208,200,4.0000
N5B,data/nt,73,bf-LM,209,200,4.5000
N5B,data/nt,73,bf-TN,207,200,3.5000
N5B,data/nt,73,bf-SN,212,200,6.0000
N5B,data/nt,73,bbf-best288,207,200,3.5000
N5B,data/nt,73,twbf-best18,207,200,3.5000
N5B,data/nt,73,ish-core,216,200,8.0000
N5B,data/nt,73,sh-greedy,231,200,15.5000
N5B,data/nt,73,ffdh,249,200,24.5000
N5B,data/nt,73,bfdh,253,200,26.5000
N5B,data/nt,73,sas,267,200,33.5000
N5B,data/nt,73,sasm,243,200,21.5000
N5B,data/nt,73,bfs,223,200,11.5000
N5B,data/nt,73,sc,218,200,9.0000
N5B,data/nt,73,scr,226,200,13.0000
N5B,data/nt,73,fh,206,200,3.0000
N5C,data/nt,73,bf-LM,218,200,9.0000
N5C,data/nt,73,bf-TN,216,200,8.0000
N5C,data/nt,73,bf-SN,214,200,7.0000
N5C,data/nt,73,bbf-best288,209,200,4.5000
N5C,data/nt,73,twbf-best18,209,200,4.5000
N5C,data/nt,73,ish-core,212,200,6.0000
N5C,data/nt,73,sh-greedy,247,200,23.5000
N5C,data/nt,73,ffdh,259,200,29.5000
N5C,data/nt,73,bfdh,265,200,32.5000
N5C,data/nt,73,sas,259,200,29.5000
N5C,data/nt,73,sasm,259,200,29.5000
N5C,data/nt,73,bfs,228,200,14.0000
N5C,data/nt,73,sc,225,200,12.5000
N5C,data/nt,73,scr,225,200,12.5000
N5C,data/nt,73,fh,206,200,3.0000
N5D,data/nt,73,bf-LM,213,200,6.5000
N5D,data/nt,73,bf-TN,216,200,8.0000
N5D,data/nt,73,bf-SN,222,200,11.0000
N5D,data/nt,73,bbf-best288,210,200,5.0000
N5D,data/nt,73,twbf-best18,213,200,6.5000
N5D,data/nt,73,ish-core,211,200,5.5000
N5D,data/nt,73,sh-greedy,231,200,15.5000
N5D,data/nt,73,ffdh,248,200,24.0000
N5D,data/nt,73,bfdh,248,200,24.0000
N5D,data/nt,73,sas,261,200,30.5000
N5D,data/nt,73,sasm,243,200,21.5000
N5D,data/nt,73,bfs,228,200,14.0000
N5D,data/nt,73,sc,226,200,13.0000
N5D,data/nt,73,scr,228,200,14.0000
N5D,data/nt,73,fh,206,200,3.0000
N5E,data/nt,73,bf-LM,212,200,6.0000
N5E,data/nt,73,bf-TN,213,200,6.5000
N5E,data/nt,73,bf-SN,212,200,6.0000
N5E,data/nt,73,bbf-best288,211,200,5.5000
N5E,data/nt,73,twbf-best18,209,200,4.5000
N5E,data/nt,73,ish-core,212,200,6.0000
N5E,data/nt,73,sh-greedy,243,200,21.5000
N5E,data/nt,73,ffdh,267,200,33.5000
N5E,data/nt,73,bfdh,277,200,38.5000
N5E,data/nt,73,sas,293,200,46.5000
N5E,data/nt,73,sasm,256,200,28.0000
N5E,data/nt,73,bfs,230,200,15.0000
N5E,data/nt,73,sc,227,200,13.5000
N5E,data/nt,73,scr,226,200,13.0000
N5E,data/nt,73,fh,207,200,3.5000
N6A,data/nt,97,bf-LM,211,200,5.5000
N6A,data/nt,97,bf-TN,211,200,5.5000
N6A,data/nt,97,bf-SN,210,200,5.0000
N6A,data/nt,97,bbf-best288,208,200,4.0000
N6A,data/nt,97,twbf-best18,208,200,4.0000
N6A,data/nt,97,ish-core,208,200,4.0000
N6A,data/nt,97,sh-greedy,232,200,16.0000
N6A,data/nt,97,ffdh,241,200,20.5000
N6A,data/nt,97,bfdh,242,200,21.0000
N6A,data/nt,97,sas,262,200,31.0000
N6A,data/nt,97,sasm,255,200,27.5000
N6A,data/nt,97,bfs,226,200,13.0000
N6A,data/nt,97,sc,219,200,9.5000
N6A,data/nt,97,scr,219,200,9.5000
N6A,data/nt,97,fh,204,200,2.0000
N6B,data/nt,97,bf-LM,215,200,7.5000
N6B,data/nt,97,bf-TN,208,200,4.0000
N6B,data/nt,97,bf-SN,211,200,5.5000
N6B,data/nt,97,bbf-best288,207,200,3.5000
N6B,data/nt,97,twbf-best18,208,200,4.0000
N6B,data/nt,97,ish-core,210,200,5.0000
N6B,data/nt,97,sh-greedy,230,200,15.0000
N6B,data/nt,97,ffdh,267,200,33.5000
N6B,data/nt,97,bfdh,269,200,34.5000
N6B,data/nt,97,sas,280,200,40.0000
N6B,data/nt,97,sasm,232,200,16.0000
N6B,data/nt,97,bfs,228,200,14.0000
N6B,data/nt,97,sc,223,200,11.5000
N6B,data/nt,97,scr,231,200,15.5000
N6B,data/nt,97,fh,204,200,2.0000
N6C,data/nt,97,bf-LM,215,200,7.5000
N6C,data/nt,97,bf-TN,213,200,6.5000
N6C,data/nt,97,bf-SN,215,200,7.5000
N6C,data/nt,97,bbf-best288,209,200,4.5000
N6C,data/nt,97,twbf-best18,206,200,3.0000
N6C,data/nt,97,ish-core,209,200,4.5000
N6C,data/nt,97,sh-greedy,231,200,15.5000
N6C,data/nt,97,ffdh,250,200,25.0000
N6C,data/nt,97,bfdh,252,200,26.0000
N6C,data/nt,97,sas,278,200,39.0000
N6C,data/nt,97,sasm,264,200,32.0000
N6C,data/nt,97,bfs,227,200,13.5000
N6C,data/nt,97,sc,216,200,8.0000
N6C,data/nt,97,scr,227,200,13.5000
N6C,data/nt,97,fh,202,200,1.0000
N6D,data/nt,97,bf-LM,207,200,3.5000
N6D,data/nt,97,bf-TN,206,200,3.0000
N6D,data/nt,97,bf-SN,207,200,3.5000
N6D,data/nt,97,bbf-best288,206,200,3.0000
N6D,data/nt,97,twbf-best18,206,200,3.0000
N6D,data/nt,97,ish-core,209,200,4.5000
N6D,data/nt,97,sh-greedy,239,200,19.5000
N6D,data/nt,97,ffdh,256,200,28.0000
N6D,data/nt,97,bfdh,262,200,31.0000
N6D,data/nt,97,sas,269,200,34.5000
N6D,data/nt,97,sasm,237,200,18.5000
N6D,data/nt,97,bfs,227,200,13.5000
N6D,data/nt,97,sc,223,200,11.5000
N6D,data/nt,97,scr,225,200,12.5000
N6D,data/nt,97,fh,202,200,1.0000
N6E,data/nt,97,bf-LM,217,200,8.5000
N6E,data/nt,97,bf-TN,212,200,6.0000
N6E,data/nt,97,bf-SN,213,200,6.5000
N6E,data/nt,97,bbf-best288,207,200,3.5000
N6E,data/nt,97,twbf-best18,211,200,5.5000
N6E,data/nt,97,ish-core,209,200,4.5000
N6E,data/nt,97,sh-greedy,236,200,18.0000
N6E,data/nt,97,ffdh,267,200,33.5000
N6E,data/nt,97,bfdh,267,200,33.5000
N6E,data/nt,97,sas,265,200,32.5000
N6E,data/nt,97,sasm,241,200,20.5000
N6E,data/nt,97,bfs,222,200,11.0000
N6E,data/nt,97,sc,228,200,14.0000
N6E,data/nt,97,scr,224,200,12.0000
N6E,data/nt,97,fh,205,200,2.5000
N7A,data/nt,197,bf-LM,205,200,2.5000
N7A,data/nt,197,bf-TN,204,200,2.0000
N7A,data/nt,197,bf-SN,203,200,1.5000
N7A,data/nt,197,bbf-best288,202,200,1.0000
N7A,data/nt,197,twbf-best18,203,200,1.5000
N7A,data/nt,197,ish-core,205,200,2.5000
N7A,data/nt,197,sh-greedy,215,200,7.5000
N7A,data/nt,197,ffdh,238,200,19.0000
N7A,data/nt,197,bfdh,241,200,20.5000
N7A,data/nt,197,sas,245,200,22.5000
N7A,data/nt,197,sasm,243,200,21.5000
N7A,data/nt,197,bfs,208,200,4.0000
N7A,data/nt,197,sc,211,200,5.5000
N7A,data/nt,197,scr,212,200,6.0000
N7A,data/nt,197,fh,201,200,0.5000
N7B,data/nt,197,bf-LM,205,200,2.5000
N7B,data/nt,197,bf-TN,205,200,2.5000
N7B,data/nt,197,bf-SN,204,200,2.0000
N7B,data/nt,197,bbf-best288,204,200,2.0000
N7B,data/nt,197,twbf-best18,203,200,1.5000
N7B,data/nt,197,ish-core,207,200,3.5000
N7B,data/nt,197,sh-greedy,222,200,11.0000
N7B,data/nt,197,ffdh,239,200,19.5000
N7B,data/nt,197,bfdh,242,200,21.0000
N7B,data/nt,197,sas,258,200,29.0000
N7B,data/nt,197,sasm,239,200,19.5000
N7B,data/nt,197,bfs,216,200,8.0000
N7B,data/nt,197,sc,208,200,4.0000
N7B,data/nt,197,scr,211,200,5.5000
N7B,data/nt,197,fh,201,200,0.5000
N7C,data/nt,197,bf-LM,209,200,4.5000
N7C,data/nt,197,bf-TN,211,200,5.5000
N7C,data/nt,197,bf-SN,207,200,3.5000
N7C,data/nt,197,bbf-best288,205,200,2.5000
N7C,data/nt,197,twbf-best18,205,200,2.5000
N7C,data/nt,197,ish-core,204,200,2.0000
N7C,data/nt,197,sh-greedy,219,200,9.5000
N7C,data/nt,197,ffdh,241,200,20.5000
N7C,data/nt,197,bfdh,244,200,22.0000
N7C,data/nt,197,sas,251,200,25.5000
N7C,data/nt,197,sasm,236,200,18.0000
N7C,data/nt,197,bfs,208,200,4.0000
N7C,data/nt,197,sc,211,200,5.5000
N7C,data/nt,197,scr,209,200,4.5000
N7C,data/nt,197,fh,201,200,0.5000
N7D,data/nt,197,bf-LM,204,200,2.0000
N7D,data/nt,197,bf-TN,206,200,3.0000
N7D,data/nt,197,bf-SN,207,200,3.5000
N7D,data/nt,197,bbf-best288,202,200,1.0000
N7D,data/nt,197,twbf-best18,204,200,2.0000
N7D,data/nt,197,ish-core,206,200,3.0000
N7D,data/nt,197,sh-greedy,221,200,10.5000
N7D,data/nt,197,ffdh,251,200,25.5000
N7D,data/nt,197,bfdh,255,200,27.5000
N7D,data/nt,197,sas,258,200,29.0000
N7D,data/nt,197,sasm,234,200,17.0000
N7D,data/nt,197,bfs,214,200,7.0000
N7D,data/nt,197,sc,210,200,5.0000
N7D,data/nt,197,scr,213,200,6.5000
N7D,data/nt,197,fh,201,200,0.5000
N7E,data/nt,197,bf-LM,205,200,2.5000
N7E,data/nt,197,bf-TN,205,200,2.5000
N7E,data/nt,197,bf-SN,209,200,4.5000
N7E,data/nt,197,bbf-best288,204,200,2.0000
N7E,data/nt,197,twbf-best18,205,200,2.5000
N7E,data/nt,197,ish-core,204,200,2.0000
N7E,data/nt,197,sh-greedy,216,200,8.0000
N7E,data/nt,197,ffdh,271,200,35.5000
N7E,data/nt,197,bfdh,273,200,36.5000
N7E,data/nt,197,sas,252,200,26.0000
N7E,data/nt,197,sasm,228,200,14.0000
N7E,data/nt,197,bfs,220,200,10.0000
N7E,data/nt,197,sc,224,200,12.0000
N7E,data/nt,197,scr,216,200,8.0000
N7E,data/nt,197,fh,201,200,0.5000
T1A,data/nt,17,bf-LM,239,200,19.5000
T1A,data/nt,17,bf-TN,232,200,16.0000
T1A,data/nt,17,bf-SN,231,200,15.5000
T1A,data/nt,17,bbf-best288,222,200,11.0000
T1A,data/nt,17,twbf-best18,214,200,7.0000
T1A,data/nt,17,ish-core,224,200,12.0000
T1A,data/nt,17,sh-greedy,266,200,33.0000
T1A,data/nt,17,ffdh,300,200,50.0000
T1A,data/nt,17,bfdh,311,200,55.5000
T1A,data/nt,17,sas,306,200,53.0000
T1A,data/nt,17,sasm,281,200,40.5000
T1A,data/nt,17,bfs,276,200,38.0000
T1A,data/nt,17,sc,300,200,50.0000
T1A,data/nt,17,scr,300,200,50.0000
T1A,data/nt,17,fh,224,200,12.0000
T1B,data/nt,17,bf-LM,213,200,6.5000
T1B,data/nt,17,bf-TN,213,200,6.5000
T1B,data/nt,17,bf-SN,231,200,15.5000
T1B,data/nt,17,bbf-best288,213,200,6.5000
T1B,data/nt,17,twbf-best18,213,200,6.5000
T1B,data/nt,17,ish-core,247,200,23.5000
T1B,data/nt,17,sh-greedy,228,200,14.0000
T1B,data/nt,17,ffdh,272,200,36.0000
T1B,data/nt,17,bfdh,272,200,36.0000
T1B,data/nt,17,sas,297,200,48.5000
T1B,data/nt,17,sasm,297,200,48.5000
T1B,data/nt,17,bfs,235,200,17.5000
T1B,data/nt,17,sc,235,200,17.5000
T1B,data/nt,17,scr,242,200,21.0000
T1B,data/nt,17,fh,213,200,6.5000
T1C,data/nt,17,bf-LM,251,200,25.5000
T1C,data/nt,17,bf-TN,241,200,20.5000
T1C,data/nt,17,bf-SN,245,200,22.5000
T1C,data/nt,17,bbf-best288,227,200,13.5000
T1C,data/nt,17,twbf-best18,241,200,20.5000
T1C,data/nt,17,ish-core,241,200,20.5000
T1C,data/nt,17,sh-greedy,236,200,18.0000
T1C,data/nt,17,ffdh,305,200,52.5000
T1C,data/nt,17,bfdh,305,200,52.5000
T1C,data/nt,17,sas,282,200,41.0000
T1C,data/nt,17,sasm,279,200,39.5000
T1C,data/nt,17,bfs,305,200,52.5000
T1C,data/nt,17,sc,305,200,52.5000
T1C,data/nt,17,scr,305,200,52.5000
T1C,data/nt,17,fh,246,200,23.0000
T1D,data/nt,17,bf-LM,210,200,5.0000
T1D,data/nt,17,bf-TN,216,200,8.0000
T1D,data/nt,17,bf-SN,216,200,8.0000
T1D,data/nt,17,bbf-best288,210,200,5.0000
T1D,data/nt,17,twbf-best18,210,200,5.0000
T1D,data/nt,17,ish-core,214,200,7.0000
T1D,data/nt,17,sh-greedy,247,200,23.5000
T1D,data/nt,17,ffdh,291,200,45.5000
T1D,data/nt,17,bfdh,291,200,45.5000
T1D,data/nt,17,sas,314,200,57.0000
T1D,data/nt,17,sasm,295,200,47.5000
T1D,data/nt,17,bfs,269,200,34.5000
T1D,data/nt,17,sc,269,200,34.5000
T1D,data/nt,17,scr,269,200,34.5000
T1D,data/nt,17,fh,222,200,11.0000
T1E,data/nt,17,bf-LM,248,200,24.0000
T1E,data/nt,17,bf-TN,243,200,21.5000
T1E,data/nt,17,bf-SN,242,200,21.0000
T1E,data/nt,17,bbf-best288,222,200,11.0000
T1E,data/nt,17,twbf-best18,230,200,15.0000
T1E,data/nt,17,ish-core,232,200,16.0000
T1E,data/nt,17,sh-greedy,247,200,23.5000
