instance,n_items,ordering,selection,placement,tower,height,lower_bound,gap_pct
ZDF4,820,area,fitness-number,SN,False,410,407,0.7371
ZDF4,820,area,fitness-number,SN,True,410,407,0.7371
ZDF4,820,area,fitness-number,MinD,False,410,407,0.7371
ZDF4,820,area,fitness-number,MinD,True,410,407,0.7371
ZDF4,820,area,fitness-number,MaxD,False,410,407,0.7371
ZDF4,820,area,fitness-number,MaxD,True,410,407,0.7371
ZDF4,820,area,max-area,LM,False,414,407,1.7199
ZDF4,820,area,max-area,LM,True,414,407,1.7199
ZDF4,820,area,max-area,RM,False,415,407,1.9656
ZDF4,820,area,max-area,RM,True,415,407,1.9656
ZDF4,820,area,max-area,TN,False,415,407,1.9656
ZDF4,820,area,max-area,TN,True,415,407,1.9656
ZDF4,820,area,max-area,SN,False,418,407,2.7027
ZDF4,820,area,max-area,SN,True,418,407,2.7027
ZDF4,820,area,max-area,MinD,False,415,407,1.9656
ZDF4,820,area,max-area,MinD,True,415,407,1.9656
ZDF4,820,area,max-area,MaxD,False,416,407,2.2113
ZDF4,820,area,max-area,MaxD,True,416,407,2.2113
ZDF4,820,perimeter,widest-fit,LM,False,413,407,1.4742
ZDF4,820,perimeter,widest-fit,LM,True,413,407,1.4742
ZDF4,820,perimeter,widest-fit,RM,False,411,407,0.9828
ZDF4,820,perimeter,widest-fit,RM,True,411,407,0.9828
ZDF4,820,perimeter,widest-fit,TN,False,412,407,1.2285
ZDF4,820,perimeter,widest-fit,TN,True,412,407,1.2285
ZDF4,820,perimeter,widest-fit,SN,False,414,407,1.7199
ZDF4,820,perimeter,widest-fit,SN,True,414,407,1.7199
ZDF4,820,perimeter,widest-fit,MinD,False,411,407,0.9828
ZDF4,820,perimeter,widest-fit,MinD,True,411,407,0.9828
ZDF4,820,perimeter,widest-fit,MaxD,False,413,407,1.4742
ZDF4,820,perimeter,widest-fit,MaxD,True,413,407,1.4742
ZDF4,820,perimeter,first-fit,LM,False,418,407,2.7027
ZDF4,820,perimeter,first-fit,LM,True,418,407,2.7027
ZDF4,820,perimeter,first-fit,RM,False,415,407,1.9656
ZDF4,820,perimeter,first-fit,RM,True,415,407,1.9656
ZDF4,820,perimeter,first-fit,TN,False,413,407,1.4742
ZDF4,820,perimeter,first-fit,TN,True,413,407,1.4742
ZDF4,820,perimeter,first-fit,SN,False,436,407,7.1253
ZDF4,820,perimeter,first-fit,SN,True,436,407,7.1253
ZDF4,820,perimeter,first-fit,MinD,False,416,407,2.2113
ZDF4,820,perimeter,first-fit,MinD,True,416,407,2.2113
ZDF4,820,perimeter,first-fit,MaxD,False,418,407,2.7027
ZDF4,820,perimeter,first-fit,MaxD,True,418,407,2.7027
ZDF4,820,perimeter,tre,LM,False,408,407,0.2457
ZDF4,820,perimeter,tre,LM,True,408,407,0.2457
ZDF4,820,perimeter,tre,RM,False,409,407,0.4914
ZDF4,820,perimeter,tre,RM,True,409,407,0.4914
ZDF4,820,perimeter,tre,TN,False,408,407,0.2457
ZDF4,820,perimeter,tre,TN,True,408,407,0.2457
ZDF4,820,perimeter,tre,SN,False,410,407,0.7371
ZDF4,820,perimeter,tre,SN,True,410,407,0.7371
ZDF4,820,perimeter,tre,MinD,False,410,407,0.7371
ZDF4,820,perimeter,tre,MinD,True,410,407,0.7371
ZDF4,820,perimeter,tre,MaxD,False,410,407,0.7371
ZDF4,820,perimeter,tre,MaxD,True,410,407,0.7371
ZDF4,820,perimeter,nre,LM,False,409,407,0.4914
ZDF4,820,perimeter,nre,LM,True,409,407,0.4914
ZDF4,820,perimeter,nre,RM,False,409,407,0.4914
ZDF4,820,perimeter,nre,RM,True,409,407,0.4914
ZDF4,820,perimeter,nre,TN,False,409,407,0.4914
ZDF4,820,perimeter,nre,TN,True,409,407,0.4914
ZDF4,820,perimeter,nre,SN,False,408,407,0.2457
ZDF4,820,perimeter,nre,SN,True,408,407,0.2457
ZDF4,820,perimeter,nre,MinD,False,408,407,0.2457
ZDF4,820,perimeter,nre,MinD,True,408,407,0.2457
ZDF4,820,perimeter,nre,MaxD,False,408,407,0.2457
ZDF4,820,perimeter,nre,MaxD,True,408,407,0.2457
ZDF4,820,perimeter,fitness-number,LM,False,408,407,0.2457
ZDF4,820,perimeter,fitness-number,LM,True,408,407,0.2457
ZDF4,820,perimeter,fitness-number,RM,False,408,407,0.2457
ZDF4,820,perimeter,fitness-number,RM,True,408,407,0.2457
ZDF4,820,perimeter,fitness-number,TN,False,408,407,0.2457
ZDF4,820,perimeter,fitness-number,TN,True,408,407,0.2457
ZDF4,820,perimeter,fitness-number,SN,False,408,407,0.2457
ZDF4,820,perimeter,fitness-number,SN,True,408,407,0.2457
ZDF4,820,perimeter,fitness-number,MinD,False,408,407,0.2457
ZDF4,820,perimeter,fitness-number,MinD,True,408,407,0.2457
ZDF4,820,perimeter,fitness-number,MaxD,False,408,407,0.2457
ZDF4,820,perimeter,fitness-number,MaxD,True,408,407,0.2457
ZDF4,820,perimeter,max-area,LM,False,416,407,2.2113
ZDF4,820,perimeter,max-area,LM,True,416,407,2.2113
ZDF4,820,perimeter,max-area,RM,False,415,407,1.9656
ZDF4,820,perimeter,max-area,RM,True,415,407,1.9656
ZDF4,820,perimeter,max-area,TN,False,414,407,1.7199
ZDF4,820,perimeter,max-area,TN,True,414,407,1.7199
ZDF4,820,perimeter,max-area,SN,False,419,407,2.9484
ZDF4,820,perimeter,max-area,SN,True,419,407,2.9484
ZDF4,820,perimeter,max-area,MinD,False,413,407,1.4742
ZDF4,820,perimeter,max-area,MinD,True,413,407,1.4742
ZDF4,820,perimeter,max-area,MaxD,False,418,407,2.7027
ZDF4,820,perimeter,max-area,MaxD,True,418,407,2.7027
ZDF4,820,maxside,widest-fit,LM,False,413,407,1.4742
ZDF4,820,maxside,widest-fit,LM,True,413,407,1.4742
ZDF4,820,maxside,widest-fit,RM,False,411,407,0.9828
ZDF4,820,maxside,widest-fit,RM,True,411,407,0.9828
ZDF4,820,maxside,widest-fit,TN,False,412,407,1.2285
ZDF4,820,maxside,widest-fit,TN,True,412,407,1.2285
ZDF4,820,maxside,widest-fit,SN,False,414,407,1.7199
ZDF4,820,maxside,widest-fit,SN,True,414,407,1.7199
ZDF4,820,maxside,widest-fit,MinD,False,411,407,0.9828
ZDF4,820,maxside,widest-fit,MinD,True,411,407,0.9828
ZDF4,820,maxside,widest-fit,MaxD,False,413,407,1.4742
ZDF4,820,maxside,widest-fit,MaxD,True,413,407,1.4742
ZDF4,820,maxside,first-fit,LM,False,413,407,1.4742
ZDF4,820,maxside,first-fit,LM,True,413,407,1.4742
ZDF4,820,maxside,first-fit,RM,False,413,407,1.4742
ZDF4,820,maxside,first-fit,RM,True,413,407,1.4742
ZDF4,820,maxside,first-fit,TN,False,411,407,0.9828
ZDF4,820,maxside,first-fit,TN,True,411,407,0.9828
ZDF4,820,maxside,first-fit,SN,False,416,407,2.2113
ZDF4,820,maxside,first-fit,SN,True,416,407,2.2113
ZDF4,820,maxside,first-fit,MinD,False,412,407,1.2285
ZDF4,820,maxside,first-fit,MinD,True,412,407,1.2285
ZDF4,820,maxside,first-fit,MaxD,False,414,407,1.7199
ZDF4,820,maxside,first-fit,MaxD,True,414,407,1.7199
ZDF4,820,maxside,tre,LM,False,410,407,0.7371
ZDF4,820,maxside,tre,LM,True,410,407,0.7371
ZDF4,820,maxside,tre,RM,False,410,407,0.7371
ZDF4,820,maxside,tre,RM,True,410,407,0.7371
ZDF4,820,maxside,tre,TN,False,410,407,0.7371
ZDF4,820,maxside,tre,TN,True,410,407,0.7371
ZDF4,820,maxside,tre,SN,False,411,407,0.9828
ZDF4,820,maxside,tre,SN,True,411,407,0.9828
ZDF4,820,maxside,tre,MinD,False,410,407,0.7371
ZDF4,820,maxside,tre,MinD,True,410,407,0.7371
ZDF4,820,maxside,tre,MaxD,False,411,407,0.9828
ZDF4,820,maxside,tre,MaxD,True,411,407,0.9828
ZDF4,820,maxside,nre,LM,False,410,407,0.7371
ZDF4,820,maxside,nre,LM,True,410,407,0.7371
ZDF4,820,maxside,nre,RM,False,410,407,0.7371
ZDF4,820,maxside,nre,RM,True,410,407,0.7371
ZDF4,820,maxside,nre,TN,False,410,407,0.7371
ZDF4,820,maxside,nre,TN,True,410,407,0.7371
ZDF4,820,maxside,nre,SN,False,408,407,0.2457
ZDF4,820,maxside,nre,SN,True,408,407,0.2457
ZDF4,820,maxside,nre,MinD,False,410,407,0.7371
ZDF4,820,maxside,nre,MinD,True,410,407,0.7371
ZDF4,820,maxside,nre,MaxD,False,408,407,0.2457
ZDF4,820,maxside,nre,MaxD,True,408,407,0.2457
ZDF4,820,maxside,fitness-number,LM,False,410,407,0.7371
ZDF4,820,maxside,fitness-number,LM,True,410,407,0.7371
ZDF4,820,maxside,fitness-number,RM,False,410,407,0.7371
ZDF4,820,maxside,fitness-number,RM,True,410,407,0.7371
ZDF4,820,maxside,fitness-number,TN,False,410,407,0.7371
ZDF4,820,maxside,fitness-number,TN,True,410,407,0.7371
ZDF4,820,maxside,fitness-number,SN,False,410,407,0.7371
ZDF4,820,maxside,fitness-number,SN,True,410,407,0.7371
ZDF4,820,maxside,fitness-number,MinD,False,410,407,0.7371
ZDF4,820,maxside,fitness-number,MinD,True,410,407,0.7371
ZDF4,820,maxside,fitness-number,MaxD,False,410,407,0.7371
ZDF4,820,maxside,fitness-number,MaxD,True,410,407,0.7371
ZDF4,820,maxside,max-area,LM,False,417,407,2.4570
ZDF4,820,maxside,max-area,LM,True,417,407,2.4570
ZDF4,820,maxside,max-area,RM,False,415,407,1.9656
ZDF4,820,maxside,max-area,RM,True,415,407,1.9656
ZDF4,820,maxside,max-area,TN,False,413,407,1.4742
ZDF4,820,maxside,max-area,TN,True,413,407,1.4742
ZDF4,820,maxside,max-area,SN,False,416,407,2.2113
ZDF4,820,maxside,max-area,SN,True,416,407,2.2113
ZDF4,820,maxside,max-area,MinD,False,416,407,2.2113
ZDF4,820,maxside,max-area,MinD,True,416,407,2.2113
ZDF4,820,maxside,max-area,MaxD,False,419,407,2.9484
ZDF4,820,maxside,max-area,MaxD,True,419,407,2.9484
ZDF4,820,diagonal,widest-fit,LM,False,413,407,1.4742
ZDF4,820,diagonal,widest-fit,LM,True,413,407,1.4742
ZDF4,820,diagonal,widest-fit,RM,False,411,407,0.9828
ZDF4,820,diagonal,widest-fit,RM,True,411,407,0.9828
ZDF4,820,diagonal,widest-fit,TN,False,412,407,1.2285
ZDF4,820,diagonal,widest-fit,TN,True,412,407,1.2285
ZDF4,820,diagonal,widest-fit,SN,False,414,407,1.7199
ZDF4,820,diagonal,widest-fit,SN,True,414,407,1.7199
ZDF4,820,diagonal,widest-fit,MinD,False,411,407,0.9828
ZDF4,820,diagonal,widest-fit,MinD,True,411,407,0.9828
ZDF4,820,diagonal,widest-fit,MaxD,False,413,407,1.4742
ZDF4,820,diagonal,widest-fit,MaxD,True,413,407,1.4742
ZDF4,820,diagonal,first-fit,LM,False,419,407,2.9484
ZDF4,820,diagonal,first-fit,LM,True,419,407,2.9484
ZDF4,820,diagonal,first-fit,RM,False,419,407,2.9484
ZDF4,820,diagonal,first-fit,RM,True,419,407,2.9484
ZDF4,820,diagonal,first-fit,TN,False,411,407,0.9828
ZDF4,820,diagonal,first-fit,TN,True,411,407,0.9828
ZDF4,820,diagonal,first-fit,SN,False,421,407,3.4398
ZDF4,820,diagonal,first-fit,SN,True,421,407,3.4398
ZDF4,820,diagonal,first-fit,MinD,False,438,407,7.6167
ZDF4,820,diagonal,first-fit,MinD,True,438,407,7.6167
ZDF4,820,diagonal,first-fit,MaxD,False,417,407,2.4570
ZDF4,820,diagonal,first-fit,MaxD,True,417,407,2.4570
ZDF4,820,diagonal,tre,LM,False,409,407,0.4914
ZDF4,820,diagonal,tre,LM,True,409,407,0.4914
ZDF4,820,diagonal,tre,RM,False,409,407,0.4914
ZDF4,820,diagonal,tre,RM,True,409,407,0.4914
ZDF4,820,diagonal,tre,TN,False,409,407,0.4914
ZDF4,820,diagonal,tre,TN,True,409,407,0.4914
ZDF4,820,diagonal,tre,SN,False,409,407,0.4914
ZDF4,820,diagonal,tre,SN,True,409,407,0.4914
ZDF4,820,diagonal,tre,MinD,False,408,407,0.2457
ZDF4,820,diagonal,tre,MinD,True,408,407,0.2457
ZDF4,820,diagonal,tre,MaxD,False,409,407,0.4914
ZDF4,820,diagonal,tre,MaxD,True,409,407,0.4914
ZDF4,820,diagonal,nre,LM,False,409,407,0.4914
ZDF4,820,diagonal,nre,LM,True,409,407,0.4914
ZDF4,820,diagonal,nre,RM,False,409,407,0.4914
ZDF4,820,diagonal,nre,RM,True,409,407,0.4914
ZDF4,820,diagonal,nre,TN,False,409,407,0.4914
ZDF4,820,diagonal,nre,TN,True,409,407,0.4914
ZDF4,820,diagonal,nre,SN,False,409,407,0.4914
ZDF4,820,diagonal,nre,SN,True,409,407,0.4914
ZDF4,820,diagonal,nre,MinD,False,408,407,0.2457
ZDF4,820,diagonal,nre,MinD,True,408,407,0.2457
ZDF4,820,diagonal,nre,MaxD,False,408,407,0.2457
ZDF4,820,diagonal,nre,MaxD,True,408,407,0.2457
ZDF4,820,diagonal,fitness-number,LM,False,408,407,0.2457
ZDF4,820,diagonal,fitness-number,LM,True,408,407,0.2457
ZDF4,820,diagonal,fitness-number,RM,False,408,407,0.2457
ZDF4,820,diagonal,fitness-number,RM,True,408,407,0.2457
ZDF4,820,diagonal,fitness-number,TN,False,408,407,0.2457
ZDF4,820,diagonal,fitness-number,TN,True,408,407,0.2457
ZDF4,820,diagonal,fitness-number,SN,False,408,407,0.2457
ZDF4,820,diagonal,fitness-number,SN,True,408,407,0.2457
ZDF4,820,diagonal,fitness-number,MinD,False,408,407,0.2457
ZDF4,820,diagonal,fitness-number,MinD,True,408,407,0.2457
ZDF4,820,diagonal,fitness-number,MaxD,False,408,407,0.2457
ZDF4,820,diagonal,fitness-number,MaxD,True,408,407,0.2457
ZDF4,820,diagonal,max-area,LM,False,416,407,2.2113
ZDF4,820,diagonal,max-area,LM,True,416,407,2.2113
ZDF4,820,diagonal,max-area,RM,False,414,407,1.7199
ZDF4,820,diagonal,max-area,RM,True,414,407,1.7199
ZDF4,820,diagonal,max-area,TN,False,412,407,1.2285
ZDF4,820,diagonal,max-area,TN,True,412,407,1.2285
ZDF4,820,diagonal,max-area,SN,False,417,407,2.4570
ZDF4,820,diagonal,max-area,SN,True,417,407,2.4570
ZDF4,820,diagonal,max-area,MinD,False,416,407,2.2113
ZDF4,820,diagonal,max-area,MinD,True,416,407,2.2113
ZDF4,820,diagonal,max-area,MaxD,False,417,407,2.4570
ZDF4,820,diagonal,max-area,MaxD,True,417,407,2.4570
ZDF5,900,width,widest-fit,LM,False,437,434,0.6912
ZDF5,900,width,widest-fit,LM,True,437,434,0.6912
ZDF5,900,width,widest-fit,RM,False,437,434,0.6912
ZDF5,900,width,widest-fit,RM,True,437,434,0.6912
ZDF5,900,width,widest-fit,TN,False,437,434,0.6912
ZDF5,900,width,widest-fit,TN,True,437,434,0.6912
ZDF5,900,width,widest-fit,SN,False,438,434,0.9217
ZDF5,900,width,widest-fit,SN,True,438,434,0.9217
ZDF5,900,width,widest-fit,MinD,False,436,434,0.4608
ZDF5,900,width,widest-fit,MinD,True,436,434,0.4608
ZDF5,900,width,widest-fit,MaxD,False,437,434,0.6912
ZDF5,900,width,widest-fit,MaxD,True,437,434,0.6912
ZDF5,900,width,first-fit,LM,False,441,434,1.6129
ZDF5,900,width,first-fit,LM,True,441,434,1.6129
ZDF5,900,width,first-fit,RM,False,440,434,1.3825
ZDF5,900,width,first-fit,RM,True,440,434,1.3825
ZDF5,900,width,first-fit,TN,False,438,434,0.9217
ZDF5,900,width,first-fit,TN,True,438,434,0.9217
ZDF5,900,width,first-fit,SN,False,442,434,1.8433
ZDF5,900,width,first-fit,SN,True,442,434,1.8433
ZDF5,900,width,first-fit,MinD,False,440,434,1.3825
ZDF5,900,width,first-fit,MinD,True,440,434,1.3825
ZDF5,900,width,first-fit,MaxD,False,440,434,1.3825
ZDF5,900,width,first-fit,MaxD,True,440,434,1.3825
ZDF5,900,width,tre,LM,False,436,434,0.4608
ZDF5,900,width,tre,LM,True,436,434,0.4608
ZDF5,900,width,tre,RM,False,436,434,0.4608
ZDF5,900,width,tre,RM,True,436,434,0.4608
ZDF5,900,width,tre,TN,False,436,434,0.4608
ZDF5,900,width,tre,TN,True,436,434,0.4608
ZDF5,900,width,tre,SN,False,438,434,0.9217
ZDF5,900,width,tre,SN,True,438,434,0.9217
ZDF5,900,width,tre,MinD,False,436,434,0.4608
ZDF5,900,width,tre,MinD,True,436,434,0.4608
ZDF5,900,width,tre,MaxD,False,435,434,0.2304
ZDF5,900,width,tre,MaxD,True,435,434,0.2304
ZDF5,900,width,nre,LM,False,434,434,0.0000
ZDF5,900,width,nre,LM,True,434,434,0.0000
ZDF5,900,width,nre,RM,False,434,434,0.0000
ZDF5,900,width,nre,RM,True,434,434,0.0000
ZDF5,900,width,nre,TN,False,435,434,0.2304
ZDF5,900,width,nre,TN,True,435,434,0.2304
ZDF5,900,width,nre,SN,False,435,434,0.2304
ZDF5,900,width,nre,SN,True,435,434,0.2304
ZDF5,900,width,nre,MinD,False,436,434,0.4608
ZDF5,900,width,nre,MinD,True,436,434,0.4608
ZDF5,900,width,nre,MaxD,False,434,434,0.0000
ZDF5,900,width,nre,MaxD,True,434,434,0.0000
ZDF5,900,width,fitness-number,LM,False,435,434,0.2304
ZDF5,900,width,fitness-number,LM,True,435,434,0.2304
ZDF5,900,width,fitness-number,RM,False,435,434,0.2304
ZDF5,900,width,fitness-number,RM,True,435,434,0.2304
ZDF5,900,width,fitness-number,TN,False,435,434,0.2304
ZDF5,900,width,fitness-number,TN,True,435,434,0.2304
ZDF5,900,width,fitness-number,SN,False,435,434,0.2304
ZDF5,900,width,fitness-number,SN,True,435,434,0.2304
ZDF5,900,width,fitness-number,MinD,False,435,434,0.2304
ZDF5,900,width,fitness-number,MinD,True,435,434,0.2304
ZDF5,900,width,fitness-number,MaxD,False,435,434,0.2304
ZDF5,900,width,fitness-number,MaxD,True,435,434,0.2304
ZDF5,900,width,max-area,LM,False,443,434,2.0737
ZDF5,900,width,max-area,LM,True,443,434,2.0737
ZDF5,900,width,max-area,RM,False,441,434,1.6129
ZDF5,900,width,max-area,RM,True,441,434,1.6129
ZDF5,900,width,max-area,TN,False,439,434,1.1521
ZDF5,900,width,max-area,TN,True,439,434,1.1521
ZDF5,900,width,max-area,SN,False,447,434,2.9954
ZDF5,900,width,max-area,SN,True,447,434,2.9954
ZDF5,900,width,max-area,MinD,False,440,434,1.3825
ZDF5,900,width,max-area,MinD,True,440,434,1.3825
ZDF5,900,width,max-area,MaxD,False,443,434,2.0737
ZDF5,900,width,max-area,MaxD,True,443,434,2.0737
ZDF5,900,height,widest-fit,LM,False,437,434,0.6912
ZDF5,900,height,widest-fit,LM,True,437,434,0.6912
ZDF5,900,height,widest-fit,RM,False,437,434,0.6912
ZDF5,900,height,widest-fit,RM,True,437,434,0.6912
ZDF5,900,height,widest-fit,TN,False,437,434,0.6912
ZDF5,900,height,widest-fit,TN,True,437,434,0.6912
ZDF5,900,height,widest-fit,SN,False,438,434,0.9217
ZDF5,900,height,widest-fit,SN,True,438,434,0.9217
ZDF5,900,height,widest-fit,MinD,False,436,434,0.4608
ZDF5,900,height,widest-fit,MinD,True,436,434,0.4608
ZDF5,900,height,widest-fit,MaxD,False,437,434,0.6912
ZDF5,900,height,widest-fit,MaxD,True,437,434,0.6912
ZDF5,900,height,first-fit,LM,False,441,434,1.6129
ZDF5,900,height,first-fit,LM,True,441,434,1.6129
ZDF5,900,height,first-fit,RM,False,444,434,2.3041
ZDF5,900,height,first-fit,RM,True,444,434,2.3041
ZDF5,900,height,first-fit,TN,False,441,434,1.6129
ZDF5,900,height,first-fit,TN,True,441,434,1.6129
ZDF5,900,height,first-fit,SN,False,447,434,2.9954
ZDF5,900,height,first-fit,SN,True,447,434,2.9954
ZDF5,900,height,first-fit,MinD,False,442,434,1.8433
ZDF5,900,height,first-fit,MinD,True,442,434,1.8433
ZDF5,900,height,first-fit,MaxD,False,447,434,2.9954
ZDF5,900,height,first-fit,MaxD,True,447,434,2.9954
ZDF5,900,height,tre,LM,False,434,434,0.0000
ZDF5,900,height,tre,LM,True,434,434,0.0000
ZDF5,900,height,tre,RM,False,434,434,0.0000
ZDF5,900,height,tre,RM,True,434,434,0.0000
ZDF5,900,height,tre,TN,False,435,434,0.2304
ZDF5,900,height,tre,TN,True,435,434,0.2304
ZDF5,900,height,tre,SN,False,436,434,0.4608
ZDF5,900,height,tre,SN,True,436,434,0.4608
ZDF5,900,height,tre,MinD,False,435,434,0.2304
ZDF5,900,height,tre,MinD,True,435,434,0.2304
ZDF5,900,height,tre,MaxD,False,435,434,0.2304
ZDF5,900,height,tre,MaxD,True,435,434,0.2304
ZDF5,900,height,nre,LM,False,434,434,0.0000
ZDF5,900,height,nre,LM,True,434,434,0.0000
ZDF5,900,height,nre,RM,False,434,434,0.0000
ZDF5,900,height,nre,RM,True,434,434,0.0000
ZDF5,900,height,nre,TN,False,439,434,1.1521
ZDF5,900,height,nre,TN,True,436,434,0.4608
ZDF5,900,height,nre,SN,False,434,434,0.0000
ZDF5,900,height,nre,SN,True,434,434,0.0000
ZDF5,900,height,nre,MinD,False,434,434,0.0000
ZDF5,900,height,nre,MinD,True,434,434,0.0000
ZDF5,900,height,nre,MaxD,False,434,434,0.0000
ZDF5,900,height,nre,MaxD,True,434,434,0.0000
ZDF5,900,height,fitness-number,LM,False,435,434,0.2304
ZDF5,900,height,fitness-number,LM,True,435,434,0.2304
ZDF5,900,height,fitness-number,RM,False,435,434,0.2304
ZDF5,900,height,fitness-number,RM,True,435,434,0.2304
ZDF5,900,height,fitness-number,TN,False,435,434,0.2304
ZDF5,900,height,fitness-number,TN,True,435,434,0.2304
ZDF5,900,height,fitness-number,SN,False,435,434,0.2304
ZDF5,900,height,fitness-number,SN,True,435,434,0.2304
ZDF5,900,height,fitness-number,MinD,False,435,434,0.2304
ZDF5,900,height,fitness-number,MinD,True,435,434,0.2304
ZDF5,900,height,fitness-number,MaxD,False,435,434,0.2304
ZDF5,900,height,fitness-number,MaxD,True,435,434,0.2304
ZDF5,900,height,max-area,LM,False,441,434,1.6129
ZDF5,900,height,max-area,LM,True,441,434,1.6129
ZDF5,900,height,max-area,RM,False,444,434,2.3041
ZDF5,900,height,max-area,RM,True,444,434,2.3041
ZDF5,900,height,max-area,TN,False,441,434,1.6129
ZDF5,900,height,max-area,TN,True,441,434,1.6129
ZDF5,900,height,max-area,SN,False,447,434,2.9954
ZDF5,900,height,max-area,SN,True,447,434,2.9954
ZDF5,900,height,max-area,MinD,False,442,434,1.8433
ZDF5,900,height,max-area,MinD,True,442,434,1.8433
ZDF5,900,height,max-area,MaxD,False,447,434,2.9954
ZDF5,900,height,max-area,MaxD,True,447,434,2.9954
ZDF5,900,area,widest-fit,LM,False,437,434,0.6912
ZDF5,900,area,widest-fit,LM,True,437,434,0.6912
ZDF5,900,area,widest-fit,RM,False,437,434,0.6912
ZDF5,900,area,widest-fit,RM,True,437,434,0.6912
ZDF5,900,area,widest-fit,TN,False,437,434,0.6912
ZDF5,900,area,widest-fit,TN,True,437,434,0.6912
ZDF5,900,area,widest-fit,SN,False,438,434,0.9217
ZDF5,900,area,widest-fit,SN,True,438,434,0.9217
ZDF5,900,area,widest-fit,MinD,False,436,434,0.4608
ZDF5,900,area,widest-fit,MinD,True,436,434,0.4608
ZDF5,900,area,widest-fit,MaxD,False,437,434,0.6912
ZDF5,900,area,widest-fit,MaxD,True,437,434,0.6912
ZDF5,900,area,first-fit,LM,False,445,434,2.5346
ZDF5,900,area,first-fit,LM,True,445,434,2.5346
ZDF5,900,area,first-fit,RM,False,443,434,2.0737
ZDF5,900,area,first-fit,RM,True,443,434,2.0737
ZDF5,900,area,first-fit,TN,False,440,434,1.3825
ZDF5,900,area,first-fit,TN,True,440,434,1.3825
ZDF5,900,area,first-fit,SN,False,450,434,3.6866
ZDF5,900,area,first-fit,SN,True,450,434,3.6866
ZDF5,900,area,first-fit,MinD,False,441,434,1.6129
ZDF5,900,area,first-fit,MinD,True,441,434,1.6129
ZDF5,900,area,first-fit,MaxD,False,446,434,2.7650
ZDF5,900,area,first-fit,MaxD,True,446,434,2.7650
ZDF5,900,area,tre,LM,False,435,434,0.2304
ZDF5,900,area,tre,LM,True,435,434,0.2304
ZDF5,900,area,tre,RM,False,435,434,0.2304
ZDF5,900,area,tre,RM,True,435,434,0.2304
ZDF5,900,area,tre,TN,False,435,434,0.2304
ZDF5,900,area,tre,TN,True,435,434,0.2304
ZDF5,900,area,tre,SN,False,435,434,0.2304
ZDF5,900,area,tre,SN,True,435,434,0.2304
ZDF5,900,area,tre,MinD,False,435,434,0.2304
ZDF5,900,area,tre,MinD,True,435,434,0.2304
ZDF5,900,area,tre,MaxD,False,435,434,0.2304
ZDF5,900,area,tre,MaxD,True,435,434,0.2304
ZDF5,900,area,nre,LM,False,434,434,0.0000
ZDF5,900,area,nre,LM,True,434,434,0.0000
ZDF5,900,area,nre,RM,False,434,434,0.0000
ZDF5,900,area,nre,RM,True,434,434,0.0000
ZDF5,900,area,nre,TN,False,434,434,0.0000
ZDF5,900,area,nre,TN,True,434,434,0.0000
ZDF5,900,area,nre,SN,False,435,434,0.2304
ZDF5,900,area,nre,SN,True,435,434,0.2304
ZDF5,900,area,nre,MinD,False,435,434,0.2304
ZDF5,900,area,nre,MinD,True,435,434,0.2304
ZDF5,900,area,nre,MaxD,False,435,434,0.2304
ZDF5,900,area,nre,MaxD,True,435,434,0.2304
ZDF5,900,area,fitness-number,LM,False,436,434,0.4608
ZDF5,900,area,fitness-number,LM,True,436,434,0.4608
ZDF5,900,area,fitness-number,RM,False,436,434,0.4608
ZDF5,900,area,fitness-number,RM,True,436,434,0.4608
ZDF5,900,area,fitness-number,TN,False,436,434,0.4608
ZDF5,900,area,fitness-number,TN,True,436,434,0.4608
ZDF5,900,area,fitness-number,SN,False,436,434,0.4608
ZDF5,900,area,fitness-number,SN,True,436,434,0.4608
ZDF5,900,area,fitness-number,MinD,False,436,434,0.4608
ZDF5,900,area,fitness-number,MinD,True,436,434,0.4608
ZDF5,900,area,fitness-number,MaxD,False,436,434,0.4608
ZDF5,900,area,fitness-number,MaxD,True,436,434,0.4608
ZDF5,900,area,max-area,LM,False,440,434,1.3825
ZDF5,900,area,max-area,LM,True,440,434,1.3825
ZDF5,900,area,max-area,RM,False,440,434,1.3825
ZDF5,900,area,max-area,RM,True,440,434,1.3825
ZDF5,900,area,max-area,TN,False,441,434,1.6129
ZDF5,900,area,max-area,TN,True,441,434,1.6129
ZDF5,900,area,max-area,SN,False,443,434,2.0737
ZDF5,900,area,max-area,SN,True,443,434,2.0737
ZDF5,900,area,max-area,MinD,False,441,434,1.6129
ZDF5,900,area,max-area,MinD,True,441,434,1.6129
ZDF5,900,area,max-area,MaxD,False,444,434,2.3041
ZDF5,900,area,max-area,MaxD,True,444,434,2.3041
ZDF5,900,perimeter,widest-fit,LM,False,437,434,0.6912
ZDF5,900,perimeter,widest-fit,LM,True,437,434,0.6912
ZDF5,900,perimeter,widest-fit,RM,False,437,434,0.6912
ZDF5,900,perimeter,widest-fit,RM,True,437,434,0.6912
ZDF5,900,perimeter,widest-fit,TN,False,437,434,0.6912
ZDF5,900,perimeter,widest-fit,TN,True,437,434,0.6912
ZDF5,900,perimeter,widest-fit,SN,False,438,434,0.9217
ZDF5,900,perimeter,widest-fit,SN,True,438,434,0.9217
ZDF5,900,perimeter,widest-fit,MinD,False,436,434,0.4608
ZDF5,900,perimeter,widest-fit,MinD,True,436,434,0.4608
