instance,n_items,ordering,selection,placement,tower,height,lower_bound,gap_pct
ZDF5,900,perimeter,widest-fit,MaxD,False,437,434,0.6912
ZDF5,900,perimeter,widest-fit,MaxD,True,437,434,0.6912
ZDF5,900,perimeter,first-fit,LM,False,443,434,2.0737
ZDF5,900,perimeter,first-fit,LM,True,443,434,2.0737
ZDF5,900,perimeter,first-fit,RM,False,445,434,2.5346
ZDF5,900,perimeter,first-fit,RM,True,445,434,2.5346
ZDF5,900,perimeter,first-fit,TN,False,437,434,0.6912
ZDF5,900,perimeter,first-fit,TN,True,437,434,0.6912
ZDF5,900,perimeter,first-fit,SN,False,446,434,2.7650
ZDF5,900,perimeter,first-fit,SN,True,446,434,2.7650
ZDF5,900,perimeter,first-fit,MinD,False,441,434,1.6129
ZDF5,900,perimeter,first-fit,MinD,True,441,434,1.6129
ZDF5,900,perimeter,first-fit,MaxD,False,446,434,2.7650
ZDF5,900,perimeter,first-fit,MaxD,True,446,434,2.7650
ZDF5,900,perimeter,tre,LM,False,435,434,0.2304
ZDF5,900,perimeter,tre,LM,True,435,434,0.2304
ZDF5,900,perimeter,tre,RM,False,435,434,0.2304
ZDF5,900,perimeter,tre,RM,True,435,434,0.2304
ZDF5,900,perimeter,tre,TN,False,435,434,0.2304
ZDF5,900,perimeter,tre,TN,True,435,434,0.2304
ZDF5,900,perimeter,tre,SN,False,437,434,0.6912
ZDF5,900,perimeter,tre,SN,True,437,434,0.6912
ZDF5,900,perimeter,tre,MinD,False,436,434,0.4608
ZDF5,900,perimeter,tre,MinD,True,436,434,0.4608
ZDF5,900,perimeter,tre,MaxD,False,436,434,0.4608
ZDF5,900,perimeter,tre,MaxD,True,436,434,0.4608
ZDF5,900,perimeter,nre,LM,False,434,434,0.0000
ZDF5,900,perimeter,nre,LM,True,434,434,0.0000
ZDF5,900,perimeter,nre,RM,False,434,434,0.0000
ZDF5,900,perimeter,nre,RM,True,434,434,0.0000
ZDF5,900,perimeter,nre,TN,False,434,434,0.0000
ZDF5,900,perimeter,nre,TN,True,434,434,0.0000
ZDF5,900,perimeter,nre,SN,False,436,434,0.4608
ZDF5,900,perimeter,nre,SN,True,436,434,0.4608
ZDF5,900,perimeter,nre,MinD,False,436,434,0.4608
ZDF5,900,perimeter,nre,MinD,True,436,434,0.4608
ZDF5,900,perimeter,nre,MaxD,False,435,434,0.2304
ZDF5,900,perimeter,nre,MaxD,True,435,434,0.2304
ZDF5,900,perimeter,fitness-number,LM,False,436,434,0.4608
ZDF5,900,perimeter,fitness-number,LM,True,436,434,0.4608
ZDF5,900,perimeter,fitness-number,RM,False,436,434,0.4608
ZDF5,900,perimeter,fitness-number,RM,True,436,434,0.4608
ZDF5,900,perimeter,fitness-number,TN,False,436,434,0.4608
ZDF5,900,perimeter,fitness-number,TN,True,436,434,0.4608
ZDF5,900,perimeter,fitness-number,SN,False,436,434,0.4608
ZDF5,900,perimeter,fitness-number,SN,True,436,434,0.4608
ZDF5,900,perimeter,fitness-number,MinD,False,436,434,0.4608
ZDF5,900,perimeter,fitness-number,MinD,True,436,434,0.4608
ZDF5,900,perimeter,fitness-number,MaxD,False,436,434,0.4608
ZDF5,900,perimeter,fitness-number,MaxD,True,436,434,0.4608
ZDF5,900,perimeter,max-area,LM,False,440,434,1.3825
ZDF5,900,perimeter,max-area,LM,True,440,434,1.3825
ZDF5,900,perimeter,max-area,RM,False,441,434,1.6129
ZDF5,900,perimeter,max-area,RM,True,441,434,1.6129
ZDF5,900,perimeter,max-area,TN,False,438,434,0.9217
ZDF5,900,perimeter,max-area,TN,True,438,434,0.9217
ZDF5,900,perimeter,max-area,SN,False,445,434,2.5346
ZDF5,900,perimeter,max-area,SN,True,445,434,2.5346
ZDF5,900,perimeter,max-area,MinD,False,440,434,1.3825
ZDF5,900,perimeter,max-area,MinD,True,440,434,1.3825
ZDF5,900,perimeter,max-area,MaxD,False,442,434,1.8433
ZDF5,900,perimeter,max-area,MaxD,True,442,434,1.8433
ZDF5,900,maxside,widest-fit,LM,False,437,434,0.6912
ZDF5,900,maxside,widest-fit,LM,True,437,434,0.6912
ZDF5,900,maxside,widest-fit,RM,False,437,434,0.6912
ZDF5,900,maxside,widest-fit,RM,True,437,434,0.6912
ZDF5,900,maxside,widest-fit,TN,False,437,434,0.6912
ZDF5,900,maxside,widest-fit,TN,True,437,434,0.6912
ZDF5,900,maxside,widest-fit,SN,False,438,434,0.9217
ZDF5,900,maxside,widest-fit,SN,True,438,434,0.9217
ZDF5,900,maxside,widest-fit,MinD,False,436,434,0.4608
ZDF5,900,maxside,widest-fit,MinD,True,436,434,0.4608
ZDF5,900,maxside,widest-fit,MaxD,False,437,434,0.6912
ZDF5,900,maxside,widest-fit,MaxD,True,437,434,0.6912
ZDF5,900,maxside,first-fit,LM,False,441,434,1.6129
ZDF5,900,maxside,first-fit,LM,True,441,434,1.6129
ZDF5,900,maxside,first-fit,RM,False,440,434,1.3825
ZDF5,900,maxside,first-fit,RM,True,440,434,1.3825
ZDF5,900,maxside,first-fit,TN,False,438,434,0.9217
ZDF5,900,maxside,first-fit,TN,True,438,434,0.9217
ZDF5,900,maxside,first-fit,SN,False,442,434,1.8433
ZDF5,900,maxside,first-fit,SN,True,442,434,1.8433
ZDF5,900,maxside,first-fit,MinD,False,440,434,1.3825
ZDF5,900,maxside,first-fit,MinD,True,440,434,1.3825
ZDF5,900,maxside,first-fit,MaxD,False,440,434,1.3825
ZDF5,900,maxside,first-fit,MaxD,True,440,434,1.3825
ZDF5,900,maxside,tre,LM,False,436,434,0.4608
ZDF5,900,maxside,tre,LM,True,436,434,0.4608
ZDF5,900,maxside,tre,RM,False,436,434,0.4608
ZDF5,900,maxside,tre,RM,True,436,434,0.4608
ZDF5,900,maxside,tre,TN,False,436,434,0.4608
ZDF5,900,maxside,tre,TN,True,436,434,0.4608
ZDF5,900,maxside,tre,SN,False,438,434,0.9217
ZDF5,900,maxside,tre,SN,True,438,434,0.9217
ZDF5,900,maxside,tre,MinD,False,436,434,0.4608
ZDF5,900,maxside,tre,MinD,True,436,434,0.4608
ZDF5,900,maxside,tre,MaxD,False,435,434,0.2304
ZDF5,900,maxside,tre,MaxD,True,435,434,0.2304
ZDF5,900,maxside,nre,LM,False,434,434,0.0000
ZDF5,900,maxside,nre,LM,True,434,434,0.0000
ZDF5,900,maxside,nre,RM,False,434,434,0.0000
ZDF5,900,maxside,nre,RM,True,434,434,0.0000
ZDF5,900,maxside,nre,TN,False,435,434,0.2304
ZDF5,900,maxside,nre,TN,True,435,434,0.2304
ZDF5,900,maxside,nre,SN,False,435,434,0.2304
ZDF5,900,maxside,nre,SN,True,435,434,0.2304
ZDF5,900,maxside,nre,MinD,False,436,434,0.4608
ZDF5,900,maxside,nre,MinD,True,436,434,0.4608
ZDF5,900,maxside,nre,MaxD,False,434,434,0.0000
ZDF5,900,maxside,nre,MaxD,True,434,434,0.0000
ZDF5,900,maxside,fitness-number,LM,False,435,434,0.2304
ZDF5,900,maxside,fitness-number,LM,True,435,434,0.2304
ZDF5,900,maxside,fitness-number,RM,False,435,434,0.2304
ZDF5,900,maxside,fitness-number,RM,True,435,434,0.2304
ZDF5,900,maxside,fitness-number,TN,False,435,434,0.2304
ZDF5,900,maxside,fitness-number,TN,True,435,434,0.2304
ZDF5,900,maxside,fitness-number,SN,False,435,434,0.2304
ZDF5,900,maxside,fitness-number,SN,True,435,434,0.2304
ZDF5,900,maxside,fitness-number,MinD,False,435,434,0.2304
ZDF5,900,maxside,fitness-number,MinD,True,435,434,0.2304
ZDF5,900,maxside,fitness-number,MaxD,False,435,434,0.2304
ZDF5,900,maxside,fitness-number,MaxD,True,435,434,0.2304
ZDF5,900,maxside,max-area,LM,False,443,434,2.0737
ZDF5,900,maxside,max-area,LM,True,443,434,2.0737
ZDF5,900,maxside,max-area,RM,False,441,434,1.6129
ZDF5,900,maxside,max-area,RM,True,441,434,1.6129
ZDF5,900,maxside,max-area,TN,False,439,434,1.1521
ZDF5,900,maxside,max-area,TN,True,439,434,1.1521
ZDF5,900,maxside,max-area,SN,False,447,434,2.9954
ZDF5,900,maxside,max-area,SN,True,447,434,2.9954
ZDF5,900,maxside,max-area,MinD,False,440,434,1.3825
ZDF5,900,maxside,max-area,MinD,True,440,434,1.3825
ZDF5,900,maxside,max-area,MaxD,False,443,434,2.0737
ZDF5,900,maxside,max-area,MaxD,True,443,434,2.0737
ZDF5,900,diagonal,widest-fit,LM,False,437,434,0.6912
ZDF5,900,diagonal,widest-fit,LM,True,437,434,0.6912
ZDF5,900,diagonal,widest-fit,RM,False,437,434,0.6912
ZDF5,900,diagonal,widest-fit,RM,True,437,434,0.6912
ZDF5,900,diagonal,widest-fit,TN,False,437,434,0.6912
ZDF5,900,diagonal,widest-fit,TN,True,437,434,0.6912
ZDF5,900,diagonal,widest-fit,SN,False,438,434,0.9217
ZDF5,900,diagonal,widest-fit,SN,True,438,434,0.9217
ZDF5,900,diagonal,widest-fit,MinD,False,436,434,0.4608
ZDF5,900,diagonal,widest-fit,MinD,True,436,434,0.4608
ZDF5,900,diagonal,widest-fit,MaxD,False,437,434,0.6912
ZDF5,900,diagonal,widest-fit,MaxD,True,437,434,0.6912
ZDF5,900,diagonal,first-fit,LM,False,444,434,2.3041
ZDF5,900,diagonal,first-fit,LM,True,444,434,2.3041
ZDF5,900,diagonal,first-fit,RM,False,441,434,1.6129
ZDF5,900,diagonal,first-fit,RM,True,441,434,1.6129
ZDF5,900,diagonal,first-fit,TN,False,439,434,1.1521
ZDF5,900,diagonal,first-fit,TN,True,439,434,1.1521
ZDF5,900,diagonal,first-fit,SN,False,443,434,2.0737
ZDF5,900,diagonal,first-fit,SN,True,443,434,2.0737
ZDF5,900,diagonal,first-fit,MinD,False,439,434,1.1521
ZDF5,900,diagonal,first-fit,MinD,True,439,434,1.1521
ZDF5,900,diagonal,first-fit,MaxD,False,461,434,6.2212
ZDF5,900,diagonal,first-fit,MaxD,True,461,434,6.2212
ZDF5,900,diagonal,tre,LM,False,434,434,0.0000
ZDF5,900,diagonal,tre,LM,True,434,434,0.0000
ZDF5,900,diagonal,tre,RM,False,435,434,0.2304
ZDF5,900,diagonal,tre,RM,True,435,434,0.2304
ZDF5,900,diagonal,tre,TN,False,435,434,0.2304
ZDF5,900,diagonal,tre,TN,True,435,434,0.2304
ZDF5,900,diagonal,tre,SN,False,436,434,0.4608
ZDF5,900,diagonal,tre,SN,True,436,434,0.4608
ZDF5,900,diagonal,tre,MinD,False,435,434,0.2304
ZDF5,900,diagonal,tre,MinD,True,435,434,0.2304
ZDF5,900,diagonal,tre,MaxD,False,436,434,0.4608
ZDF5,900,diagonal,tre,MaxD,True,436,434,0.4608
ZDF5,900,diagonal,nre,LM,False,434,434,0.0000
ZDF5,900,diagonal,nre,LM,True,434,434,0.0000
ZDF5,900,diagonal,nre,RM,False,434,434,0.0000
ZDF5,900,diagonal,nre,RM,True,434,434,0.0000
ZDF5,900,diagonal,nre,TN,False,434,434,0.0000
ZDF5,900,diagonal,nre,TN,True,434,434,0.0000
ZDF5,900,diagonal,nre,SN,False,434,434,0.0000
ZDF5,900,diagonal,nre,SN,True,434,434,0.0000
ZDF5,900,diagonal,nre,MinD,False,434,434,0.0000
ZDF5,900,diagonal,nre,MinD,True,434,434,0.0000
ZDF5,900,diagonal,nre,MaxD,False,436,434,0.4608
ZDF5,900,diagonal,nre,MaxD,True,436,434,0.4608
ZDF5,900,diagonal,fitness-number,LM,False,436,434,0.4608
ZDF5,900,diagonal,fitness-number,LM,True,436,434,0.4608
ZDF5,900,diagonal,fitness-number,RM,False,436,434,0.4608
ZDF5,900,diagonal,fitness-number,RM,True,436,434,0.4608
ZDF5,900,diagonal,fitness-number,TN,False,436,434,0.4608
ZDF5,900,diagonal,fitness-number,TN,True,436,434,0.4608
ZDF5,900,diagonal,fitness-number,SN,False,436,434,0.4608
ZDF5,900,diagonal,fitness-number,SN,True,436,434,0.4608
ZDF5,900,diagonal,fitness-number,MinD,False,436,434,0.4608
ZDF5,900,diagonal,fitness-number,MinD,True,436,434,0.4608
ZDF5,900,diagonal,fitness-number,MaxD,False,436,434,0.4608
ZDF5,900,diagonal,fitness-number,MaxD,True,436,434,0.4608
ZDF5,900,diagonal,max-area,LM,False,442,434,1.8433
ZDF5,900,diagonal,max-area,LM,True,442,434,1.8433
ZDF5,900,diagonal,max-area,RM,False,442,434,1.8433
ZDF5,900,diagonal,max-area,RM,True,442,434,1.8433
ZDF5,900,diagonal,max-area,TN,False,439,434,1.1521
ZDF5,900,diagonal,max-area,TN,True,439,434,1.1521
ZDF5,900,diagonal,max-area,SN,False,444,434,2.3041
ZDF5,900,diagonal,max-area,SN,True,444,434,2.3041
ZDF5,900,diagonal,max-area,MinD,False,440,434,1.3825
ZDF5,900,diagonal,max-area,MinD,True,440,434,1.3825
ZDF5,900,diagonal,max-area,MaxD,False,442,434,1.8433
ZDF5,900,diagonal,max-area,MaxD,True,442,434,1.8433
ZDF6,1532,width,widest-fit,LM,False,5595,4872,14.8399
ZDF6,1532,width,widest-fit,LM,True,5595,4872,14.8399
ZDF6,1532,width,widest-fit,TN,False,5636,4872,15.6814
ZDF6,1532,width,widest-fit,TN,True,5598,4872,14.9015
ZDF6,1532,width,widest-fit,SN,False,5469,4872,12.2537
ZDF6,1532,width,widest-fit,SN,True,5469,4872,12.2537
ZDF6,1532,width,first-fit,LM,False,5347,4872,9.7496
ZDF6,1532,width,first-fit,LM,True,5347,4872,9.7496
ZDF6,1532,width,first-fit,TN,False,5453,4872,11.9253
ZDF6,1532,width,first-fit,TN,True,5453,4872,11.9253
ZDF6,1532,width,first-fit,SN,False,5507,4872,13.0337
ZDF6,1532,width,first-fit,SN,True,5507,4872,13.0337
ZDF6,1532,width,fitness-number,LM,False,5215,4872,7.0402
ZDF6,1532,width,fitness-number,LM,True,5215,4872,7.0402
ZDF6,1532,width,fitness-number,TN,False,5215,4872,7.0402
ZDF6,1532,width,fitness-number,TN,True,5215,4872,7.0402
ZDF6,1532,width,fitness-number,SN,False,5215,4872,7.0402
ZDF6,1532,width,fitness-number,SN,True,5215,4872,7.0402
ZDF6,1532,perimeter,widest-fit,LM,False,5595,4872,14.8399
ZDF6,1532,perimeter,widest-fit,LM,True,5595,4872,14.8399
ZDF6,1532,perimeter,widest-fit,TN,False,5636,4872,15.6814
ZDF6,1532,perimeter,widest-fit,TN,True,5598,4872,14.9015
ZDF6,1532,perimeter,widest-fit,SN,False,5469,4872,12.2537
ZDF6,1532,perimeter,widest-fit,SN,True,5469,4872,12.2537
ZDF6,1532,perimeter,first-fit,LM,False,5401,4872,10.8580
ZDF6,1532,perimeter,first-fit,LM,True,5401,4872,10.8580
ZDF6,1532,perimeter,first-fit,TN,False,5218,4872,7.1018
ZDF6,1532,perimeter,first-fit,TN,True,5218,4872,7.1018
ZDF6,1532,perimeter,first-fit,SN,False,5567,4872,14.2652
ZDF6,1532,perimeter,first-fit,SN,True,5567,4872,14.2652
ZDF6,1532,perimeter,fitness-number,LM,False,5405,4872,10.9401
ZDF6,1532,perimeter,fitness-number,LM,True,5405,4872,10.9401
ZDF6,1532,perimeter,fitness-number,TN,False,5405,4872,10.9401
ZDF6,1532,perimeter,fitness-number,TN,True,5405,4872,10.9401
ZDF6,1532,perimeter,fitness-number,SN,False,5405,4872,10.9401
ZDF6,1532,perimeter,fitness-number,SN,True,5405,4872,10.9401
ZDF6,1532,area,widest-fit,LM,False,5595,4872,14.8399
ZDF6,1532,area,widest-fit,LM,True,5595,4872,14.8399
ZDF6,1532,area,widest-fit,TN,False,5636,4872,15.6814
ZDF6,1532,area,widest-fit,TN,True,5598,4872,14.9015
ZDF6,1532,area,widest-fit,SN,False,5469,4872,12.2537
ZDF6,1532,area,widest-fit,SN,True,5469,4872,12.2537
ZDF6,1532,area,first-fit,LM,False,5400,4872,10.8374
ZDF6,1532,area,first-fit,LM,True,5400,4872,10.8374
ZDF6,1532,area,first-fit,TN,False,5216,4872,7.0608
ZDF6,1532,area,first-fit,TN,True,5216,4872,7.0608
ZDF6,1532,area,first-fit,SN,False,5437,4872,11.5969
ZDF6,1532,area,first-fit,SN,True,5437,4872,11.5969
ZDF6,1532,area,fitness-number,LM,False,5353,4872,9.8727
ZDF6,1532,area,fitness-number,LM,True,5353,4872,9.8727
ZDF6,1532,area,fitness-number,TN,False,5353,4872,9.8727
ZDF6,1532,area,fitness-number,TN,True,5353,4872,9.8727
ZDF6,1532,area,fitness-number,SN,False,5353,4872,9.8727
ZDF6,1532,area,fitness-number,SN,True,5353,4872,9.8727
ZDF6,1532,height,widest-fit,LM,False,5595,4872,14.8399
ZDF6,1532,height,widest-fit,LM,True,5595,4872,14.8399
ZDF6,1532,height,widest-fit,TN,False,5636,4872,15.6814
ZDF6,1532,height,widest-fit,TN,True,5598,4872,14.9015
ZDF6,1532,height,widest-fit,SN,False,5469,4872,12.2537
ZDF6,1532,height,widest-fit,SN,True,5469,4872,12.2537
ZDF6,1532,height,first-fit,LM,False,5437,4872,11.5969
ZDF6,1532,height,first-fit,LM,True,5437,4872,11.5969
ZDF6,1532,height,first-fit,TN,False,5297,4872,8.7233
ZDF6,1532,height,first-fit,TN,True,5297,4872,8.7233
ZDF6,1532,height,first-fit,SN,False,5869,4872,20.4639
ZDF6,1532,height,first-fit,SN,True,5869,4872,20.4639
ZDF6,1532,height,fitness-number,LM,False,5888,4872,20.8539
ZDF6,1532,height,fitness-number,LM,True,5806,4872,19.1708
ZDF6,1532,height,fitness-number,TN,False,5888,4872,20.8539
ZDF6,1532,height,fitness-number,TN,True,5806,4872,19.1708
ZDF6,1532,height,fitness-number,SN,False,5888,4872,20.8539
ZDF6,1532,height,fitness-number,SN,True,5806,4872,19.1708
ZDF7,2432,width,widest-fit,LM,False,5170,4852,6.5540
ZDF7,2432,width,widest-fit,LM,True,5170,4852,6.5540
ZDF7,2432,width,widest-fit,TN,False,5280,4852,8.8211
ZDF7,2432,width,widest-fit,TN,True,5280,4852,8.8211
ZDF7,2432,width,widest-fit,SN,False,5204,4852,7.2547
ZDF7,2432,width,widest-fit,SN,True,5204,4852,7.2547
ZDF7,2432,width,first-fit,LM,False,5545,4852,14.2828
ZDF7,2432,width,first-fit,LM,True,5545,4852,14.2828
ZDF7,2432,width,first-fit,TN,False,5159,4852,6.3273
ZDF7,2432,width,first-fit,TN,True,5159,4852,6.3273
ZDF7,2432,width,first-fit,SN,False,5449,4852,12.3042
ZDF7,2432,width,first-fit,SN,True,5449,4852,12.3042
ZDF7,2432,width,fitness-number,LM,False,5400,4852,11.2943
ZDF7,2432,width,fitness-number,LM,True,5400,4852,11.2943
ZDF7,2432,width,fitness-number,TN,False,5400,4852,11.2943
ZDF7,2432,width,fitness-number,TN,True,5400,4852,11.2943
ZDF7,2432,width,fitness-number,SN,False,5400,4852,11.2943
ZDF7,2432,width,fitness-number,SN,True,5400,4852,11.2943
ZDF7,2432,perimeter,widest-fit,LM,False,5170,4852,6.5540
ZDF7,2432,perimeter,widest-fit,LM,True,5170,4852,6.5540
ZDF7,2432,perimeter,widest-fit,TN,False,5280,4852,8.8211
ZDF7,2432,perimeter,widest-fit,TN,True,5280,4852,8.8211
ZDF7,2432,perimeter,widest-fit,SN,False,5204,4852,7.2547
ZDF7,2432,perimeter,widest-fit,SN,True,5204,4852,7.2547
ZDF7,2432,perimeter,first-fit,LM,False,5401,4852,11.3149
ZDF7,2432,perimeter,first-fit,LM,True,5401,4852,11.3149
ZDF7,2432,perimeter,first-fit,TN,False,5216,4852,7.5021
ZDF7,2432,perimeter,first-fit,TN,True,5216,4852,7.5021
ZDF7,2432,perimeter,first-fit,SN,False,5567,4852,14.7362
ZDF7,2432,perimeter,first-fit,SN,True,5567,4852,14.7362
ZDF7,2432,perimeter,fitness-number,LM,False,5371,4852,10.6966
ZDF7,2432,perimeter,fitness-number,LM,True,5371,4852,10.6966
ZDF7,2432,perimeter,fitness-number,TN,False,5371,4852,10.6966
ZDF7,2432,perimeter,fitness-number,TN,True,5371,4852,10.6966
ZDF7,2432,perimeter,fitness-number,SN,False,5371,4852,10.6966
ZDF7,2432,perimeter,fitness-number,SN,True,5371,4852,10.6966
ZDF7,2432,area,widest-fit,LM,False,5170,4852,6.5540
ZDF7,2432,area,widest-fit,LM,True,5170,4852,6.5540
ZDF7,2432,area,widest-fit,TN,False,5280,4852,8.8211
ZDF7,2432,area,widest-fit,TN,True,5280,4852,8.8211
ZDF7,2432,area,widest-fit,SN,False,5204,4852,7.2547
ZDF7,2432,area,widest-fit,SN,True,5204,4852,7.2547
ZDF7,2432,area,first-fit,LM,False,5375,4852,10.7791
ZDF7,2432,area,first-fit,LM,True,5375,4852,10.7791
ZDF7,2432,area,first-fit,TN,False,5216,4852,7.5021
ZDF7,2432,area,first-fit,TN,True,5216,4852,7.5021
ZDF7,2432,area,first-fit,SN,False,5600,4852,15.4163
ZDF7,2432,area,first-fit,SN,True,5600,4852,15.4163
ZDF7,2432,area,fitness-number,LM,False,5306,4852,9.3570
ZDF7,2432,area,fitness-number,LM,True,5176,4852,6.6777
ZDF7,2432,area,fitness-number,TN,False,5306,4852,9.3570
ZDF7,2432,area,fitness-number,TN,True,5176,4852,6.6777
ZDF7,2432,area,fitness-number,SN,False,5306,4852,9.3570
ZDF7,2432,area,fitness-number,SN,True,5176,4852,6.6777
ZDF7,2432,height,widest-fit,LM,False,5170,4852,6.5540
ZDF7,2432,height,widest-fit,LM,True,5170,4852,6.5540
ZDF7,2432,height,widest-fit,TN,False,5280,4852,8.8211
ZDF7,2432,height,widest-fit,TN,True,5280,4852,8.8211
ZDF7,2432,height,widest-fit,SN,False,5204,4852,7.2547
ZDF7,2432,height,widest-fit,SN,True,5204,4852,7.2547
ZDF7,2432,height,first-fit,LM,False,5824,4852,20.0330
ZDF7,2432,height,first-fit,LM,True,5712,4852,17.7246
ZDF7,2432,height,first-fit,TN,False,6226,4852,28.3182
ZDF7,2432,height,first-fit,TN,True,5758,4852,18.6727
ZDF7,2432,height,first-fit,SN,False,5530,4852,13.9736
ZDF7,2432,height,first-fit,SN,True,5472,4852,12.7782
ZDF7,2432,height,fitness-number,LM,False,5451,4852,12.3454
ZDF7,2432,height,fitness-number,LM,True,5451,4852,12.3454
ZDF7,2432,height,fitness-number,TN,False,5451,4852,12.3454
ZDF7,2432,height,fitness-number,TN,True,5451,4852,12.3454
ZDF7,2432,height,fitness-number,SN,False,5451,4852,12.3454
ZDF7,2432,height,fitness-number,SN,True,5451,4852,12.3454
ZDF8,2532,width,widest-fit,LM,False,5632,5172,8.8940
ZDF8,2532,width,widest-fit,LM,True,5632,5172,8.8940
ZDF8,2532,width,widest-fit,TN,False,5571,5172,7.7146
ZDF8,2532,width,widest-fit,TN,True,5571,5172,7.7146
ZDF8,2532,width,widest-fit,SN,False,5632,5172,8.8940
ZDF8,2532,width,widest-fit,SN,True,5632,5172,8.8940
ZDF8,2532,width,first-fit,LM,False,5661,5172,9.4548
ZDF8,2532,width,first-fit,LM,True,5661,5172,9.4548
ZDF8,2532,width,first-fit,TN,False,5604,5172,8.3527
ZDF8,2532,width,first-fit,TN,True,5604,5172,8.3527
ZDF8,2532,width,first-fit,SN,False,5661,5172,9.4548
ZDF8,2532,width,first-fit,SN,True,5661,5172,9.4548
ZDF8,2532,width,fitness-number,LM,False,5573,5172,7.7533
ZDF8,2532,width,fitness-number,LM,True,5573,5172,7.7533
ZDF8,2532,width,fitness-number,TN,False,5573,5172,7.7533
ZDF8,2532,width,fitness-number,TN,True,5573,5172,7.7533
ZDF8,2532,width,fitness-number,SN,False,5573,5172,7.7533
ZDF8,2532,width,fitness-number,SN,True,5573,5172,7.7533
ZDF8,2532,perimeter,widest-fit,LM,False,5632,5172,8.8940
ZDF8,2532,perimeter,widest-fit,LM,True,5632,5172,8.8940
ZDF8,2532,perimeter,widest-fit,TN,False,5571,5172,7.7146
ZDF8,2532,perimeter,widest-fit,TN,True,5571,5172,7.7146
ZDF8,2532,perimeter,widest-fit,SN,False,5632,5172,8.8940
ZDF8,2532,perimeter,widest-fit,SN,True,5632,5172,8.8940
ZDF8,2532,perimeter,first-fit,LM,False,5604,5172,8.3527
ZDF8,2532,perimeter,first-fit,LM,True,5604,5172,8.3527
ZDF8,2532,perimeter,first-fit,TN,False,5676,5172,9.7448
ZDF8,2532,perimeter,first-fit,TN,True,5644,5172,9.1261
ZDF8,2532,perimeter,first-fit,SN,False,5679,5172,9.8028
ZDF8,2532,perimeter,first-fit,SN,True,5679,5172,9.8028
ZDF8,2532,perimeter,fitness-number,LM,False,5409,5172,4.5824
ZDF8,2532,perimeter,fitness-number,LM,True,5409,5172,4.5824
ZDF8,2532,perimeter,fitness-number,TN,False,5409,5172,4.5824
ZDF8,2532,perimeter,fitness-number,TN,True,5409,5172,4.5824
ZDF8,2532,perimeter,fitness-number,SN,False,5409,5172,4.5824
ZDF8,2532,perimeter,fitness-number,SN,True,5409,5172,4.5824
ZDF8,2532,area,widest-fit,LM,False,5632,5172,8.8940
ZDF8,2532,area,widest-fit,LM,True,5632,5172,8.8940
ZDF8,2532,area,widest-fit,TN,False,5571,5172,7.7146
ZDF8,2532,area,widest-fit,TN,True,5571,5172,7.7146
ZDF8,2532,area,widest-fit,SN,False,5632,5172,8.8940
ZDF8,2532,area,widest-fit,SN,True,5632,5172,8.8940
ZDF8,2532,area,first-fit,LM,False,5604,5172,8.3527
ZDF8,2532,area,first-fit,LM,True,5604,5172,8.3527
ZDF8,2532,area,first-fit,TN,False,5579,5172,7.8693
ZDF8,2532,area,first-fit,TN,True,5579,5172,7.8693
ZDF8,2532,area,first-fit,SN,False,5632,5172,8.8940
ZDF8,2532,area,first-fit,SN,True,5567,5172,7.6373
ZDF8,2532,area,fitness-number,LM,False,5607,5172,8.4107
ZDF8,2532,area,fitness-number,LM,True,5607,5172,8.4107
ZDF8,2532,area,fitness-number,TN,False,5607,5172,8.4107
ZDF8,2532,area,fitness-number,TN,True,5607,5172,8.4107
ZDF8,2532,area,fitness-number,SN,False,5607,5172,8.4107
ZDF8,2532,area,fitness-number,SN,True,5607,5172,8.4107
ZDF8,2532,height,widest-fit,LM,False,5632,5172,8.8940
ZDF8,2532,height,widest-fit,LM,True,5632,5172,8.8940
ZDF8,2532,height,widest-fit,TN,False,5571,5172,7.7146
ZDF8,2532,height,widest-fit,TN,True,5571,5172,7.7146
ZDF8,2532,height,widest-fit,SN,False,5632,5172,8.8940
ZDF8,2532,height,widest-fit,SN,True,5632,5172,8.8940
ZDF8,2532,height,first-fit,LM,False,5886,5172,13.8051
ZDF8,2532,height,first-fit,LM,True,5886,5172,13.8051
ZDF8,2532,height,first-fit,TN,False,6004,5172,16.0866
ZDF8,2532,height,first-fit,TN,True,5758,5172,11.3302
ZDF8,2532,height,first-fit,SN,False,6027,5172,16.5313
ZDF8,2532,height,first-fit,SN,True,5858,5172,13.2637
ZDF8,2532,height,fitness-number,LM,False,5794,5172,12.0263
ZDF8,2532,height,fitness-number,LM,True,5577,5172,7.8306
ZDF8,2532,height,fitness-number,TN,False,5794,5172,12.0263
ZDF8,2532,height,fitness-number,TN,True,5577,5172,7.8306
ZDF8,2532,height,fitness-number,SN,False,5794,5172,12.0263
ZDF8,2532,height,fitness-number,SN,True,5577,5172,7.8306
ZDF9,5032,width,widest-fit,LM,False,5609,5172,8.4493
ZDF9,5032,width,widest-fit,LM,True,5609,5172,8.4493
ZDF9,5032,width,widest-fit,TN,False,5578,5172,7.8500
ZDF9,5032,width,widest-fit,TN,True,5578,5172,7.8500
ZDF9,5032,width,widest-fit,SN,False,5632,5172,8.8940
ZDF9,5032,width,widest-fit,SN,True,5632,5172,8.8940
ZDF9,5032,width,first-fit,LM,False,5628,5172,8.8167
