instance,group,n_items,arm,ordering,selection,placement,tower_removal,vertical_niche,engine,height,lower_bound,gap_pct,raises,buried_pct,top_waste_pct,time_ms
PVA30013,a,300,grid,width,first-fit,RM,F,T,solve,3219,3026,6.3781,,,,33.6
PVA30013,a,300,grid,width,first-fit,RM,T,F,measure,3201,3026,5.7832,276,4.7096,1.0763,20.8
PVA30013,a,300,grid,width,first-fit,RM,T,T,solve,3219,3026,6.3781,,,,30.1
PVA30013,a,300,grid,width,first-fit,TN,F,F,measure,3175,3026,4.9240,269,3.9483,0.9784,17.2
PVA30013,a,300,grid,width,first-fit,TN,F,T,solve,3178,3026,5.0231,,,,30.3
PVA30013,a,300,grid,width,first-fit,TN,T,F,measure,3175,3026,4.9240,269,3.9483,0.9784,18.2
PVA30013,a,300,grid,width,first-fit,TN,T,T,solve,3178,3026,5.0231,,,,28.2
PVA30013,a,300,grid,width,first-fit,SN,F,F,measure,3281,3026,8.4270,274,7.1213,1.3083,20.7
PVA30013,a,300,grid,width,first-fit,SN,F,T,solve,3277,3026,8.2948,,,,30.9
PVA30013,a,300,grid,width,first-fit,SN,T,F,measure,3281,3026,8.4270,274,7.1213,1.3083,26.0
PVA30013,a,300,grid,width,first-fit,SN,T,T,solve,3277,3026,8.2948,,,,29.3
PVA30013,a,300,grid,width,first-fit,MinD,F,F,measure,3252,3026,7.4686,269,6.5196,0.9517,17.9
PVA30013,a,300,grid,width,first-fit,MinD,F,T,solve,3193,3026,5.5188,,,,24.5
PVA30013,a,300,grid,width,first-fit,MinD,T,F,measure,3252,3026,7.4686,269,6.5196,0.9517,19.4
PVA30013,a,300,grid,width,first-fit,MinD,T,T,solve,3193,3026,5.5188,,,,30.2
PVA30013,a,300,grid,width,first-fit,MaxD,F,F,measure,3240,3026,7.0720,278,5.9746,1.1002,21.0
PVA30013,a,300,grid,width,first-fit,MaxD,F,T,solve,3269,3026,8.0304,,,,34.2
PVA30013,a,300,grid,width,first-fit,MaxD,T,F,measure,3240,3026,7.0720,278,5.9746,1.1002,20.2
PVA30013,a,300,grid,width,first-fit,MaxD,T,T,solve,3269,3026,8.0304,,,,39.5
PVA30013,a,300,grid,width,tre,TN,F,F,measure,3185,3026,5.2545,250,3.8391,1.4181,26.0
PVA30013,a,300,grid,width,tre,TN,F,T,solve,3198,3026,5.6841,,,,41.2
PVA30013,a,300,grid,width,tre,TN,T,F,measure,3185,3026,5.2545,250,3.8391,1.4181,25.0
PVA30013,a,300,grid,width,tre,TN,T,T,solve,3198,3026,5.6841,,,,38.8
PVA30013,a,300,grid,width,tre,SN,F,F,measure,3266,3026,7.9313,240,7.1432,0.7907,23.8
PVA30013,a,300,grid,width,tre,SN,F,T,solve,3250,3026,7.4025,,,,43.2
PVA30013,a,300,grid,width,tre,SN,T,F,measure,3266,3026,7.9313,240,7.1432,0.7907,23.4
PVA30013,a,300,grid,width,tre,SN,T,T,solve,3250,3026,7.4025,,,,49.1
PVA30013,a,300,grid,width,tre,LM,F,F,measure,3202,3026,5.8163,271,4.9403,0.8787,24.4
PVA30013,a,300,grid,width,tre,LM,F,T,solve,3207,3026,5.9815,,,,42.0
PVA30013,a,300,grid,width,tre,LM,T,F,measure,3202,3026,5.8163,271,4.9403,0.8787,26.6
PVA30013,a,300,grid,width,tre,LM,T,T,solve,3207,3026,5.9815,,,,47.4
PVA30013,a,300,grid,width,tre,RM,F,F,measure,3213,3026,6.1798,270,4.8943,1.2881,25.8
PVA30013,a,300,grid,width,tre,RM,F,T,solve,3219,3026,6.3781,,,,46.4
PVA30013,a,300,grid,width,tre,RM,T,F,measure,3213,3026,6.1798,270,4.8943,1.2881,23.7
PVA30013,a,300,grid,width,tre,RM,T,T,solve,3219,3026,6.3781,,,,47.1
PVA30013,a,300,grid,width,nre,MinD,F,F,measure,3145,3026,3.9326,65,3.1577,0.7776,30.1
PVA30013,a,300,grid,width,nre,MinD,F,T,solve,3167,3026,4.6596,,,,31.0
PVA30013,a,300,grid,width,nre,MinD,T,F,measure,3145,3026,3.9326,65,3.1577,0.7776,25.6
PVA30013,a,300,grid,width,nre,MinD,T,T,solve,3158,3026,4.3622,,,,26.8
PVA30013,a,300,grid,width,nre,MaxD,F,F,measure,3165,3026,4.5935,80,3.8984,0.6978,16.6
PVA30013,a,300,grid,width,nre,MaxD,F,T,solve,3231,3026,6.7746,,,,28.4
PVA30013,a,300,grid,width,nre,MaxD,T,F,measure,3165,3026,4.5935,80,3.8984,0.6978,19.2
PVA30013,a,300,grid,width,nre,MaxD,T,T,solve,3231,3026,6.7746,,,,31.4
PVA30013,a,300,grid,width,nre,LM,F,F,measure,3162,3026,4.4944,67,3.7097,0.7874,21.6
PVA30013,a,300,grid,width,nre,LM,F,T,solve,3168,3026,4.6927,,,,37.4
PVA30013,a,300,grid,width,nre,LM,T,F,measure,3162,3026,4.4944,67,3.7097,0.7874,25.8
PVA30013,a,300,grid,width,nre,LM,T,T,solve,3164,3026,4.5605,,,,33.0
PVA30013,a,300,grid,width,nre,RM,F,F,measure,3177,3026,4.9901,76,3.4661,1.5266,22.5
PVA30013,a,300,grid,width,nre,RM,F,T,solve,3178,3026,5.0231,,,,32.5
PVA30013,a,300,grid,width,nre,RM,T,F,measure,3177,3026,4.9901,76,3.4661,1.5266,20.0
PVA30013,a,300,grid,width,nre,RM,T,T,solve,3178,3026,5.0231,,,,32.6
PVA30013,a,300,grid,width,tre,MinD,F,F,measure,3217,3026,6.3120,252,5.4763,0.8384,24.3
PVA30013,a,300,grid,width,tre,MinD,F,T,solve,3180,3026,5.0892,,,,39.9
PVA30013,a,300,grid,width,tre,MinD,T,F,measure,3217,3026,6.3120,252,5.4763,0.8384,26.9
PVA30013,a,300,grid,width,tre,MinD,T,T,solve,3180,3026,5.0892,,,,36.8
PVA30013,a,300,grid,width,tre,MaxD,F,F,measure,3217,3026,6.3120,257,5.2429,1.0717,25.2
PVA30013,a,300,grid,width,tre,MaxD,F,T,solve,3243,3026,7.1712,,,,46.6
PVA30013,a,300,grid,width,tre,MaxD,T,F,measure,3217,3026,6.3120,257,5.2429,1.0717,24.1
PVA30013,a,300,grid,width,tre,MaxD,T,T,solve,3243,3026,7.1712,,,,39.2
PVA30013,a,300,grid,width,nre,TN,F,F,measure,3148,3026,4.0317,79,2.5065,1.5279,20.9
PVA30013,a,300,grid,width,nre,TN,F,T,solve,3157,3026,4.3291,,,,34.9
PVA30013,a,300,grid,width,nre,TN,T,F,measure,3148,3026,4.0317,79,2.5065,1.5279,22.7
PVA30013,a,300,grid,width,nre,TN,T,T,solve,3157,3026,4.3291,,,,33.9
PVA30013,a,300,grid,width,nre,SN,F,F,measure,3175,3026,4.9240,67,3.4874,1.4393,23.2
PVA30013,a,300,grid,width,nre,SN,F,T,solve,3214,3026,6.2128,,,,39.7
PVA30013,a,300,grid,width,nre,SN,T,F,measure,3175,3026,4.9240,67,3.4874,1.4393,20.2
PVA30013,a,300,grid,width,nre,SN,T,T,solve,3214,3026,6.2128,,,,31.0
PVA30013,a,300,grid,width,fitness-number,LM,F,F,measure,3112,3026,2.8420,63,1.6289,1.2158,32.3
PVA30013,a,300,grid,width,fitness-number,LM,F,T,solve,3141,3026,3.8004,,,,31.9
PVA30013,a,300,grid,width,fitness-number,LM,T,F,measure,3112,3026,2.8420,63,1.6289,1.2158,33.6
PVA30013,a,300,grid,width,fitness-number,LM,T,T,solve,3138,3026,3.7013,,,,33.1
PVA30013,a,300,grid,width,fitness-number,RM,F,F,measure,3112,3026,2.8420,63,1.6289,1.2158,31.0
PVA30013,a,300,grid,width,fitness-number,RM,F,T,solve,3141,3026,3.8004,,,,52.7
PVA30013,a,300,grid,width,fitness-number,RM,T,F,measure,3112,3026,2.8420,63,1.6289,1.2158,28.4
PVA30013,a,300,grid,width,fitness-number,RM,T,T,solve,3138,3026,3.7013,,,,41.7
PVA30013,a,300,grid,width,fitness-number,TN,F,F,measure,3112,3026,2.8420,63,1.6289,1.2158,35.6
PVA30013,a,300,grid,width,fitness-number,TN,F,T,solve,3141,3026,3.8004,,,,31.9
PVA30013,a,300,grid,width,fitness-number,TN,T,F,measure,3112,3026,2.8420,63,1.6289,1.2158,32.3
PVA30013,a,300,grid,width,fitness-number,TN,T,T,solve,3138,3026,3.7013,,,,36.0
PVA30013,a,300,grid,width,fitness-number,SN,F,F,measure,3112,3026,2.8420,63,1.6289,1.2158,31.9
PVA30013,a,300,grid,width,fitness-number,SN,F,T,solve,3141,3026,3.8004,,,,38.1
PVA30013,a,300,grid,width,fitness-number,SN,T,F,measure,3112,3026,2.8420,63,1.6289,1.2158,37.9
PVA30013,a,300,grid,width,fitness-number,SN,T,T,solve,3138,3026,3.7013,,,,41.3
PVA30013,a,300,grid,width,fitness-number,MinD,F,F,measure,3112,3026,2.8420,63,1.6289,1.2158,32.8
PVA30013,a,300,grid,width,fitness-number,MinD,F,T,solve,3141,3026,3.8004,,,,36.8
PVA30013,a,300,grid,width,fitness-number,MinD,T,F,measure,3112,3026,2.8420,63,1.6289,1.2158,50.5
PVA30013,a,300,grid,width,fitness-number,MinD,T,T,solve,3138,3026,3.7013,,,,32.3
PVA30013,a,300,grid,width,fitness-number,MaxD,F,F,measure,3112,3026,2.8420,63,1.6289,1.2158,28.3
PVA30013,a,300,grid,width,fitness-number,MaxD,F,T,solve,3141,3026,3.8004,,,,29.2
PVA30013,a,300,grid,width,fitness-number,MaxD,T,F,measure,3112,3026,2.8420,63,1.6289,1.2158,26.8
PVA30013,a,300,grid,width,fitness-number,MaxD,T,T,solve,3138,3026,3.7013,,,,34.6
PVA30013,a,300,grid,width,max-area,LM,F,F,measure,3230,3026,6.7416,233,5.6664,1.0779,36.0
PVA30013,a,300,grid,width,max-area,LM,F,T,solve,3221,3026,6.4442,,,,43.0
PVA30013,a,300,grid,width,max-area,LM,T,F,measure,3230,3026,6.7416,233,5.6664,1.0779,57.5
PVA30013,a,300,grid,width,max-area,LM,T,T,solve,3221,3026,6.4442,,,,43.4
PVA30013,a,300,grid,width,max-area,RM,F,F,measure,3214,3026,6.2128,221,5.2808,0.9347,37.3
PVA30013,a,300,grid,width,max-area,RM,F,T,solve,3215,3026,6.2459,,,,43.6
PVA30013,a,300,grid,width,max-area,RM,T,F,measure,3209,3026,6.0476,223,5.3101,0.7402,33.7
PVA30013,a,300,grid,width,max-area,RM,T,T,solve,3210,3026,6.0806,,,,47.8
PVA30013,a,300,grid,width,max-area,TN,F,F,measure,3175,3026,4.9240,218,3.6073,1.3193,37.4
PVA30013,a,300,grid,width,max-area,TN,F,T,solve,3198,3026,5.6841,,,,40.5
PVA30013,a,300,grid,width,max-area,TN,T,F,measure,3174,3026,4.8909,220,3.6699,1.2237,54.8
PVA30013,a,300,grid,width,max-area,TN,T,T,solve,3195,3026,5.5849,,,,51.1
PVA30013,a,300,grid,width,max-area,SN,F,F,measure,3333,3026,10.1454,233,9.0124,1.1357,41.1
PVA30013,a,300,grid,width,max-area,SN,F,T,solve,3300,3026,9.0549,,,,41.9
PVA30013,a,300,grid,width,max-area,SN,T,F,measure,3329,3026,10.0132,235,9.1631,0.8528,36.6
PVA30013,a,300,grid,width,max-area,SN,T,T,solve,3300,3026,9.0549,,,,43.9
PVA30013,a,300,grid,width,max-area,MinD,F,F,measure,3217,3026,6.3120,227,5.2837,1.0309,35.3
PVA30013,a,300,grid,width,max-area,MinD,F,T,solve,3196,3026,5.6180,,,,43.5
PVA30013,a,300,grid,width,max-area,MinD,T,F,measure,3215,3026,6.2459,229,5.4136,0.8350,57.3
PVA30013,a,300,grid,width,max-area,MinD,T,T,solve,3196,3026,5.6180,,,,50.9
PVA30013,a,300,grid,width,max-area,MaxD,F,F,measure,3224,3026,6.5433,231,5.5063,1.0397,40.4
PVA30013,a,300,grid,width,max-area,MaxD,F,T,solve,3271,3026,8.0965,,,,43.2
PVA30013,a,300,grid,width,max-area,MaxD,T,F,measure,3224,3026,6.5433,231,5.5063,1.0397,36.9
PVA30013,a,300,grid,width,max-area,MaxD,T,T,solve,3270,3026,8.0635,,,,42.4
PVA30013,a,300,pmix,perimeter,tre,RM,T,F,solve,3235,3026,6.9068,,,,18.2
PVA30013,a,300,pmix,perimeter,first-fit,TN,T,F,solve,3235,3026,6.9068,,,,15.9
PVA30013,a,300,pmix,area,nre,MinD,T,T,solve,3142,3026,3.8334,,,,28.2
PVA30013,a,300,pmix,perimeter,nre,LM,T,F,solve,3126,3026,3.3047,,,,18.8
PVA30013,a,300,ponovn,perimeter,fitness-number,SN,T,F,solve,3137,3026,3.6682,,,,28.1
PVA30013,a,300,ponovn,area,widest-fit,MaxD,T,F,solve,3213,3026,6.1798,,,,21.9
PVA30013,a,300,ponovn,area,fitness-number,LM,T,F,solve,3094,3026,2.2472,,,,33.2
PVA30013,a,300,ponovn,perimeter,first-fit,TN,T,F,solve,3235,3026,6.9068,,,,18.1
PVA30013,a,300,ponovn,perimeter,tre,MinD,T,F,solve,3213,3026,6.1798,,,,16.6
PVA30013,a,300,ponovn,perimeter,first-fit,LM,T,F,solve,3277,3026,8.2948,,,,17.9
PVA30013,a,300,ponovn,diagonal,tre,TN,T,F,solve,3217,3026,6.3120,,,,16.5
PVA30013,a,300,ponovn,perimeter,nre,TN,T,F,solve,3138,3026,3.7013,,,,21.5
PVA30013,a,300,ponovn,perimeter,nre,LM,T,F,solve,3126,3026,3.3047,,,,20.6
PVA30013,a,300,ponovn,maxside,fitness-number,LM,T,F,solve,3112,3026,2.8420,,,,30.5
PVA30013,a,300,ponovn,height,fitness-number,LM,F,F,solve,3130,3026,3.4369,,,,31.4
PVA30013,a,300,ponovn,perimeter,tre,RM,T,F,solve,3235,3026,6.9068,,,,14.3
PVA30013,a,300,pmix,perimeter,fitness-number,SN,T,F,solve,3137,3026,3.6682,,,,46.2
PVA30013,a,300,pmix,area,widest-fit,MaxD,T,F,solve,3213,3026,6.1798,,,,49.9
PVA30013,a,300,pmix,area,fitness-number,LM,T,F,solve,3094,3026,2.2472,,,,60.1
PVA30013,a,300,pmix,perimeter,tre,TN,T,T,solve,3154,3026,4.2300,,,,26.9
PVA30013,a,300,pmix,diagonal,fitness-number,LM,T,T,solve,3103,3026,2.5446,,,,33.9
PVA30013,a,300,pmix,maxside,fitness-number,MinD,T,T,solve,3138,3026,3.7013,,,,33.7
PVA30013,a,300,pmix,maxside,widest-fit,MinD,T,T,solve,3217,3026,6.3120,,,,31.4
PVA30013,a,300,pmix,perimeter,nre,MinD,T,T,solve,3132,3026,3.5030,,,,37.6
PVA30014,a,300,grid,width,widest-fit,LM,F,F,measure,3252,3077,5.6874,268,4.6706,1.0364,18.0
PVA30014,a,300,grid,width,widest-fit,LM,F,T,solve,3256,3077,5.8174,,,,25.6
PVA30014,a,300,grid,width,widest-fit,LM,T,F,measure,3252,3077,5.6874,268,4.6706,1.0364,19.0
PVA30014,a,300,grid,width,widest-fit,LM,T,T,solve,3256,3077,5.8174,,,,25.7
PVA30014,a,300,grid,width,widest-fit,RM,F,F,measure,3256,3077,5.8174,267,4.6460,1.1910,18.2
PVA30014,a,300,grid,width,widest-fit,RM,F,T,solve,3247,3077,5.5249,,,,26.7
PVA30014,a,300,grid,width,widest-fit,RM,T,F,measure,3256,3077,5.8174,267,4.6460,1.1910,19.9
PVA30014,a,300,grid,width,widest-fit,RM,T,T,solve,3247,3077,5.5249,,,,32.2
PVA30014,a,300,grid,width,widest-fit,TN,F,F,measure,3258,3077,5.8824,259,4.5461,1.3559,19.4
PVA30014,a,300,grid,width,widest-fit,TN,F,T,solve,3199,3077,3.9649,,,,21.3
PVA30014,a,300,grid,width,widest-fit,TN,T,F,measure,3258,3077,5.8824,259,4.5461,1.3559,18.4
PVA30014,a,300,grid,width,widest-fit,TN,T,T,solve,3199,3077,3.9649,,,,22.3
PVA30014,a,300,grid,width,widest-fit,SN,F,F,measure,3366,3077,9.3923,249,7.8122,1.5997,20.1
PVA30014,a,300,grid,width,widest-fit,SN,F,T,solve,3359,3077,9.1648,,,,33.8
PVA30014,a,300,grid,width,widest-fit,SN,T,F,measure,3366,3077,9.3923,249,7.8122,1.5997,20.4
PVA30014,a,300,grid,width,widest-fit,SN,T,T,solve,3359,3077,9.1648,,,,32.3
PVA30014,a,300,grid,width,widest-fit,MinD,F,F,measure,3253,3077,5.7199,236,4.9024,0.8371,18.7
PVA30014,a,300,grid,width,widest-fit,MinD,F,T,solve,3298,3077,7.1823,,,,27.9
PVA30014,a,300,grid,width,widest-fit,MinD,T,F,measure,3253,3077,5.7199,236,4.9024,0.8371,17.5
PVA30014,a,300,grid,width,widest-fit,MinD,T,T,solve,3298,3077,7.1823,,,,28.2
PVA30014,a,300,grid,width,widest-fit,MaxD,F,F,measure,3297,3077,7.1498,255,6.0504,1.1190,17.9
PVA30014,a,300,grid,width,widest-fit,MaxD,F,T,solve,3248,3077,5.5574,,,,31.9
PVA30014,a,300,grid,width,widest-fit,MaxD,T,F,measure,3297,3077,7.1498,255,6.0504,1.1190,19.0
PVA30014,a,300,grid,width,widest-fit,MaxD,T,T,solve,3248,3077,5.5574,,,,27.0
PVA30014,a,300,grid,width,first-fit,LM,F,F,measure,3275,3077,6.4348,283,5.1599,1.2946,19.3
PVA30014,a,300,grid,width,first-fit,LM,F,T,solve,3264,3077,6.0773,,,,27.7
PVA30014,a,300,grid,width,first-fit,LM,T,F,measure,3275,3077,6.4348,283,5.1599,1.2946,23.2
PVA30014,a,300,grid,width,first-fit,LM,T,T,solve,3264,3077,6.0773,,,,31.3
PVA30014,a,300,grid,width,first-fit,RM,F,F,measure,3276,3077,6.4673,282,5.3579,1.1291,19.4
PVA30014,a,300,grid,width,first-fit,RM,F,T,solve,3257,3077,5.8499,,,,29.1
PVA30014,a,300,grid,width,first-fit,RM,T,F,measure,3276,3077,6.4673,282,5.3579,1.1291,19.7
PVA30014,a,300,grid,width,first-fit,RM,T,T,solve,3257,3077,5.8499,,,,28.5
PVA30014,a,300,grid,width,first-fit,TN,F,F,measure,3259,3077,5.9149,270,4.7332,1.2013,18.2
PVA30014,a,300,grid,width,first-fit,TN,F,T,solve,3252,3077,5.6874,,,,27.9
PVA30014,a,300,grid,width,first-fit,TN,T,F,measure,3259,3077,5.9149,270,4.7332,1.2013,19.0
PVA30014,a,300,grid,width,first-fit,TN,T,T,solve,3252,3077,5.6874,,,,29.4
PVA30014,a,300,grid,width,first-fit,SN,F,F,measure,3385,3077,10.0097,274,8.4101,1.6192,17.5
PVA30014,a,300,grid,width,first-fit,SN,F,T,solve,3360,3077,9.1973,,,,28.1
PVA30014,a,300,grid,width,first-fit,SN,T,F,measure,3385,3077,10.0097,274,8.4101,1.6192,19.7
PVA30014,a,300,grid,width,first-fit,SN,T,T,solve,3360,3077,9.1973,,,,35.4
PVA30014,a,300,grid,width,first-fit,MinD,F,F,measure,3313,3077,7.6698,271,6.6858,1.0036,19.1
PVA30014,a,300,grid,width,first-fit,MinD,F,T,solve,3315,3077,7.7348,,,,35.5
PVA30014,a,300,grid,width,first-fit,MinD,T,F,measure,3313,3077,7.6698,271,6.6858,1.0036,21.8
PVA30014,a,300,grid,width,first-fit,MinD,T,T,solve,3315,3077,7.7348,,,,41.8
PVA30014,a,300,grid,width,first-fit,MaxD,F,F,measure,3268,3077,6.2073,269,5.4330,0.7940,19.8
PVA30014,a,300,grid,width,first-fit,MaxD,F,T,solve,3342,3077,8.6123,,,,30.7
PVA30014,a,300,grid,width,first-fit,MaxD,T,F,measure,3268,3077,6.2073,269,5.4330,0.7940,42.8
PVA30014,a,300,grid,width,first-fit,MaxD,T,T,solve,3342,3077,8.6123,,,,32.9
PVA30014,a,300,grid,width,tre,LM,F,F,measure,3252,3077,5.6874,268,4.6706,1.0364,28.4
PVA30014,a,300,grid,width,tre,LM,F,T,solve,3256,3077,5.8174,,,,42.8
PVA30014,a,300,grid,width,tre,LM,T,F,measure,3252,3077,5.6874,268,4.6706,1.0364,22.1
PVA30014,a,300,grid,width,tre,LM,T,T,solve,3256,3077,5.8174,,,,41.1
PVA30014,a,300,grid,width,tre,RM,F,F,measure,3255,3077,5.7849,267,4.7684,1.0361,42.2
PVA30014,a,300,grid,width,tre,RM,F,T,solve,3247,3077,5.5249,,,,55.7
PVA30014,a,300,grid,width,tre,RM,T,F,measure,3255,3077,5.7849,267,4.7684,1.0361,26.9
PVA30014,a,300,grid,width,tre,RM,T,T,solve,3247,3077,5.5249,,,,33.9
PVA30014,a,300,grid,width,tre,MinD,F,F,measure,3284,3077,6.7273,241,5.7208,1.0262,24.7
PVA30014,a,300,grid,width,tre,MinD,F,T,solve,3304,3077,7.3773,,,,44.3
PVA30014,a,300,grid,width,tre,MinD,T,F,measure,3284,3077,6.7273,241,5.7208,1.0262,23.6
PVA30014,a,300,grid,width,tre,MinD,T,T,solve,3304,3077,7.3773,,,,46.7
PVA30014,a,300,grid,width,tre,MaxD,F,F,measure,3297,3077,7.1498,255,6.0504,1.1190,40.0
PVA30014,a,300,grid,width,tre,MaxD,F,T,solve,3248,3077,5.5574,,,,45.6
PVA30014,a,300,grid,width,tre,MaxD,T,F,measure,3297,3077,7.1498,255,6.0504,1.1190,23.0
PVA30014,a,300,grid,width,tre,MaxD,T,T,solve,3248,3077,5.5574,,,,42.7
PVA30014,a,300,grid,width,tre,TN,F,F,measure,3258,3077,5.8824,259,4.5461,1.3559,25.0
PVA30014,a,300,grid,width,tre,TN,F,T,solve,3241,3077,5.3299,,,,40.4
PVA30014,a,300,grid,width,tre,TN,T,F,measure,3258,3077,5.8824,259,4.5461,1.3559,29.1
PVA30014,a,300,grid,width,tre,TN,T,T,solve,3241,3077,5.3299,,,,42.7
PVA30014,a,300,grid,width,tre,SN,F,F,measure,3293,3077,7.0198,242,6.1531,0.8863,47.3
PVA30014,a,300,grid,width,tre,SN,F,T,solve,3359,3077,9.1648,,,,39.5
PVA30014,a,300,grid,width,tre,SN,T,F,measure,3293,3077,7.0198,242,6.1531,0.8863,22.6
PVA30014,a,300,grid,width,tre,SN,T,T,solve,3359,3077,9.1648,,,,52.5
PVA30014,a,300,grid,width,nre,LM,F,F,measure,3226,3077,4.8424,83,3.5219,1.3401,21.4
PVA30014,a,300,grid,width,nre,LM,F,T,solve,3243,3077,5.3949,,,,43.7
PVA30014,a,300,grid,width,nre,LM,T,F,measure,3226,3077,4.8424,83,3.5219,1.3401,33.7
PVA30014,a,300,grid,width,nre,LM,T,T,solve,3243,3077,5.3949,,,,39.9
PVA30014,a,300,grid,width,nre,RM,F,F,measure,3226,3077,4.8424,75,3.5376,1.3244,23.8
PVA30014,a,300,grid,width,nre,RM,F,T,solve,3235,3077,5.1349,,,,32.0
PVA30014,a,300,grid,width,nre,RM,T,F,measure,3226,3077,4.8424,75,3.5376,1.3244,19.4
PVA30014,a,300,grid,width,nre,RM,T,T,solve,3235,3077,5.1349,,,,32.5
PVA30014,a,300,grid,width,nre,TN,F,F,measure,3212,3077,4.3874,80,2.6257,1.7813,22.3
PVA30014,a,300,grid,width,nre,TN,F,T,solve,3199,3077,3.9649,,,,36.3
PVA30014,a,300,grid,width,nre,TN,T,F,measure,3212,3077,4.3874,80,2.6257,1.7813,42.5
PVA30014,a,300,grid,width,nre,TN,T,T,solve,3199,3077,3.9649,,,,33.1
PVA30014,a,300,grid,width,nre,SN,F,F,measure,3258,3077,5.8824,80,4.6312,1.2708,20.9
PVA30014,a,300,grid,width,nre,SN,F,T,solve,3259,3077,5.9149,,,,40.7
PVA30014,a,300,grid,width,nre,SN,T,F,measure,3258,3077,5.8824,80,4.6312,1.2708,21.7
PVA30014,a,300,grid,width,nre,SN,T,T,solve,3259,3077,5.9149,,,,37.2
PVA30014,a,300,grid,width,nre,MinD,F,F,measure,3204,3077,4.1274,66,3.0995,1.0475,19.9
PVA30014,a,300,grid,width,nre,MinD,F,T,solve,3249,3077,5.5899,,,,42.9
PVA30014,a,300,grid,width,nre,MinD,T,F,measure,3204,3077,4.1274,66,3.0995,1.0475,22.8
PVA30014,a,300,grid,width,nre,MinD,T,T,solve,3249,3077,5.5899,,,,35.3
PVA30014,a,300,grid,width,nre,MaxD,F,F,measure,3267,3077,6.1748,85,5.1359,1.0586,19.0
PVA30014,a,300,grid,width,nre,MaxD,F,T,solve,3329,3077,8.1898,,,,40.8
PVA30014,a,300,grid,width,nre,MaxD,T,F,measure,3267,3077,6.1748,85,5.1359,1.0586,28.1
PVA30014,a,300,grid,width,nre,MaxD,T,T,solve,3322,3077,7.9623,,,,36.4
PVA30014,a,300,grid,width,fitness-number,TN,F,F,measure,3172,3077,3.0874,71,2.4669,0.6401,38.9
PVA30014,a,300,grid,width,fitness-number,TN,F,T,solve,3184,3077,3.4774,,,,32.6
PVA30014,a,300,grid,width,fitness-number,TN,T,F,measure,3172,3077,3.0874,71,2.4669,0.6401,37.0
PVA30014,a,300,grid,width,fitness-number,TN,T,T,solve,3184,3077,3.4774,,,,46.6
PVA30014,a,300,grid,width,fitness-number,SN,F,F,measure,3172,3077,3.0874,71,2.4669,0.6401,36.0
PVA30014,a,300,grid,width,fitness-number,SN,F,T,solve,3184,3077,3.4774,,,,33.0
PVA30014,a,300,grid,width,fitness-number,SN,T,F,measure,3172,3077,3.0874,71,2.4669,0.6401,32.9
PVA30014,a,300,grid,width,fitness-number,SN,T,T,solve,3184,3077,3.4774,,,,34.2
PVA30014,a,300,grid,width,fitness-number,LM,F,F,measure,3172,3077,3.0874,71,2.4669,0.6401,42.0
PVA30014,a,300,grid,width,fitness-number,LM,F,T,solve,3184,3077,3.4774,,,,41.4
PVA30014,a,300,grid,width,fitness-number,LM,T,F,measure,3172,3077,3.0874,71,2.4669,0.6401,41.5
PVA30014,a,300,grid,width,fitness-number,LM,T,T,solve,3184,3077,3.4774,,,,40.5
PVA30014,a,300,grid,width,fitness-number,RM,F,F,measure,3172,3077,3.0874,71,2.4669,0.6401,35.6
PVA30014,a,300,grid,width,fitness-number,RM,F,T,solve,3184,3077,3.4774,,,,37.4
PVA30014,a,300,grid,width,fitness-number,RM,T,F,measure,3172,3077,3.0874,71,2.4669,0.6401,31.9
PVA30014,a,300,grid,width,fitness-number,RM,T,T,solve,3184,3077,3.4774,,,,35.9
PVA30014,a,300,grid,width,fitness-number,MinD,F,F,measure,3172,3077,3.0874,71,2.4669,0.6401,37.5
PVA30014,a,300,grid,width,fitness-number,MinD,F,T,solve,3184,3077,3.4774,,,,40.5
PVA30014,a,300,grid,width,fitness-number,MinD,T,F,measure,3172,3077,3.0874,71,2.4669,0.6401,36.7
PVA30014,a,300,grid,width,fitness-number,MinD,T,T,solve,3184,3077,3.4774,,,,38.8
PVA30014,a,300,grid,width,fitness-number,MaxD,F,F,measure,3172,3077,3.0874,71,2.4669,0.6401,37.1
PVA30014,a,300,grid,width,fitness-number,MaxD,F,T,solve,3184,3077,3.4774,,,,36.1
PVA30014,a,300,grid,width,fitness-number,MaxD,T,F,measure,3172,3077,3.0874,71,2.4669,0.6401,32.2
PVA30014,a,300,grid,width,fitness-number,MaxD,T,T,solve,3184,3077,3.4774,,,,35.3
PVA30014,a,300,grid,width,max-area,LM,F,F,measure,3237,3077,5.1999,229,4.1481,1.0714,40.3
PVA30014,a,300,grid,width,max-area,LM,F,T,solve,3236,3077,5.1674,,,,51.0
PVA30014,a,300,grid,width,max-area,LM,T,F,measure,3237,3077,5.1999,229,4.1481,1.0714,44.0
PVA30014,a,300,grid,width,max-area,LM,T,T,solve,3236,3077,5.1674,,,,42.7
PVA30014,a,300,grid,width,max-area,RM,F,F,measure,3264,3077,6.0773,238,4.6221,1.4749,35.4
PVA30014,a,300,grid,width,max-area,RM,F,T,solve,3250,3077,5.6224,,,,42.0
PVA30014,a,300,grid,width,max-area,RM,T,F,measure,3249,3077,5.5899,239,4.7180,0.8915,38.3
